0,1,2
,CLASS,Primary/Basic 3
,SUBJECT,Yoruba
,TERM,Second Term
WEEK,TOPICS,Learning Objectives
1,Idanwô Ikini Kaâbo Si Sâa Keta,"Ni Opin Idanilekoo, Akekoo yoö le: i. Dåhün ibééré abé eko na ii. Se atunse abe eko"
2,Agbeyewo ise saa kinni,"Ni Opin Idanilekoo, Akekoo yoö le: i. Ye awon eko saa kinni wo dada ii. Dåhün ibééré abé eko na"
3Ede,Sise Nkan,"Ni Opin Idanilekoo, Akekoo yoö le: i. Gbe ohun to oluko ba ni ijo si ii. So ohun ti ogbo leralera iii. Se nkan to oluko ba ni kose"
Asa,Itesiwaju Ikinni,"Ni Opin Idanilekoo, Akekoo yoö le: i. So bi a ti n’ kiri ni orisirisi akoko towa ii. So pataki ikinni ni awujo ile Yoruba iii. Dåhün ibééré abé eko na"
Lit,Orin ere idaraya,"Ni Opin Idanilekoo, Akekoo yoö le: i. Ko ara won jo si abe igi orombo fun igbaradi orin kiko ii. jo si orin tin wan ko pelu atewo iii. Dåhün ibééré abé eko na"
4Ede,Siso oro onileta po,"Ni Opin Idanilekoo, Akekoo yoö le: i. So oro onileta meta po nipe titele itana F+K+F ii. Ko oniruru apeere oro onileta mata jade iii. Dåhün ibééré abé eko na"
Asa,Orisirisi eso ile wa,"Ni Opin Idanilekoo, Akekoo yoö le: i. Daruko awon eso ile wa ii. So pataki eso kookan iii. Pin won si owoowo iv. Dåhün ibééré abé eko na"
Lit,Alo pipa,"Ni Opin Idanilekoo, Akekoo yoö le: i. Pa oniruuru alo npamo ati apagbe ii. wa idahun si awon alo kookan tin won ba pa iii. Dåhün ibééré abé eko na"
5Ede,Isorongbesi laarin Oluko ati akekoo,"Ni Opin Idanilekoo, Akekoo yoö le: i. Beere ibere laarin oluko si akekoo ii. Se ibeere laarin akekoo si oluko iii. Dahun itakurosi to o waye laarin awon mejeeji"
Asa,Orin Kiko,"Ni Opin Idanilekoo, Akekoo yoö le: i. Ko orin kan pato ii. Fa koko inu orin na iii. Gba laaye akekoo lati ko orin naa daadaa iv. Dåhün ibééré abé eko na"
Lit,Eré Onise,"Ni Opin Idanilekoo, Akekoo yoö le: i. Se eré onise kékeré ii. Sälåyé ohun ti eré nåä dä lé Iori"
6Ede,Onkå ni édé Yorübå 151-180 Ookånlélåådöje dé Ogésån-ån,"Ni Opin Idanilekoo, Akekoo yoö le: i. Ka önkä nåä yékéyéké ii. Ko. åwon Figo nåå ni édé Yorübå iii. Se idämö o lé äti d din fün åröpö äti äyokuro"
Asa,Äwon önå ibåraenisörö,"Ni Opin Idanilekoo, Akekoo yoö le: i. So itumo ibåraenisoro ii. Dåruko. åwon önå ti å n’ gbå ba éniyån soro iii. Dåhün awon ibééré abé eko"
Lit,ltån Aröso,"Ni Opin Idanilekoo, Akekoo yoö le: i. Ka itån åröso nåä däradåra ii. Fa koko inu itån nåå yo. iii. Dahün åwon ibééré abé eko"
7,Ägbéyewo éko lse Idaji Såä Keji Léri Edé Äsä Litiréso’,Ägbéyewo éko lse Idaji Såä Keji Léri Edé Äsä Litiréso’
8Ede,Arépö Oruko,"Ni Opin Idanilekoo, Akekoo yoö le: i. ki oriki aropo oruko ii. Lo äwon öro nåä ni gb0lohün iii. So wän ni ipö Olüwå åti åbö"
Asa,Ise åjogunbå ilé Yorübå,"Ni Opin Idanilekoo, Akekoo yoö le: i. Ménuba åwon ise äjogünbå ilé Yorüba ii. So äwon ohun élo fun ise köokan iii. Dåhün ibééré abé éko"
Lit,Alo Apamo,"Ni Opin Idanilekoo, Akekoo yoö le: i. Pa ålo åpamo ii. So itumo ålo nåä iii. Dåhün ibééré abé eko"
9Ede,Owe,"Ni Opin Idanilekoo, Akekoo yoö le: i. Pa öwe ti oni itumo ii. Sälåyé owe nåå iii. Dåhun ibééré abé eko"
Asa,Ipolowo Ojä,"Ni Opin Idanilekoo, Akekoo yoö le: i. Sälayé äwon ojä títa äti rírä ni ilu Yorůbá ii. Dahun ibére abé eko"
Lit,Alo Äpagbě,"Ni Opin Idanilekoo, Akekoo yoö le: i. Pa alo äpagbě ii. Ko orin inu äpagbe náä iii. Sq ohun ti eko inu alo náa ko wa"
10Ede,Onkä ni ědě Yorubá 151-200 Ookänlelégésän- án dé lgba,"Ni Opin Idanilekoo, Akekoo yoö le: i. Ka ônkä náä ni ědě Yorůbá yékéyeké ii. Ka äwon Figo náä ni ědě Yorůbá iii. Pe äwon Fígô. náa bí ó seye."
Asa,Ohun Elô inu ilé,"Ni Opin Idanilekoo, Akekoo yoö le: i. Dáruko äwon ohun ělô inu ilé ii. So ilô ôkôôkan wan"
Lit,Itan Akoni ile Yorůbá,"Ni Opin Idanilekoo, Akekoo yoö le: i. Dárúko äwon akoni ilë Yorůbá ii. Säläyé idí tíwan fijé akoni iii. Dáhůn ibéěrě abé eko náä"
11-12,Agbéyëwô éko Ise Idaji Sáä Keji Lórĺ Edě Asä Lítirésó,Agbéyëwô éko Ise Idaji Sáä Keji Lórĺ Edě Asä Lítirésó
13,Idánwô Sáä Kei lórí ědě Asä äti Lítírésô,Idánwô Sáä Kei lórí ědě Asä äti Lítírésô
