0,1,2
,CLASS,Primary/Basic 6
,SUBJECT,Yoruba
,TERM,Second Term
WEEK,TOPICS,Learning Objectives
1,Idånwo Ranpé fun ibere såä tuntun,"Ni opin idanilekoo, åwon akéköö yoo le: – mu gbogbo åwon ti won ti kö ni såå ti o kojå wa si irånti."
2Ede,Édé:Itesiwaju Eko ninu onkå Yorubå 200-250 (igba – Ötålugba-din- lügba),"Ni opin idanilekoo, åwon akéköö yoo le: i. Ka onkå Yorubå ni nomba ati ni edé Yorubå ii. ko onka Yorübå ni nomba ati ni edé Yorüba’ iii. Se åropo,iyokuro åti isodipupo ni Ilana edé Yorübå iv. dahun Ibeere Iori ekö"
Asa,Igbéyåwo nile Yorubå,"Ni opin idanilekoo, åwon akéköö yoo le: i. Sålåyé ki ni åså igbeyåwo? ii. Dårüko orisirisii igbéyawö to wå ati bi a fe ri sewön. iii. Ilana ati igbése inu igbéyåwo. Bi apeere Ifojusade,iwådii, Alårinå, Isihén,itoro idåna abbl. iv. Dåruko åwon ohun elo Idana v. Sålåyé pataki ki oko gba ipale iyawo re. vi. dåhun ibeéré Iori eko"
Lit,Itan awon Akoni Yorubå. i. Efunsetun Aniwürå,"Ni opin idanilekoo, åwon akéköö yoo le: i. Sålåyé ta ni akoni? ii. Såpejuwe awon akoni wonyi. iii. Da ise/nnkan ti wön tå so won di akoni. – dåhün Ibeere lori"
3Ede,Aroko Asånyanjiyån. (Ile iwe ijoba dåra ju ilé iwé aladani lo),"Ni opin idanilekoo, åwon akéköö yoo le: i. Ko årokö to månå doko Iori ori örö ilé iwe ijoba dara ju ile iwé aladani lo ii. Sålåye Ilana ti a se n kö åroko asåri yån jiyan. iii. Då åwon ori örö ti a lå bå pådé ireifé årdko yii. – dåhün ibééré lori"
Asa,Eko ile ni ile Yoruba,"Ni opin idanilekoo, åwon akéköö yoo le: i. Fun eko ile ni oriki to koju osun won ii. Daruko orisirisi eko ile towa iii. Salaye okookan awon eko ile wonyi iv. Da idi ti Yoruba se n ko awon omo eko ile mo v. Dahun ibeere lori eko yii"
Lit,Akanlo ede ati itumo won,"Ni opin idanilekoo, åwon akéköö yoo le: i. Fun akanlo ede ni oriki ii. Se akoojo apeere akanlo ede ati itumo won iii. Lo awon akanlo ede wonyi ni gbolohun iv. Salaye iwulo akanlo ede v. Dahun ibeere lori eko yii"
4Ede,Oro ati idakeji re,"Ni opin idanilekoo, åwon akéköö yoo le: i. Se akojo awon oro Yoruba lokan-o-jokan ii. Wa idakeji si awon oro won yi iii. Lo awon oro wonyi ni gbolohun kikun iv. Se akosile koko idanileko sinu iwe won v. Dahun ibeere lori eko yii"
Asa,Akojopo awon owe ile Yoruba,"Ni opin idanilekoo, åwon akéköö yoo le: i. salaye kinni owe je ii. Daruko isowi owe iii. Se akojo oniruuru owe iv. Toka si iwuko owe-ilo, owe-ibawi, imooran, ikilo, alaye, abbi v. So iyato laarin awon owe won yii vi. Dahun ibeere lori eko won yi"
Lit,Ere Onise,"Ni opin idanilekoo, åwon akéköö yoo le: i. Fun ere onise ni oriki ii. Ya aworan ere onise sokan iii. Se ore onise laarin ara won Iori ìtàgé iv. dàhùn ìbéèrò Iori eko yii"
5Ede,Ami ohùn ninü òdè Yorùbà,"Ni opin idanilekoo, åwon akéköö yoo le: i. Daruko àmì ohùn to wa ninü ède Yoruba ii. Sàlàyé iwulò àwon àmi ohùn yi iii. Sàpèjuwe awon àmì ti a n lo fun àmì ohûn kòkan iv. fi ami si on oro Yorùba’ v. Sàlàyé pataki ami ohùn ninu ede Yorùba iv. dahun Ibeere lori eko yìi"
Asa,Orüko Amutorunwa,"Ni opin idanilekoo, åwon akéköö yoo le: i. Sàlayé ki ni orüko àmutorunwa pelü apeere. ii.Dâruko orisirisii oruko àmutorunwa iii. Sàlayé òkookan awon oruko wönyi iv. dåhün lbéere lori eko yii"
Lit,iwe kika-Olooro Geere/Wuuru Awon asa to suyo ninu asayan iwe ti ijoba fowo si,"Ni opin idanilekoo, åwon akéköö yoo le: i. Fa åwon åså to suyo ninü iwé naa yo ii. Se ékünréré ålåyé Iori åwon åsa naå iii. Sålåyé koko ti itån nåå da le lori iv. dahün ‘Ibeere lori eko"
6Ede,Oro aponle ninu ede Yorüba,"Ni opin idanilekoo, åwon akéköö yoo le: i. Fun oro aponlé ni oriki kikun ii. Se åkojo orisirisi oro åponlé ninu gbolohün éde Yorüba iii. Sålåyé ise ti öro aponlé ri ninü gbolohün iv. dåhün ibeere lori eko yii"
Asa,Ise abinibi ni ile wa,"Ni opin idanilekoo, åwon akéköö yoo le: i. Sàlàyé àwon ìsori ise abinibi ni Yorùbâ ii. Daruko àwon ise abinibi ile Yorùba iii. Juwe bi a se n’ se àwon ise wonyi iv. Jiròrò nipa àwon ohun èlò ise kookan v. Dahun Ibeere Iori eko"
Lit,Fifa ewà èdè inu iwé kikà yo,"Ni opin idanilekoo, åwon akéköö yoo le: i. fun ewà èdè/ onà èdè ni orikì kikün ii. Fifa àwon ewà èdè wonyi yo àti ìtunmo. Apeere – ôwe, awitunwi, àkànlò-èdè, àfiwé, ìfohunpènìyàn iii. Alaye kikun lori àwon ewà èdè wonyi iv. Dahùn ibéèrê Iori èkô"
7,Idanwo Saa Keji Ibewo àwon òbi Ìsinmi ìdajì saa keji,Idanwo Saa Keji Ibewo àwon òbi Ìsinmi ìdajì saa keji
8Ede,ltesiwåju eko Iori Äroko Asåriyån jiyån.,"Ni opin idanilekoo, åwon akéköö yoo le: i. Ko åroko to boju mu. ii. Da åwon ori orö ti a Io påde låbe irüifé åroko yii. iii.Se åmulo åwon ilånå ilåpa oro fun kiko åroko yi iv. dåhun si ibéére Iori eko yi"
Asa,Ojuse obi låwujo ati ninu ile,"Ni opin idanilekoo, åwon akéköö yoo le: i. Sålåyé tani obi ii. Menu ba isé obi lara omo, Iawüjo ati Iåårin iii.Bééré lbééré Iori ohun ko yé won to. iv. dahun Ibeere Iori yii"
Lit,Iwé kikå ti ijoba fowo si.,"Ni opin idanilekoo, åwon akéköö yoo le: i. Då ka iwé literaso yii ni åkågbåddn. ii. Fün åwon öro itumo won farasin yo. iii. Salaye ekå ti a ri iv. dåhün ibéeré lori eko yii"
9Ede,tuntun yo ninu łwe âkâyĆ ati itumę,"Ni opin idanilekoo, åwon akéköö yoo le: i. Sâkojo âwon oro tuntun to șuyę ii.Wa itumo si âwon wonyi. iii.Se âmulo won ni gbolohun kikun. iv. dahun Ibeere Iori ëko yii"
Asa,Ona iranra-ęni-lowo,"Ni opin idanilekoo, åwon akéköö yoo le: i. Salaye onâ igbaranra-eni-lowo ii. Daruko âwon ona îranra-ęni-lowo nilë Yorubă iii. Mënuba îwulô âti pataki łranra-ęni-lôwo lăwujo iv. dahun Ibeere Iori eko yii"
Lit,"Âwon ounję abinîbi ilę Yoruba isu egbe, élübo, ewebe, abbl.","Ni opin idanilekoo, åwon akéköö yoo le: i. dăruko orișisi ounję ilę wa ii. Salaye kikun lori bi a ti ri se ounję kookan iii. jiroro nipa lwulo ati påtåki Ounje iv. dåhün ibéere Iori eko"
10Ede,Gbolohün édé Yorübå. -Gbolohun eleyo oro ise -Gbolohun oIöpö örö ise.,"Ni opin idanilekoo, åwon akéköö yoo le: i. Fin gbolohün ni oriki kikün. ii. Då orisirisi gbolohün mo iii. Sålåyé gbolohun eleyo örö ise ati olopö oro ise. Pelu apeere. iv. salaye abuda åwon gbolohün wönyi ati Iyato åårin won. v. dåhun ibeere lori eko yii"
Asa,lsedå åti itånkåle omo Yorübå.,"Ni opin idanilekoo, åwon akéköö yoo le: i. Sålåyé bi åwon Yorubå se se ii. Mo orirün won åti iran won ti se iii. Menuba bi won tan kåle iv. Dahun ibeere abe eko"
Lit,Ewi atinuda,"Ni opin idanilekoo, åwon akéköö yoo le: i. Fun ewi ni oriki kikun ii. Ronu jinle lati ko ewi iii. Mo eroja ewi iv. Salaye ilana ewi v. Kewi fun ra won vi. Dahun ibeere lori eko yii"
11Ede,Oro Apejuwe,"Ni opin idanilekoo, åwon akéköö yoo le: i. Fun oro apejuwe ni oriki kikun ii. Salaye oro apejuwe iii. Lo oro a[ejuwe ni gbolohun iv. Dahun ibeere lori eko yii"
Asa,Agbara ede Yoruba,"Ni opin idanilekoo, åwon akéköö yoo le: i. Salaye kinun lori agbara ede Yoruba ii. Daruko awon ohun ti a n lo ede Yoruba fun. Apeere-Aduragbigba, iwure, eebu bibu, ati epe sise iii. Soro lori pataki ede lawujo iv. Dahun ibeere lori eko yii"
Lit,Ise sise (ki ma se ìmélë).,"Ni opin idanilekoo, åwon akéköö yoo le: i. Sàlàyé pàtàkì ise ii. Mënu ba ìhà ti Yorûbâ ko si ìmele. iii. Sàlàyé àtubotân ise sise àti ìmëlë sise iv. déhùn ìbéèrè Iori èkô yìi"
12Ede,Èyan oro ninu gbolohùn.,"Ni opin idanilekoo, åwon akéköö yoo le: i. Fun oro eyân ni orikì kikân. ii. Sàpèjuwe òrò èyan. iii. Fala si oro eyan ninu gbolohun. iv. Mo isë ti oro n ninu gbolohùn. v. dahun Ibeere lori eko"
Asa,Ànfaàni àti alebu ise ajumose,"Ni opin idanilekoo, åwon akéköö yoo le: i. Sàlàyé ohun ti isé ajumòse je. ii. Dàrüko orisirisii ise ajumose laarin Yorüba iii. Sàlàyé ànfààni to wà ninu ise ajumose, iv. Dårüko åwon ålébü ise åjumose, v. dåhun Ibeere lori eko"
Lit,Kika iwé Itan aroso ti Ijoba yån pelu ekö ti ko ninu re,"Ni opin idanilekoo, åwon akéköö yoo le: i. Ka iwe kikå nåå ni gbolohun. ii. Sapéjuwe aworan edå itan. iii. Sålåyé koko ise ti onkowe n se ni awujo waa. iv. Sålåyé åså Yorübå to suyo v. dåhün lbéere Iori eko"
13,"Atunyewo eko Iori ise saa yii ninu Édé, Äså ati litireso","Atunyewo eko Iori ise saa yii ninu Édé, Äså ati litireso"
14,Idanwo saa keji,Idanwo saa keji
