0,1,2
,CLASS,Primary/Basic 5
,SUBJECT,Social Studies
,TERM,Second Term
WEEK,TOPICS,Learning Objectives
1,Leadership -Who is a leader -Type of leadership -How can a leader be selected -Function of political leaders -Fomation of political parties and changes -What attributes a good and bad leadership,By tho ond of tho losson pupils should be ablo to: 1. Define a loader 2. List typos of loadorshlp 3. Describe how a leader can be solectod 4. State function of political leader
2,Organization and cooperation – Meaning of organization and co-operation -Types of organization and co-operation – Why people live together – Function of various organization and co-operation – Benefit of living together,By the end of the lesson pupils should be able to: I. Define organization and cooperation 2. List types of organization and cooperation 3. Explain why people live together 4. Describe function of various organization co-operation
3,Resource/preservation -What is resource preservation – Mention types of saving – Banking facilities in communities -Process of opening an account in the bank,By the end of the lesson pupils should be able to: i. Define resource presentation ii. List types of savings iii. Outline banking facilities in communities iv. Explain process of opening an account in the bank
4,– causes of poor savings – practice saving,By the end of the lesson pupils should be able to: 1. Outline causes of poor savings 2. Explain inability to manage one’s income properly 3. Identifies practice
5,Resources development -meaning of capital -ways of raising fund -sources of fund -identify the uses of fund,"By the end of the lesson, pupils should be able to i. define ways of raising fund ii. describe source of fund iii. identify the uses of fund"
6,Resources Distribution -meaning of resources -Types of resources -why resources are not evenly distributed -problems of overconcentration of industries ways of ensuring even distribution of resources,"By the end of the lesson, pupils should be able to 1. define resources 2. list types of resources 3. explain why resources are not evenly distributed 4. outline problems of over concentration of ensuring even distribution 5. describe distribution of resources"
7,MID TERM BREAK,MID TERM BREAK
8,Employment -What is emplyment -Concept of employment and unemployment – Causes unemployment,"By the end of the lesson, pupils should be able to : 1. define employment 2. write/list concepts of employment 3. state concept of unemployment 4. describe causes of unemployment"
9,Wages and income – Concept of wages and salary – Why some people eam higher salaries than others,By the end of the lesson pupils should be able to: 1. Explain concept of ways 2. Describe concept of salary 3. State why some people earn higher salaries than others
10,Communication – Meaning of communication – Types of electronic communication -Use of the device – Problems of some of the devices,By the end of the lesson pupils should be able to: 1. Define communication 2. Lists types of electronic communication 3. State uses of the device 4. Explain problems of the devices
11,Transportation Studies -Meaning of transportation – Types of transportation – Forms of land transportation -Draw means of tansportation on land – Advantage of transportation – Identify the problems of land transportation -Solution to problems of transportation,By the end of the lesson pupils should be able to: 1. define transportation 2. list types of transportation 3. explain form of land transportation 4. draw means of transportation
12-13,REVISION/EXAMINATION,REVISION/EXAMINATION
