0,1,2
,CLASS,Primary/Basic 6
,SUBJECT,Social Studies
,TERM,Second Term
WEEK,TOPICS,Learning Objectives
1,Revision of Last term examination,
2,Resources uülization – Importance of natural resources – Overutilization of natural resources – Danger of overutilization -Underutilization of natural resources -Problems of underutilization of natural resources,By the end of the lesson pupils should be able to: 1. Appreciate the importance of natural resources to the country 2. Describe overutilization of resources and itemize the implications of overutilization of natural resources 3. Describe underutilization of resources and mention the danger of underutilization of resources
3,Labour Force: -Meaning -Trading the populatim to be healthy and productive -Implication of poor health on Labour,By the end of the lesson pupils should be able to: 1. Define labour force 2. Recognize ways of training the population to be healthy and productive 3. Mention the implication of poor health on labour force
4,Transport and Communution Water and Air transportation (meaning and examples) -Problems and solution of Air and Water transportation in Nigeria -Communication system in Nigeria (meaning and examples) -When and how to use means of telecommunication -Why telecommunication do not work,"By the end of the lesson pupils should be able to: 1Describe water and Air transportation in Nigeria 2. Pinpoint problems and solution to Air and Water transportation in Nigeria 3. Describe communication and give examples in Nigeria, when and how they are used 4. Troubleshoot in communication system"
5,Gender discrimination -Meaning and areas of discrimination (examples) -Consequences of gender discrimination -Solution to gender discrimination,By the end of the lesson pupils should be able to: 1. Describe and give examples of areas of discrimination. 2. Itemize consequences of gender discrimination 3. Suggest ways of curbing gender discrimination in the society
6,Group conflicts and cooperation – Meaning of conflicts and cooperation -Importanæ of communication cooperaion – Contolling and avoiding confiict in our community -Internati0nal conflicts and organization meaning and causes.,By the end of the lesson pupils should be able to: 1. Describe conflicts and cooperation. 2. State the importance of communication and cooperation 3. Proper ways of controlling and avoiding conflicts in our community 4. Describe conflicts in the organization highlighting the causes
7,Mid Term Break,
8,"Intemational organization -Meaning and examples – Efforts of intemational bodies at solving the problems posed by COVID-19, HIV/AIDS and STDS","By the end of tho lesson pupils should be ablo to: 1. Describe intemational organizations (with examples) 2. Pinpoint efforts intematlonal bodies at solving problems posed by COVID-19, HIV/AIDS and STDS."
9,"Peace Education -Meaning of peace – Characteristics of tolerance – Attributes of Cooperation -Value that promote peace, – National Unity meaning and symbols of National Unity",By the end of the lesson pupils should be able to: 1. Describe peace as oppose to conflict 2. Identify characteristics of tolerance and cooperation 3. Express value that promote peace in the community 4. Describe and mention symbols of national unity
10,Concepts of drug and drug abuse – Meaning of drug and drug abuse – Examples of drugs often abused – Consequence of drug abuse,By the end of the lesson pupils should be able to: 1. Describe drug and drug abuse 2. Mention examples of drugs often abused 3. Discuss the consequence of drug abuse
11,Synthetic and naturally occurring drugs Meaning and examples Solution to drugs,By tho end of the lesson pupils should be ablo to: 1. Describe synthetic and naturally occurring drugs 2. Compare and contrast between the synthetic and naturally occurring drugs 3. Suggest solution to drug abuse
12-13,EXAMIANTION,
