0,1,2
,CLASS,Primary/Basic 1
,SUBJECT,Physical and Health Education
,TERM,Third Term
WEEK,TOPICS,Learning Objectives
1,Health and hygiene,"By the end of the lesson pupils should be able to: i. explain how to wash hands properly, ii. demonstrate how to bath; iii. describe how to care for the skin correctly."
2,Teeth Brushing,"By the end of the lesson, pupils should be ablé to; i. list the items used in cleaning the mouth; ii. demonstrate how to brush the teeth correctly; iii. explain why it is necessary for us to brush our teeth."
3,Care of the Nails and Hair,"By the end of the lesson, pupils should able to: i. describe how to cut our nails; ii. mention ways of maintaining the hair; iii. describe the materials used in maintaining hair."
4,Cleanliness,"By the end of the lesson, pupils should be able to; i. mention the benefits of cleaning our body; ii. explain the benefits of cleaning our body."
5,First Aid,"By the end of the lesson, pupils should be able to; i. explain the meaning of first aid; ii. explain who is a first aider; iii. how to become a first aider."
6,First Aid,"By the end of the lesson, pupils should be able to: i. state the basic objectives of First Aid; ii. list the contents of a First Aid box; iii. identify the contents in a First box."
7,MID TERM BREAK,MID TERM BREAK
8-9,Contents of First Aid box,"By the end of the lesson, pupils should be able to: i. list the contents of first Aid Box; ii. explain the use of each content in First Aid Box. iii. make their own First Aid Box; iv. demonstrate how a first Aid works."
10-11,Benefit of first aid,"By the end of the lesson, pupils should be able to: i. list the benefits of first aid; ii. explain the benefits of first aid treatment; iii. identify First Aid box Contents"
12&13,REVISION AND EXAMINATION,REVISION AND EXAMINATION
