0,1,2
LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS,LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS,LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS
Basic Science Scheme of Work for Primary/Basic 5,Basic Science Scheme of Work for Primary/Basic 5,Basic Science Scheme of Work for Primary/Basic 5
,CLASS,Primary/Basic 5
,SUBJECT,Basic Science
,TERM,First Term
WEEK,TOPICS,Learning Objectives
1,REDINESS TEST/REVISION,
2,ENVIRONMENTAL QUALITY -Meaning of environmental quality -Advantages of a healthy environment. . -Healthy vs degraded environment -Disadvantages of degraded environment,"By the end of the lesson, pupils should be able to: i. tell what environmental quality is; ii. appraise healthy environment; iii. differentiate between a healthy and a degraded environment; iv. state the disadvantages of degraded environment v. Describe the factors which degrade the environment"
3,Changes around us (Erosion) -Meaning of erosion -Causes of erosion,"By the end of the lesson, pupils should be able to: i. state the meaning of erosion ii. list and explain the types of erosion iii. discuss the causes of erosion iv explain the effect of erosion in the environment."
4,Control of erosion,"Bythe end of the lesson, pupils should be able to: -discuss the effect of erosion on the environment -describe how to prevent and control erosion"
5,"Land and Noise pollution: -Land and noise Pollutants (paper, stagnant water etc.) -Sources of Land and noise pollution -Effects of Land and noise pollution -Control of Land and noise pollution.","By the end of the lesson, pupils should be able to: i. explain the meaning of land and noise pollution; ii. examine the types and effect of land pollution; iii. examine the effect of noise and land pollution; iv. determine ways of preventing and controlling land and noise pollution."
6,"Waste and waste disposal -Meaning of waste -Waste constitute -Types of waste(bottle, paper, wood, liters, sticks) -Effect of waste in the environment","By the end of the lesson, pupils should be able to: i. explain the meaning of waste ii. list the types of waste iii. analyze waste constitute"
7,MID TERM BREAK,MID TERM BREAK
8,Waste and waste disposal – Method of waste disposal -Suggest different ways of recycling waste and the advantage of recycling waste,"By the end of the lesson, pupils should be able to: i. state the different means of dispossing waste ii. develop a definition of recycling iii. mention the advantages of recycling iv. document their own ideas of recycling"
9,ENVIRONMENTAL CHANGES (WATER AND AIR) -Meaning of pollution -Water and air pollution -Effect of water and air pollution -Control of water and air pollution.,"By the end of the lesson, pupils should be able to: i. formulate a definition of pollution ii. explain how water and air can be polluted and its effect on people and the environment iii. enumerate sources of water and air pollution iv. outline ways of preventing and controlling water and air pollution"
10,ENVIRONMENTAL QUALITY -Ways of maintaining healthy environment -materials for maintaining healthy environment,"By the end of the lesson, pupils should be able to: i. describe ways of maintaining a healthy environment. ii. identify ways of maintaining healthy and beautiful school environment iii. write materials for maintaining healthy environment."
11,"REPRODUCTION IN PLANTS: -Parts of a flower, -Pollination; Meaning Types Process Agents","By the end of the lesson, Pupils should be able to: i. identify parts of a flower ii. explain the meaning of pollination iii. identify agents and types of pollination iv. draw and label a flower v. illustrate the process of pollination"
12,REVISION,REVISION
13,EXAMINATION,EXAMINATION
