0,1,2
,CLASS,Primary/Basic 4
,SUBJECT,Physical and Health Education
,TERM,Second Term
WEEK,TOPICS,Learning Objectives
1,Rediness Test/ Revision Test for First Term Work,Rediness Test/ Revision Test for First Term Work
2,"TRACK EVENT -Long distance races i. types of long distance races. 300m, 500m ii. steeple chase in long distance races -standing -take off -running -arm action -finish","By the end of the lesson, pupils should be able to: i. list the types of long distance races ii. mention skills in long distance races iii. demonstrate long distance races"
3,"TRACK EVENT -Long distance races i. types of long distance races. 300m, 500m ii. steeple chase in long distance races -standing -take off -running -arm action -finish","By the end of the lesson, pupils should be able to: i. list the types of long distance races ii. mention skills in long distance races iii. demonstrate long distance races"
4,ENVIRONMENTAL HEALTH I. Meaning of waste disposal -Sewage disposal -Refuse disposal,"By the end of the lesson, pupils should be able to: i. Define waste disposal ii. Mention types of waste disposal iii. Explain the types of waste disposal"
5,"Physical fitness -Meaning of physical fitness -Physical fitness -Exercises e.g. Push, squat, bend, sit up etc.","By the end of the lesson, pupils should be able to: i. Define Physical Fitness ii. Mention types ofexercises in physical fitness iii. list the importance of physical fitness iv. Demonstrate physical fitness exercise"
6,"Games: Basketball Skills: -Dribbling, -Bouncing, -Throwing, -catting, -Passing","By the end of the lesson, pupils should be able to: i. mention the Skills in basketball game ii. demonstrate the skills in basket ball game"
7,MID TERM BREAK,MID TERM BREAK
8,Game (Basketball Court) Rules Regulations Officials,"By the end of the lesson, pupils should be able to: i. mention the rules governing the game of basketball ii. List officials in basketball game"
9,"GYMNASTICS: Basic Movement in gymnastics, -Walking. -Running, -Hopping, -Jumping, -Twisting Apparatus activities, -Swinging, bars. Floor and Box activities Walking: beam balance -parallel bar mmel horse","By the end of tho lesson, pupils should be able to: i. Mention floor activities ii. Mention apparatus activities iii. Demonstrate floor and apparatus activities"
10,FOOD/NUTRITION -Meaning of Nutrition -Importance of Nutrition -Nutritional deficiency (i)Kwashiorkor (ii)Rick etc. (iii) pelegra,By the end of the lesson pupils should be able b: i. Define Nutrition ii. State the Importance of Nutrition iii. Mention Diseases that are associated with insufficient nutrients
11,SAFETY AT HOME AND SCHOOL -Home -School to and from,"By the end of the lesson, pupils should be able to: i. Define safety ii. state different types of safety measures at home school"
12,REVISION,REVISION
13,EXAMINATION,EXAMINATION
