0,1,2
,CLASS,Primary/Basic 3
,SUBJECT,Yoruba
,TERM,Third Term
WEEK,TOPICS,Learning Objectives
1,Idanwô Ikini Kaâbo Si Sâa Keta,"Ni Opin Idanilekoo, Akekoo yoö le: i. Dahun ibere ii. Se âtunșe ti oye"
2,"Âgbeyôwô ișë Săa keji Lori Ede, Așâ âti Literaso","Ni Opin Idanilekoo, Akekoo yoö le: i. Menuba âwon eko ti wón ti ko tële ii. Dahun ibęre abe âyewo"
3Ede,Aropô Oroko Afarajóruko,"Ni Opin Idanilekoo, Akekoo yoö le: i. So oruko afarajóruko ii. Ko iye âwon oro afarajóriko năâ iii. Dăhun ibeere abe eko na"
Asa,Ise Onâ Șișe,"Ni Opin Idanilekoo, Akekoo yoö le: i. Dăruko âwon ișe onâ ti o wa ii. Sâlâyć sóki lóri ôkôôkan wan iii. Dăhun ibeërô abe ëko"
Lit,Orin Akómoniwâ -Omo tómo’ iyare lóju – Eko dăra ę je ka Io,"Ni Opin Idanilekoo, Akekoo yoö le: i. Ko orin olorisirisi to dă le Ihuwâsi ii. Fa kokó inu orin năâ yo iii. Dâhun ibeere abe ëko"
4Ede,Onkâ,"Ni Opin Idanilekoo, Akekoo yoö le: i. Ka onka nâ dăradăra ii. Ko âwon Figo nâ yekeyeke iii. Dăhun lbeëre abe ëkó naâ"
Asa,Ipolówó Ojă ni ôđe,"Ni Opin Idanilekoo, Akekoo yoö le: i. Sâlâye âwon onâ Ip0lowo ôde ôni ii. Dăhun lbeëre abe ëkó naâ"
Lit,Ere Omode Kini n le je,"Ni Opin Idanilekoo, Akekoo yoö le: i. So orișirisi ere omode ti o wâ ii. Dăhun lbeëre abe ëkó naâ"
5Ede,Imo Ęro kômputa,"Ni Opin Idanilekoo, Akekoo yoö le: i. NI ôye lmô ęro kômputa ii. Dăruko âwon eya ara imo ero naa iii. Dăhun lbeëre abe ëkó naâ"
Asa,Iranra-ęni-lówó ayë atijó,"Ni Opin Idanilekoo, Akekoo yoö le: i. Dăhun âwon onâ iranra-ęni- lowo ii. Sâlâyë ânfââni to ro mă o iii. Dăhun lbeëre abe ëkó naâ"
Lit,Ală Apamo,"Ni Opin Idanilekoo, Akekoo yoö le: i. Pa âlo Apamo ii. Fa kókó yo iii. Dahun Ibëërë"
