0,1,2
,CLASS,Primary/Basic 4
,SUBJECT,Social Studies
,TERM,Second Term
WEEK,TOPICS,Learning Objectives
1,Revision of Last Terms Work! -Citizenship,By the end of the lesson pupils should be able to: 1. Define citizenship 2. Describe qualification of a citizen e.g. it can be by birth or by application 3. Identify the right of a citizen
2,The concept of govemment,"By the end of the lesson pupils should be able to: 1. Explain what is government 2. Define the type of government e.g. Federal, State and Local govemment 3. Describe the 3 items of government"
3,The Concept of Local Government,"By the end of the lesson, pupils should be able to. 1. Describe the concept of Local government, 2. Menton the importance of Local government 3, Enumerate the benefit of Local govemment people"
4,Problems and soluåon of Local govemment,"By the end of the lesson pupils should be able to: 1. Identify tie problems of Local govemment 2. Itemize the soluåon to the problems mentoned above 3, Recall the problems and suggested solution of local government"
5,The concept of state government,"By the end of the lesson pupils should be able to: 1. Define the concept of State government 2. Discover who controls the public affair of the state and what is the motto of your state 3. Locate the importance of a state government e.g building of roads, provision of electricity etc."
6,Seperation of Power and Function,By the end of the lesson pupils should be able to: i. mebtion problems of power sharing e.g corruption ii. discuss how to promote cooperation between the state and local government e.g maintain peace and order in the state etc
7,MID TERM BREAK,
8,Division of Labour,"By the end of the lesson pupils should be able to: 1. Define discussion of labour 2. Describe agricultural industry 3. List out types of agriculture. i.e. Animal production, animal husbandry, fishery and forest"
9,Why division of labour is necessary in agricultural industry,By the end of the lesson pupils should be able to: I. Identify why division of labour is necessary in agriculture e.g. more acres can be cultivated and maintained etc. 2. Identify the problems of agriculture labour e.g. lack of capital 3. Investigate the ways to solve the problems of agricultural indust
10,Saving,"By the end of the lesson pupils should be able to: 1. Define of savings 2. Traditional way and modem way of saving 3. Identify the types of bank i.e. Commercial banks 4. Discuss how to open bank account i.e. passport photograph, particulars of the erson"
11,Employment,"By the end of the lesson, pupils should bo able to: i. Define employment ii. Identify reasons for employment iii. identify reasons for employment. iv. Descnbe unemployment and list out some problems that leads to unemployment"
12,REVISION,REVISION
13,EXAMINATION,EXAMINATION
