0,1,2
LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEME OF WORK FOR PRIMARY SCHOOLS,LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEME OF WORK FOR PRIMARY SCHOOLS,LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEME OF WORK FOR PRIMARY SCHOOLS
Physical and Health Education Scheme of Work for Primary/Basic 6,Physical and Health Education Scheme of Work for Primary/Basic 6,Physical and Health Education Scheme of Work for Primary/Basic 6
,CLASS,Primary/Basic 6
,SUBJECT,Physical and Health Education
,TERM,First Term
WEEK,TOPICS,Learning Objectives
1,Revision of previous year’s work and Readiness test,
2,Creatity Rhytmic,"By the end of the lesson, pupils should be able to: 1- explain rhyttmic activities 2- mention types of rhythemic activities (marching, galloping, hopping. singing, dancing) etc. 3. demonstrate rhythmic activities (marching, galloping, hopping, singing, dancing)"
3,Creatity Rhytmic,"By the end of the lesson, pupils should be able to: 1. discuss meaning rhythmic acfrities 2. fist types of rhyürnic activities (marching, galloping, hopping, singing, dancing) etc. 3. demonstrate rhythemic activities (marching, galloping, hopping, singing, dancing)"
4,Athletics- Field events (Long jump),"By the end of the lesson, pupils should be able to: 1. demonstrate jumping activities, e.g. jump and reach, jump and touch, jumping on the spot 2. discuss the concept of long jump. 3. list basic phases in long jump events (approach run, take-off, flight, landing, recovery 4. demonstrate long jump phases on the field"
5,Athletics- Field events (High jump),"By the end of the lesson, pupils should be able to: 1. demonstrate jumping activities, e.g. jump and reach, jump and touch, jumping on the spot 2. discuss the concept of long jump. 3. list basic phases in high jump events (approach run, take-off, flight, landing, recovery 4. demonstrate long high phases on the field"
6,Volleyball game,"By the end of the lesson, pupils should be able to: 1. mention different ball games 2. differentiate between facilities and equipment in volleyball games 3. demonstrates basic skills in volleyball game 4. investigate the advantages playing volleyball game 5. recommend the safety measure in playing volleyball game"
7,MID TERM BREAK,
8,Personnal Healthcare,"lesson, pupils should be able to: 1. Identify materials needed for personal health care 2. explain meaning of personal health care 3. justify the importance of personal health care 4. compare between clean teeth and dirty teeth 5. investigate the causes, and prevention of dental problems"
9,Basketball Game,"By the end of the lesson, pupils should be able to: 1. differentiate beNveen facilities and equipment in basketball games 2. demonstrates basic skills in basketball game 3. investigate the advantages playing basketball game 4. recommend the safety measure in playing basketball game"
10,Fooball game,"By the end of the lesson, pupils should be able to: 1. compare between facilities and equipment in football and other ball games 2. demonstrates basic skills in football game 3. investigate the advantages playing football game 4. recommend the safety measure in playing football game"
11,Revision,
12,REVISION,
13,EXAMINATION,
