0,1,2
,CLASS,Primary/Basic 4
,SUBJECT,Yoruba
,TERM,Second Term
WEEK,TOPICS,Learning Objectives
1Ede,Idanwo ranpe fun ibeere Saa Keji,Idanrawo Ranpe fun ibere såå keji i. Äwon akekoo mu gbogbo åwon ékö ti won ti ko ni såå ti o kojå wa Si iranti won
Asa,"Atünyewo ise saa kiini lori ede, asa ati litireso.","Ni opin idanilekoo, awon akekoo yoo le:: i.rånti åwon eko ateyinwa ii. jiroro lori ohun ti o ye won ninu eko éteyinwa iii. beeré ohun ti ko ye won iv. dåhün ibééré Iori åkori eko"
Lit,"Atünyewo ise saa kiini lori ede, asa ati litireso.","Ni opin idanilekoo, awon akekoo yoo le: i.rånti åwon eko ateyinwa ii. jiroro lori ohun ti o ye won ninu eko éteyinwa iii. beeré ohun ti ko ye won iv. dåhün ibééré Iori åkori eko"
2Ede,Oro ati idakeji,"Ni opin idanilekoo, awon akekoo yoo le: i. so Itumö oro åti idåkeji ii. salaye bi Idakeji oro sen wåyé ii. Lo oro ati idakeji ni gbolohün kåkåni iv. fa ilå si abé åwon oro tö jé idåkeji sira won."
Asa,Ilu lilu,"Ni opin idanilekoo, awon akekoo yoo le: i. Ki oriki ilu ni soki ii. Darüko orisi Ilu ile Yorubå. iii. Salåyé iwülo ilu lilü lawujo wa"
Lit,Älo pipa,"Ni opin idanilekoo, awon akekoo yoo le: i. Fun alo ni oriki alo tin alo n je ii. Dåruko orisi alo to wa iii. Sålåyé iwülo ålo."
3Ede,Oruko osu nini odün,"Ni opin idanilekoo, awon akekoo yoo le: i. Sålåyé åwon osu to wa ninu odün ii. Daruko åwon oruko osu naa iii. Rånti åwon ohun to se påtåki ninu awon naa iv. Se åmulo oruko naa ledé Yoruba"
Asa,Ilu ati iwulo re,"Ni opin idanilekoo, awon akekoo yoo le: i. Sålåyé åwon ilu ti n alü fün onså köokan ii. Dåråko åwon ti å lü nibi ayeye iii. Jirdrd nipa ijo ati orin ti å ko nibi ilü kökan. iv. So bi a se lé fi soro"
Lit,Ålö Äpagbé,"Ni opin idanilekoo, awon akekoo yoo le: i. Fün ålö åpagbé ni oriki ii. Se äkojo ålo onittan/åpagbé iii. Fa eko ninu ålö köokan yo."
4Ede,Awon ojo ose ni ede Yorüba,"Ni opin idanilekoo, awon akekoo yoo le: i. Dåruko åwon ojo to wa ninu ose. ii. So bi a nsee pe awon ojo wonyi iii. Salåye Idi/itan to ro mo awon ojo wonyi iv. Jiroro nipa igbagbo Yorüba nipa åwon ojo wonyi"
Asa,Orisii ijo ti å n jo si ilu kookan,"Ni opin idanilekoo, awon akekoo yoo le: i. Såpéjuwe bi a fe ri gbowo ijo lati ba ilü mu# ii. Salaye bi a ee Ie gbese låti bå mu iii. Se åpeere kikün Iori bi å se 1o gbö ilu."
Lit,Arofé Kikå,"Ni opin idanilekoo, awon akekoo yoo le: i. Sålåyé kikon nipa oriki arofö ii. so nipa bi a gbohun soke sodo ninu arofo iii. Jiroro nipa koko ti o jeyo ninu arofo."
5Ede,Ona ti an gbe se ibeere,"Ni opin idanilekoo, awon akekoo yoo le: i. Daruko àwon a n gba se ìbeere ii Sàlàyé lekunrerë nipa awon wunren ôsegbere. ii. Se oniruuru apeere èrë a;òbéèrò,"
Asa,Iwulo ilu lilù nilë Yorùba,"Ni opin idanilekoo, awon akekoo yoo le: i. Salaye bi kòkan se ri ni ìrisi ati àpèjuwe ii. Daruko àwon ìlù, iii. Safaye awon ohun ti ari lo ìlù fin. iv. Dahùn àwon ìbéèrò lori eko yi"
Lit,itesìwaju eko Iori arofe gigùn,"Ni opin idanilekoo, awon akekoo yoo le: i Salaye ohun ti arofo je ii. Se akojopo orisi àròfo. iii, Fa àwon koko inu àròfè yo. iv. Ka àròfò jade."
6Ede,Âwon onà ti à n gbà se ìbeere,"Ni opin idanilekoo, awon akekoo yoo le: i. Sàlàyé nipa ìmò àteyìnwé ii. Darüko àwon atôka wunren asebeere. iii. lo awon wunr en atoka asebeere ni gbolohûn."
ASa,iwülo ìlu lilu Iawùjo Yoruba,"Ni opin idanilekoo, awon akekoo yoo le: i. Sàlàyé pataki ilu lilu lawûjo wa ii. Daruko isê ti ilu n se, bi àpeere: Idârayâ, ìtüfò, ogun, iii. Âayé kikün lori awon koko."
Lit,Itan Akonilogbon,"Ni opin idanilekoo, awon akekoo yoo le: i. Salaye awon itan akonilogbon ii. So nipa awon ogbon towa ninu itan iii. Fa awon eko inu itan yo iv. Jiroro nipa awon koko inu itan"
7,Idanwo ranpe Ibewo / Isinmi ìdajì saa,Idanwo ranpe Ibewo / Isinmi ìdajì saa
8Ede,Akanlo Ede,"Ni opin idanilekoo, awon akekoo yoo le: i. Fun akanlo ede ni oriki ii. Se atoju akalo ede iii. Wa itumo si awon akanlo ede iv. Lo awon akalo ede ni gbolohun v. Salaye iwulo akanlo ede"
Asa,Aso wiwo laarin okünrin,"Ni opin idanilekoo, awon akekoo yoo le: i. Salaye/daruko awon aso wiwo laarin okunrin. ii. Pin aso si Isori mejl: iwole ati imurode iii. Jiroro nipa iyatö låårin aso iwole ati imurode iv. Rånti påtåki aso wiwö. v. Dahun Ibeere Iori ekö"
Lit,Äröfo Iori iwå rere,"Ni opin idanilekoo, awon akekoo yoo le: i. Salaye ki ni iwå rere."
9Ede,Itesiwéjü ninå oro åti idäkeji,"Ni opin idanilekoo, awon akekoo yoo le: i. Salaye Imö ati ateyinwa ii. Se åkojo orö ati idåkeji won iii, Lo åwon oro wonyi ni gbolohun. iv. So itumo åwon oro naa."
Asa,Oruko Abiso,"Ni opin idanilekoo, awon akekoo yoo le: i. So itumo oriki oruko abiso ii. Se akijopo oriki abiso iii. Salaye okookan oriki abiso iv. jiroro nipa pataki oriki abiso"
Lit,Iwe kika Akaye,"Ni opin idanilekoo, awon akekoo yoo le: i. Ka iwe literaso yi fun ran won ni iyara ikawe fun etigbo awon elegoo ati elegbe won ii. Salaye awon koko ti ibi ti won ka da lori iii. Wa itumo si awon oro tuntun ti o suyo nibi ti wan ka iv. Dahun ibeere lori ibi ti won ka naa"
10Ede,Aroso Akotan tabi oniroyin,"Ni opin idanilekoo, awon akekoo yoo le: i. Fun owe ni oriki ii. Daruko orisirisi owe to wa iii. Se atikoju awon owe iv. Salaye ohun tin alo owe fun"
Asa,Imura löde-öni,"Ni opin idanilekoo, awon akekoo yoo le: i. Salaye onå imura låyé ode-oni ii. Dåruko åwon orisirisi aso ode-oni. Bi åpeere Seeti, Gåün. iii. Äfiwé aso åtijö åti ode-oni iv. Wiwa onå åbéyo si isoro aso wiwo Iode oni"
Lit,Alo Apamö,"Ni opin idanilekoo, awon akekoo yoo le: i. Sålåyé nipa ålö apamo. ii. Se åkpjo alo apamo iii. Jiroro nipa koko in ålö åpamo. iv. So iwülo ålo apamo. v. Dåhun ibéeré ti o je"
11,"Agbeyewo ise saa keji Iori Edé, Äså ati Litirésö Yorübå","Agbeyewo ise saa keji Iori Edé, Äså ati Litirésö Yorübå"
12,"Agbeyewo ise saa keji Iori Edé, Äså ati Litirésö Yorübå","Agbeyewo ise saa keji Iori Edé, Äså ati Litirésö Yorübå"
13,Idänwd såå keji,Idänwo såå keji
