0,1,2
,CLASS,Primary/Basic 3
,SUBJECT,Social Studies
,TERM,Second Term
WEEK,TOPICS,Learning Objectives
1,Revision of First Terms Work,
2,Meaning of Drug Abuse,Pupil should be able to; i. Define drug and drug abuse ii. List examples of drugs that can be abused iii. Mention the right people to administer drug
3,Ways of knowing someone who has abuse drugs,Pupils should be able to: i. identify people who abuse drugs ii. Mention symptoms of taking excess drugs iii. Explain importance of taken right dosage of drugs
4,Effects of Drug Abuse,Pupils should be able to: i. State effects of drug abuse ii. Explain methods of abusing drugs (e.g. smoking cigarette) iii. Identify drugs that should be taken with strict supervision of medical personnel or parents or guardian
5,Ways of helping people who has abused drugs,Pupils should be able to: i. Mention ways of helping people who abuse drugs ii. Explain signs of identifying people who abuse drugs iii. Discuss the appropriate authority to report to incase of drug abuse
6,Meaning of illness,"Pupils should be able to: i. Explain the meaning of illness ii. List major causes of common illness in our society iii. Mention examples of common illness in our community(Malaria, Typhoid, diarrhea, dysentery etc)"
7,MID-TERM BREAK,MID-TERM BREAK
8,Common illness in the community,Pupils should be able to: i. Identify common illness in our community. ii. State preventive measures against common illness in our community iii. Mention importance of living in a clean envimnment
9,Symptoms of common illnesses in the community,"Pupils should be able to: i. Mention the symptoms of common illnesses in our community such as (malaria, typhoid) ii. Explain immunization as a means o preventing some illnesses iii. Discuss importance of sanitation"
10,Causes of common illness: Dysentery,Pupils should be able to: 1. Identify causes of common illness such as dysentery etc in our community
11,Prevention of common diseases,Pupils should be able to: i. Mention ways of preventing common illness in the society ii. List ways of providing good hygiene to prevent common illness in our community
12,,REVISION
13,EXAMINATION,
