0,1,2
,CLASS,Primary/Basic 4
,SUBJECT,Basic Science
,TERM,Second Term
WEEK,TOPICS,Learning Objectives
1,Rediness Test/ Revision Test for First Term Work,
2,SOIL -Meaning of soil -Types of soil -Soil Constituent – Uses of soil,"By the end of the lesson, pupils should be able to: i. explain the meaning of soil ii. classify different types of soil iii. generate soil constituent iv. explain the importance of soil, agriculture, building etc"
3,SOIL(II) GROWING OF PLANTS -Soil preparation -Planting and nurturing of plants,"By the end of the lesson, pupils should be able to: i. explain soil preparation ii. explainhow plants are planted and nurtured"
4,SOIL (Il): GROWING OF PLANTS -Plant preparation. -Planting and nurturing of plants.,"By the end of the lesson, pupils should be able to: i. explain soil preparation; ii. write how crops are planted and nurtured."
5,"MIXTURE -Definition of mixture -Examples of common mixtures: cereal and milk, flour and butter. cream and sugar, coffee and cream, and tea. -Examples of other mixtures: Dirt and water, sand, water and gravel, smoke and fog. -Reason for mixtures: fomation of new things and materials","By the end of the lesson, pupils should be able to: i. explain the meaning of mixture; ii. enumerate examples of common mixtures; iii. discuss other examples of mixtures, iv. Explain how mixtures form new things and materials."
6,TECHNOLOGY(I) -Definition of technology -Importance of technology,"By the end of the lesson, pupils should be able to: i. State the meaning of technology; ii. Write out the importance of technology"
7,MID TERM BREAK,MID TERM BREAK
8,TECHNOLOGY(II) Products of technology,"By the end of the lesson, pupils should be able to: i. mention and identify the products of technology; ii. draw some products of technology; iii. give examples of some inventors and the technology they invented."
9,MEASUREMENT (MEASURING LIQUIDS). -Materials for measuring liquids. -Metric units for measuring liquids: mm -Measurin the volume off uids. -improvise a measuring cylinde,"By the end of the lesson, pupils should be able to i. identify materials for measuring liquids; ii. enumerate the metnc units of volume; iii. measure liquids accurately; iv. improvise a measunng cylinder with estimated scales for volumes in metric units."
10,MEASUREMENT (MEASURING SOLIDS AND TIME) Matenals for measuring solids and time. -Metric units for measuring solids and time -Measuring solids and time.,"By the end of the lesson, pupils should be able to: i. identify materials for measuring solids and time; ii. state the metric units of weight and time; iii. measure solids and time accurately;"
11,"SHAPE CONSRUCTION WITH PAPER(I) -Concept of shape construction -Materials for shape construction. (paper, metal and wood) Construction of shapes using paper","By the end ofthe lesson, pupils should be able to: i. explain the meaning of shape construction; ii. write out the materials used for shape construction: iii. construct shapes using paper."
12,REVISION,REVISION
13,EXAMINATION,EXAMINATION
