0,1,2
,CLASS,Primary/Basic 6
,SUBJECT,Yoruba
,TERM,Third Term
WEEK,TOPICS,Learning Objectives
1,Idanwo Ranpe fun såå tuntun,"Ni opin idanilekoo, åwon akéköö yoo le: -mu gbogbo åwon eko ti won ti kö ni saa ti o koja wå si Iranti."
2Ede,Onka Yoruba,"Ni opin idanilekoo, åwon akéköö yoo le: i. Salaye bi a se lé se aropo onka Yorübå ii. sayokuro onka iii. ménuba påtåki iv. dåhün ibééré lori eko yii"
Asa,Oge sise laarin okunrin laye atijo,"Ni opin idanilekoo, åwon akéköö yoo le: i. Salaye kini oge sise ii. Sapejuwe oge sise awon okunrin laye atijo iii. Daruko orisirisi ona ti awon okunrin n gba se oge laye atijo iv. Menu ba iyato to ti de baa laye ode oni v. dahun ibeere lori eko yi"
Lit,Sisa åwon oro titun yo ninü iwé kikå Ijoba fowosi,"Ni opin idanilekoo, åwon akéköö yoo le: i. Ka we naå ni åkåjé ii. Won yoo le fun awon orö ti won ka pe daa däa tåbi ti won ko mo itumo won yi iii. Sälåyé åwon örö wonyi lokoökan iv. dahun Ibeere lori eko yii"
3Ede,Dida oro ise mo ninu gbolohun,"Ni opin idanilekoo, åwon akéköö yoo le: i. Sålåyé ki ni örö ii. Da oro ise mo ninu gbolohün iii. Sålåyé ise ti öro ise n se ninu gboldhun iv. dåhün ibééré Iori eko"
Asa,Anfaani ati Åléébu to wa ninu eré Idaraya,"Ni opin idanilekoo, åwon akéköö yoo le: i. Sålåyé ohun ti eré Idårayå je ii. Dåruko orisirisi eré Idårayå ati bi a se see iii. Salaye anfaani ati aleebu awon ere wonyi iv. dahun Ibeere lori eko yii"
Lit,Itan siso ati fifa åwon owe yo ninu itån nåå,"Ni opin idanilekoo, åwon akéköö yoo le: i. Wå orisirisi ltån alådün låti so ii. Fa owe inu åwon ltån kookan yo pelu eko to n kowa iii. Salaye awon owe wonyi iv. dåhün ibééré lori eko yii"
4Ede,Sllébu Édé Yorubå pinpin oro si silebu,"Ni opin idanilekoo, åwon akéköö yoo le: i. tun silebu ni oriki ii. sâlâyó orisi silebu to wa iii. pin oro si silebu iv. dahun Ibeere lori eko"
Asa,"łdana ni ile Yoruba ati awon eroja îdaana bii – oyin, atare, Óbi, ișu, owo, orogbo, așo, apoti așo.","Ni opin idanilekoo, åwon akéköö yoo le: i. salaye nipa așa idana ii. dăruko âwon ohun elo Idana iii. sâlâye bi a șe n fi okookan won sadura iv. męnu ba pâtâki łdana ati âwon ohun elo ‘Idâna v. dăhun Ibeere lori eko"
Lit,Âgbeyewo âwon itân wuru pęlu âtupalę,"Ni opin idanilekoo, åwon akéköö yoo le: i. da ltan wuuru mo gegebi okan lara arisa åkåyé ii. ka orisirisi ltån wuru ni åkå gbådün iii. salåyé llånå ti a måa ri låti dåhün åkåyé onitån wuuru iv. åkåyé onitån wuru v. dåhun ibééré Iori eko"
5Ede,Ätunyö ewo awon isori girama Apeere -örö oruko -örö Ise -örö Aropo -OrukQ -oro eyån,"Ni opin idanilekoo, åwon akéköö yoo le: i. sålåyé åwon isori giråmå wönyi – oro oruko, oro ise, åti öro aropo oruko ii. se åpeere orisirisi åwon Isori girama wonyi iii. då won mo ninu gbolohün iv. Io won ni gbolohün kikun v. dahun Ibeere Iori eko"
Asa,Ägbéyewo isedale ati itankale äti åwon omo Yorubå,"Ni opin idanilekoo, åwon akéköö yoo le: i. Jiroro nipa imo åteyinwa ii. Sålåyé Iori isedale äti iatnkale omo Yoruba iii. Soro Iori ibi ti iran Yorubå ti åti ibi ti won tan kå dé iv.Da åwon ati eyå Yorubå mö. v. Ménuba iyåtö tö wä låårin eka’eyå Yorubå an si ikeji."
Lit,Awon ounje abinibi ile Yoruba,"Ni opin idanilekoo, åwon akéköö yoo le: i. Daruko awon ounje abinibi ile yoruba ii. Sapejuwe bi a tin se okookan ounje wonyi iii. Salaye pataki awon ounje wonyi iv. Dahun ibeere lori eko yii"
6Ede,Agbeyewo Iori konsonåti Yorüba,"Ni opin idanilekoo, åwon akéköö yoo le: i. Fun Iro ede ni oriki kikün ii. Dåruko orisirisi ro ede ti owa iii. Ka iro fåwefi åti konsonånti iv. Lo iro mejeeji låti pe örö fide v. dåhün ibeere Iori"
Asa,Ägbéyéwo Eré Idårayå: Älö Äpamö iti Äpagbe,"Ni opin idanilekoo, åwon akéköö yoo le: i. Sålåyé itumö alo ii. Menuba isori ålö iii. Jiroro nipa iwulo alo iv. Dahun Ibeere lori eko yii."
Lit,Ägbéyéwo åwon itån wuru pelu itunpale,"Ni opin idanilekoo, åwon akéköö yoo le: i. da itån wuuru mo gégé bi okan léra årisa åkåyé ii. ka orisirisi itån wuru ni åkå gbådün iii. salaye Ilana ti a måa n tele lati dåhün åkåyé onitån wuuru iv. åkåye’ onitån wuru v. dåhün lbeere Iori eko yii"
7,Idanwo Saa keta Ibewo åwon obi Isinmi idaji såå keta,Idanwo Saa keta Ibewo åwon obi Isinmi idaji såå keta
8Ede,Agbeyewo iro ohun Ohun oke Ohun isale Ohun alaarin,"Ni opin idanilekoo, åwon akéköö yoo le: i. Salaye ni kikun itumo iro ohun ii. Daruko orisirisi iro ohun ti owa ninu ede Yoruba iii. Da awon ami ohun to wa lori oro pe iv. Fi awon ami to ye sori oro kookan v. Salaye pataki ati iwulo ami ohun"
Asa,Oruko awon oba Alade,"Ni opin idanilekoo, åwon akéköö yoo le: i. Daruko awon oba alade ile Yoruba ati ilu ti won tedo si ii. Se apejuwe okookan awon oba wonyi iii. Daruko oruko oye oba ilu kookan B.a, Ooni ti Ile Ife, Alaafin to ilu Oyo, abbi iv. Dahun ibeere lori eko yii"
Lit,Agbeyewo awon owe onitan,"Ni opin idanilekoo, åwon akéköö yoo le: i. Salaye itumo owe onitan ii. Toka si awon owe onitan iii. Menuba iwulo åwon owe onitån iv. Dåhün ibéere Iori eko"
9Ede,Atunyewo oro eya ninu gbolohun ede Yoruba,"Ni opin idanilekoo, åwon akéköö yoo le: i. Fa örö eyån yo ninu gbolohun ii. Salåyé ise ti oro eyan n se ninu gbolohun iii. Lo oro eyån ninü gbolohün ni kikån iv. Dahun Ibeere to jeyo ni abala yi."
Asa,Asa araraenilowo,"Ni opin idanilekoo, åwon akéköö yoo le: i. Sålåyé itumo åså Iranraenilowo ii. Dåruko orisi asa iraraenilowo iii. Ménuba iwulo åti pataki aså Iranraenilowo iv. Dahun Ibeere Iori eko yii."
Lit,Agbeyewo awon ewi alohun to wå fun ayeye nile Yorubå,"Ni opin idanilekoo, åwon akéköö yoo le: i. Fun ewi alohün ni Oriki ii. Sålåyé åbudå ewi alohun iii. Dâruko orisii ewì alohùn laàrin àwon Yorûbi b.a. lyèrè Ifa, Orikì Orilè, Sàngo pipè, abbi."
10Ede,Âtunyèwo èkô Ior oro aponle ati oro atokan,"Ni opin idanilekoo, åwon akéköö yoo le: i. Jiroro nipa oro aponle ati oro atokun ii. Se kikun nipa iwa omoluabi iii. Se apejuwe oro aponle ati oro atokun"
Asa,Âtunyèwo èkô Iori iwa omoluabi ati ojuse eni gege bi obi ati olori ilu,"Ni opin idanilekoo, åwon akéköö yoo le: i. Jiròrò nipa ìmo àleyinwa’ ii. Sàlàyé kikün nipa iwà omolüàbi iii. toka si ojuse òbi Iori omo àti ojüse olori ilu"
Lit,Âgbéyewo àwon orin ayeye ìgbéyàwo àti isomoloruko,"Ni opin idanilekoo, åwon akéköö yoo le: i. Se àkojo àwon orin ayeye Ìgbéyàwo ii. Se åkojo åwon orin isomoloruko iii. Ménuba påtåki awon orin wonyi iv. Dåhun Ibeere Iori eko"
11Ede,Atunyewo eko lori leta kiko,"Ni opin idanilekoo, åwon akéköö yoo le: i. Rånti imö åteyinwa lori eko yii ii. Sålåyé orisii leta to wa iii. Soro nipa Ilana leta kökan iv. Såpéjuwe bi a n ko leta kookan v. Dahün ibééré ni abala ‘ekö yii."
Asa,"Ätünyewd orüko nile Yorübå. Orüko åbiso, amutorunwå åti Inagije","Ni opin idanilekoo, åwon akéköö yoo le: i. Se alaye kikun lori oruko kookan ii. Se åkojo åwon orüko köökan gege åpeere iii. Se iyåtö låarin orüko wonyi iv. ménuba påtåki Idi ti Yorübå fi je oruko naa v. Dahun awon ibeere tö jeyo"
Lit,Ätånyéwo eko lori awon eda itån ninu litereso ti ijoba yån,"Ni opin idanilekoo, åwon akéköö yoo le: i. Jirorö nipa imö ateyinwå ii. Daruko åwon eda itan kookan iii. Sålåyé ipa ti ököökan ko iv. Dahun Ibeere ti o jeyo."
12,"Atunyewo eko Iori ise saå yii ninü Édé, Äså åti litirésö","Atunyewo eko Iori ise saå yii ninü Édé, Äså åti litirésö"
13,Idanwo saa Keta,Idanwo saa Keta
