0,1,2
,LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS.,LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS.
,Basic Science & Technology Scheme of Work for Primary/Basic 1,Basic Science & Technology Scheme of Work for Primary/Basic 1
,CLASS,Primary/Basic 1
,SUBJECT,Basic Science & Technology
,TERM,First Term
WEEK,TOPICS,Learning Objectives
1(Basic Science),LIVING THINGS -Meaning of living things x thing things in the school environment. -Living things in the school environment.,"By the end of the lesson„ pupils should be able to: i. Explain living things as things that have can bmathe, cat, move, reproduce etc.; ii. analyse examples of living thing; iii. Identify living things in school environment."
1-2(IT),BASIC COMPUTER -What is a computer. – Use of computer in a society.,By the end ofthe lesson„ pupils should be able to: i. Define a computer ii. outline the use of the computer in various aspect of the society.
(PHE),Movement: Movement of our body part.,"By the end of the lesson, pupils sould be able to i. Demostate correct patern in movement e.g leaping, hopping, running, stepping etc. ii. perform basic manipulative movement e.g catching of objects, throwing of objects, striking of objects. iii. Identify the safety rules in walking, kicking, pushing, jogging etc."
2(Basic Science),LIVING THINGS II,"By the end of the lesson. pupils be able to: i. explain things that are living things, ii. mention living things at home. ii. evaluate characteristics of living things at home;"
(PHE),Moving our body parts,"By the end of the lesson. pupils should be able to; i. Describe the correct patterns of movement e.g leaping, hopping, running, stepping etc. ii. Demonstrate different patterns of movement. Leaping, hopping, running, stepping. iii. state the basic pattern in movement."
3 (Basic Science),NON-LIVING THINGS -Meaning of non-living things -Non-living things in the classroom. -Non-livimg things at home.,"By the end of the lesson. pupils should be able to; i. describe non-living things as things that has no life: they do not breath, move, eat or reproduce; ii. mention examples of non-living things in the school; iii. identify non-living things at home; iv. analyze the reason non living things at home and in school cannot eat, breath, reproduce or move."
3-4(IT),PART OF THE COMPUTER -Description of part of the computer,By the end of the lesson. pupils should be able to; i. recognize and name the various part of the computer.
(PHE),MOVEMENT:(Throwing),"By the end of the lesson. pupils should be able to; i. demostrate the throwing of an object correctly; ii. identify the safety rules of throwing of objects,e.g balls"
4(Basic Science),ENERGY I: Meaning and uses of energy.,By the end of the lesson. pupils should be able to; i. explain the meaning of energy; ii. list things energy can be used for; iii. describe types of energy.
(PHE),Movement Catching,"By the end of the lessson, pupils should be able to: i. Describe the monitor and mouse. ii. Outline the functions of monitor and mouse."
5(Basic Science),Energy Il Sources of energy;,"By the end of the lessson, pupils should be able to: i.Explain energy, ii.List the source of energy; iii. explain the uses energy."
5-6(IT),Parts of a computer -Monitor -Mouse,"By the end of the lessson, pupils should be able to: i. Describe the monitor and mouse. ii. Outline the functions of monitor and mouse."
(PHE),Safety,"By the end ofthe lesson pupils shouldbe able to; i. explain safety rules in movement ii. describe basic rules in manipulative movement eg. catching, throwing and striking. iii. identify the rules on playground."
6(Basic Science),Energy III Energy Transformation,By the end of the lesson„ pupils should be able to: I. explain energy transformation; ii. analyse examples of energy transformation; iii. demonstrate how to transfer energy: iv. appraise enery transformations in their daily acüvities.
(PHE),Sport and Game Athletics,By the end of the lesson pupils should be able to; i. explain the meaning of athletics; ii. describe short distance races athletics; iii. demonstrate concept of short distance races in athletics 50m dash; iv. state the health benefits of short distance races (running).
7,CONTINUOUS ASSESSMENT MID TERM BREAK,CONTINUOUS ASSESSMENT MID TERM BREAK
8(Basic Science),Energy IV -Light energy sources; -Natural sources of light; -Artificial sources of light.,By the end of the lesson pupils should be able to; i. explain the meaning of light; ii. discuss the natural sources of light; iii. analyse artificial sources of light iv. assess the importance of artificial and natural light in their environment.
(IT),KEYBOARD,By the end of the lesson pupils should be able to; i.Outline the basic functions of the keyboard. ii.Recognize the major keys on the keyboard.
(PHE),Sports and Games Athletics,By the end of the lesson pupils should be able to; i. state the type of long distance race; ii. demonstrate long distance race; iii. describe the basic activity in long distance race; iv. identify the safety rule in a long distance race.
9(Basic Science),Water -Meaning -Sources,By the end of the lesson pupils should be able to; i. define the word water; ii. describe water; iii. distinguish between water and other liquids.
(PHE),Athletics Jump,By the end of the lesson pupils should be able to; i. Difine simple jumps ii. perform simple athletic activities iii. state the safety rules in jumping.
10(Basic Science),Water -Uses of Water,"By the end of the lesson pupils should be able to; i. identify the composition of water; ii. describe the properties of water; iii. mention the uses of water to living things; plants, animals etc."
(IT),CPU,By the end of the lesson pupils should be able to; i. describe the functions of CPU.
(PHE),REVISION,REVISION
11,REVISION,REVISION
12,EXAMINATION,EXAMINATION
