0,1,2
"LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLSYoruba Scheme of Work for Primary/Basic 4 CLASSPrimary/Basic 4 SUBJECTYoruba TERMFirst TermWEEKTOPICSLearning Objectives1Idånwö rånpe fun Ibere Såå tuntunIdånwö rånpe fun Ibere Såå tuntun1EdeÖnkå åtisorö YorübåNi opin idanilokoo, awon akekoo yoo le i. Salaye iye féresé to wå ninu yårå ikåwé ii. So itumo onka ati ati isoro lede Yorübå iii. Ka onka lati 0okan fifi dé ogoji.AsaIwa OmoluabiNi opin idanilokoo, awon akekoo yoo le i. Sålåyé iwå omoluabi B.a. ‘lbåwi, ikinni, igbowofagba, siso otito, hihu iwa pele abi ii. Kiko orin iwå omoluabi kan Bi åpeere: Je Omo Rere- ii. Dåruko åwon iwå ibåje låwüjo, bi 0le jija, iro pipa, iwå ijinigbe, Ipaniyan, iwå jägiijägan, abbi.LitKika Iwe Itan Aroso: Ayänfe omo ôrukän.Ni opin idanilokoo, awon akekoo yoo le i. ka iwe literaso ni akagbadun ii. Fa äwon kóko inú itan náä yo iii. Säläyé äwon iwä ědě inú’iwé na.2EdeApeko Pipe oro oniisilébů méji, méta, m’erin äti márůnúnNi opin idanilokoo, awon akekoo yoo le i. Ka äwon oro apeko tó wä Iójú pátákó ikowe ti äpeere: oro onisillebu méji, m’eta, meran abbi. ii. pin si owoowo lati sagbeyewo awon oro apeko iii. Ko oro onisilebu merin ati márůn-únAsaEko äti sise ilé láwůjo YorůbáNi opin idanilokoo, awon akekoo yoo le i. Dárúko orisi ise ilé sise n’ilě Yorůbá. B.a: aso fifo, ile gbigbá, ata lilo, abbi. ii. Säläyé äwon onä ti ä ó gbä se ämúlö’eko ile, bi ikini, ibowo fâgba, ltoJu ile, abbi. iii. Se ere onîse kekere ti Ó sâfihăn eko-ile.LitKlka’iwe Lîtireso ti ijoba yanNi opin idanilokoo, awon akekoo yoo le: i. Fa âwon koko oro tó suyo ninu itan na. ii. Sâlăye âwon ti o wâ nînó ăwon literaso alohunwon yî (B.a isinję, imura idan pâpa)3EdeAmi ldamo n’inó girama (Apă kinni)Ni opin idanilokoo, awon akekoo yoo le: i. Salaye itumo âti idamo ninu giramâ ii. Dăruko orisi ămi idamo ati łwulo okookan won b.a. Ami idânudóró(.) Amii Iyanu (!), âmi ibeere(?) âmi Semi Koloonu(;) âmi kolonu(:) ami akamo onigun, ammi akamo oroto abi.AsaAså’igbéyåwo n’ile YorübåNi opin idanilokoo, awon akekoo yoo le: i. Sålåyé’itumo igbéyåwo nile Yorübå ii. Dåruko orisi igbéyåwo ti owå (b.a. ‘igbéyåwö ibile, sosi, masalaasi ati koöti) iii. Salaye awon igbése ti o wåyé ninu igbéyåwo. bi åpeere: ifojusode, Ijohen, itooro abbi.LitKika iwe Aroso: Ayanfe Omo Örukån.Ni opin idanilokoo, awon akekoo yoo le: i. Ka iwé litiréso ni åkågbådun ii. Fa åwon koko inu itån nåå yo iii. Salaye awon iwå ödé inu iwe nåå.4EdeIfesiwaju nipa Armi idamo ninü g’iråmåNi opin idanilokoo, awon akekoo yoo le: i. Sålåyé årmi’idåmo ninu giramå åpeere ii. Ami åyolo komå oloke onibeji(” “), ami aopo (-), ami akamo(). ii. ohka si awon ami to se pataki ti won ma n gbeyin oro ninu gbolohun iii. se idamo won ninu gbolohun nipa sise awon ise won yiAsaAnfani iwa omoluabi ninu ile ati awujoNi opin idanilokoo, awon akekoo yoo le i. se ere nise to gbe iwa omoluabi han ii. won ko orin to jemo iwa omoluabi iii. piran si owoowo lati salaye anfaani iwa omoluabi iv. toka si ihuwasi akeeko to safihan iwa omoluabiLitEya LiterasoNi opin idanilokoo, awon akekoo yoo le i. salaye ohun ti literaso je ii. daruko orisi eya lireraso lede yoruba iii. salaye pataki awon eya awon literaso won yi5EdeOhka ati Isiro Yoruba låti ogoji – ogorun-unNi opin idanilokoo, awon akekoo yoo le i.Ka onka lati ogoji dé ogorün-un ii.Töka bl onka se ri lé ati din. iii. Ka iye åga ijoko ni kilååslAsaIgbéyåwo åti åwon ohun idånaNi opin idanilokoo, awon akekoo yoo le: i. Salåyé pataki ohun Idåna nibi Igbéyåwo ii. Daruko orisi awon ohun idana bi isu, obim ataare, orobi abi. iii. salaye ihulo awon ohun idana nibi igbeyawoLitItesiwaju lori ohu ti literaso jeNi opin idanilokoo, awon akekoo yoo le i. Se alaye kikun nipa eya literaso yoruba ii. daruko ona ti wan pin si -Alohun ati apileko: Alohun pin si ewi, ere onise ati itan aroso -Literaso apinleko pin si: Itan aroso oloro geere, ewi apileko, ere onitan apileko6EdeIsori oro lede yorubaNi opin idanilokoo, awon akekoo yoo le: i. fun isori oro ni oriki ii. daruko isori oro lede yoruba Bi apere: oro oruko, oro ise, oro apejuwe, oro aponle. iii. salaye ipaa ti okookan ko ati iwulo wan ninu gbolohun ede yorubaAsaIwulo eko-ile ati ise eleNi opin idanilokoo, awon akekoo yoo le i. Jirorö nipa åwon ise ilé ii. såläyé påtåki ikini åti iböwofågbå Iéwüjo iii. Dåruko åwon önå ti a n lo lati toju ayika wa.LitKika Iwé ewi ipilekoNi opin idanilokoo, awon akekoo yoo le: i. Da ka Iwé nåå fun ra won ni Iyårå ikéköö ii. sålåyé åwon åså åti ise Yorubå ti o suyo ninü Iwe litirese åpileko7Idanwo ranpe Ibewo / Isinmi ìdajì saaIdanwo ranpe Ibewo / Isinmi ìdajì saa8EdeAroko kikoNi opin idanilokoo, awon akekoo yoo le: i.So oriki àroko ii.Salaye llanà àti ogbôn ti a n ta fun àròko kiko iii.So orisirisi aroko ti o wa. Bi àpeere, àròko alapèjuwe, oniròyìn, alalàyé, abbl.AsaIwà Omoluàbi (Ere ti o fi ìwa omoluàbi hàn)Ni opin idanilokoo, awon akekoo yoo le: i.Sàpejuwe ìwà omoluabi ii. Se àrojinle lor;i ìwà omoluàbi iii. Se ere onise to da Iori ìwa omoluabi lawujoLitKika ewi ÄpilekQ. OBINRIN NI MINi opin idanilokoo, awon akekoo yoo le i. Ka/ko ewi to da Iori oblnrin ii. så!åyé påtåki obinrin Iåwujo9EdeArokq Asapejuwe Oünje ti mo férånNi opin idanilokoo, awon akekoo yoo le i. sålåyé iru årokö ti a n pe ni aroko asapejuwe ii. Jiroro nipa åwon ohun iii. Ko aroko asapéjuwe lori ori ti won yanAsaAfiwé Igbéyawo ibile åti Igbéyäwö söösi åti massalasiNi opin idanilekoo, awon akekoo yoo le i. Jiroro nipa ijora laarin igbeyawo ibile åti Igbéyäwö söösi åti massalasi ii. salaye ipa awon igbeyawo yi lawujo iii. tooka si iyato laarin igbeyawo ibile, söösi åti massalasi iv. salaye ipa awon igbeyewo yii lawujoLit Kika ewi apileko ti ijobâ yânNi opin idanilekoo, awon akekoo yoo le i. Le ka itân inu iwe naa ii. Tumo âwon oro ti o ta köko. iii. Jıroro nıpa âwon onâ-ede iv. Dâhûn âwon ıbeere ti o’ jeyo10EdeÂpeko – oro Onİsilebu merin, mârun-un atimefaNi opin idanilekoo, awon akekoo yoo le: i. Ko âwon oro onısılebu marun, rrıârün lâti ojü pâtâko İkowe ii. Ko apeko awon oro ti oluko pe fün won. Bı apeere:: Aânu, Adeboye, Kâbiyâsi, Ajântaâla, Arİkuyerİ, abbi.AsaÄfiwé Igbéyåwo kootü, soosi ati MåsalaasiNi opin idanilekoo, awon akekoo yoo le: i. Sålåyé kikin nipa påtåki Igbéyåwö Köotu, soosi ati Måsalaasi ii. Dåruko ilåna to rö må Igbéyåwo yi iii. Jirörö nipa Iyåtö Iåårin åwon Igbéyawo nåa.LitEwi apileko lori eniyän ni mlNi opin idanilekoo, awon akekoo yoo le: i.Sålåyé kikin nipa ohun ti éniyån ii. Ko orin enikéni ti ba’ nipa fe Irånlöwö fun’ ii. Dahun Ibeere ni abala yii.11Atunyewo awon ise Saå yiAtunyewo awon ise Saå yi12lgbâradi fün İdânwo saâ kinilgbâradi fün İdânwo saâ kini13Idanwo saa kin-ın-niIdanwo saa kin-ın-ni","LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLSYoruba Scheme of Work for Primary/Basic 4 CLASSPrimary/Basic 4 SUBJECTYoruba TERMFirst TermWEEKTOPICSLearning Objectives1Idånwö rånpe fun Ibere Såå tuntunIdånwö rånpe fun Ibere Såå tuntun1EdeÖnkå åtisorö YorübåNi opin idanilokoo, awon akekoo yoo le i. Salaye iye féresé to wå ninu yårå ikåwé ii. So itumo onka ati ati isoro lede Yorübå iii. Ka onka lati 0okan fifi dé ogoji.AsaIwa OmoluabiNi opin idanilokoo, awon akekoo yoo le i. Sålåyé iwå omoluabi B.a. ‘lbåwi, ikinni, igbowofagba, siso otito, hihu iwa pele abi ii. Kiko orin iwå omoluabi kan Bi åpeere: Je Omo Rere- ii. Dåruko åwon iwå ibåje låwüjo, bi 0le jija, iro pipa, iwå ijinigbe, Ipaniyan, iwå jägiijägan, abbi.LitKika Iwe Itan Aroso: Ayänfe omo ôrukän.Ni opin idanilokoo, awon akekoo yoo le i. ka iwe literaso ni akagbadun ii. Fa äwon kóko inú itan náä yo iii. Säläyé äwon iwä ědě inú’iwé na.2EdeApeko Pipe oro oniisilébů méji, méta, m’erin äti márůnúnNi opin idanilokoo, awon akekoo yoo le i. Ka äwon oro apeko tó wä Iójú pátákó ikowe ti äpeere: oro onisillebu méji, m’eta, meran abbi. ii. pin si owoowo lati sagbeyewo awon oro apeko iii. Ko oro onisilebu merin ati márůn-únAsaEko äti sise ilé láwůjo YorůbáNi opin idanilokoo, awon akekoo yoo le i. Dárúko orisi ise ilé sise n’ilě Yorůbá. B.a: aso fifo, ile gbigbá, ata lilo, abbi. ii. Säläyé äwon onä ti ä ó gbä se ämúlö’eko ile, bi ikini, ibowo fâgba, ltoJu ile, abbi. iii. Se ere onîse kekere ti Ó sâfihăn eko-ile.LitKlka’iwe Lîtireso ti ijoba yanNi opin idanilokoo, awon akekoo yoo le: i. Fa âwon koko oro tó suyo ninu itan na. ii. Sâlăye âwon ti o wâ nînó ăwon literaso alohunwon yî (B.a isinję, imura idan pâpa)3EdeAmi ldamo n’inó girama (Apă kinni)Ni opin idanilokoo, awon akekoo yoo le: i. Salaye itumo âti idamo ninu giramâ ii. Dăruko orisi ămi idamo ati łwulo okookan won b.a. Ami idânudóró(.) Amii Iyanu (!), âmi ibeere(?) âmi Semi Koloonu(;) âmi kolonu(:) ami akamo onigun, ammi akamo oroto abi.AsaAså’igbéyåwo n’ile YorübåNi opin idanilokoo, awon akekoo yoo le: i. Sålåyé’itumo igbéyåwo nile Yorübå ii. Dåruko orisi igbéyåwo ti owå (b.a. ‘igbéyåwö ibile, sosi, masalaasi ati koöti) iii. Salaye awon igbése ti o wåyé ninu igbéyåwo. bi åpeere: ifojusode, Ijohen, itooro abbi.LitKika iwe Aroso: Ayanfe Omo Örukån.Ni opin idanilokoo, awon akekoo yoo le: i. Ka iwé litiréso ni åkågbådun ii. Fa åwon koko inu itån nåå yo iii. Salaye awon iwå ödé inu iwe nåå.4EdeIfesiwaju nipa Armi idamo ninü g’iråmåNi opin idanilokoo, awon akekoo yoo le: i. Sålåyé årmi’idåmo ninu giramå åpeere ii. Ami åyolo komå oloke onibeji(” “), ami aopo (-), ami akamo(). ii. ohka si awon ami to se pataki ti won ma n gbeyin oro ninu gbolohun iii. se idamo won ninu gbolohun nipa sise awon ise won yiAsaAnfani iwa omoluabi ninu ile ati awujoNi opin idanilokoo, awon akekoo yoo le i. se ere nise to gbe iwa omoluabi han ii. won ko orin to jemo iwa omoluabi iii. piran si owoowo lati salaye anfaani iwa omoluabi iv. toka si ihuwasi akeeko to safihan iwa omoluabiLitEya LiterasoNi opin idanilokoo, awon akekoo yoo le i. salaye ohun ti literaso je ii. daruko orisi eya lireraso lede yoruba iii. salaye pataki awon eya awon literaso won yi5EdeOhka ati Isiro Yoruba låti ogoji – ogorun-unNi opin idanilokoo, awon akekoo yoo le i.Ka onka lati ogoji dé ogorün-un ii.Töka bl onka se ri lé ati din. iii. Ka iye åga ijoko ni kilååslAsaIgbéyåwo åti åwon ohun idånaNi opin idanilokoo, awon akekoo yoo le: i. Salåyé pataki ohun Idåna nibi Igbéyåwo ii. Daruko orisi awon ohun idana bi isu, obim ataare, orobi abi. iii. salaye ihulo awon ohun idana nibi igbeyawoLitItesiwaju lori ohu ti literaso jeNi opin idanilokoo, awon akekoo yoo le i. Se alaye kikun nipa eya literaso yoruba ii. daruko ona ti wan pin si -Alohun ati apileko: Alohun pin si ewi, ere onise ati itan aroso -Literaso apinleko pin si: Itan aroso oloro geere, ewi apileko, ere onitan apileko6EdeIsori oro lede yorubaNi opin idanilokoo, awon akekoo yoo le: i. fun isori oro ni oriki ii. daruko isori oro lede yoruba Bi apere: oro oruko, oro ise, oro apejuwe, oro aponle. iii. salaye ipaa ti okookan ko ati iwulo wan ninu gbolohun ede yorubaAsaIwulo eko-ile ati ise eleNi opin idanilokoo, awon akekoo yoo le i. Jirorö nipa åwon ise ilé ii. såläyé påtåki ikini åti iböwofågbå Iéwüjo iii. Dåruko åwon önå ti a n lo lati toju ayika wa.LitKika Iwé ewi ipilekoNi opin idanilokoo, awon akekoo yoo le: i. Da ka Iwé nåå fun ra won ni Iyårå ikéköö ii. sålåyé åwon åså åti ise Yorubå ti o suyo ninü Iwe litirese åpileko7Idanwo ranpe Ibewo / Isinmi ìdajì saaIdanwo ranpe Ibewo / Isinmi ìdajì saa8EdeAroko kikoNi opin idanilokoo, awon akekoo yoo le: i.So oriki àroko ii.Salaye llanà àti ogbôn ti a n ta fun àròko kiko iii.So orisirisi aroko ti o wa. Bi àpeere, àròko alapèjuwe, oniròyìn, alalàyé, abbl.AsaIwà Omoluàbi (Ere ti o fi ìwa omoluàbi hàn)Ni opin idanilokoo, awon akekoo yoo le: i.Sàpejuwe ìwà omoluabi ii. Se àrojinle lor;i ìwà omoluàbi iii. Se ere onise to da Iori ìwa omoluabi lawujoLitKika ewi ÄpilekQ. OBINRIN NI MINi opin idanilokoo, awon akekoo yoo le i. Ka/ko ewi to da Iori oblnrin ii. så!åyé påtåki obinrin Iåwujo9EdeArokq Asapejuwe Oünje ti mo férånNi opin idanilokoo, awon akekoo yoo le i. sålåyé iru årokö ti a n pe ni aroko asapejuwe ii. Jiroro nipa åwon ohun iii. Ko aroko asapéjuwe lori ori ti won yanAsaAfiwé Igbéyawo ibile åti Igbéyäwö söösi åti massalasiNi opin idanilekoo, awon akekoo yoo le i. Jiroro nipa ijora laarin igbeyawo ibile åti Igbéyäwö söösi åti massalasi ii. salaye ipa awon igbeyawo yi lawujo iii. tooka si iyato laarin igbeyawo ibile, söösi åti massalasi iv. salaye ipa awon igbeyewo yii lawujoLit Kika ewi apileko ti ijobâ yânNi opin idanilekoo, awon akekoo yoo le i. Le ka itân inu iwe naa ii. Tumo âwon oro ti o ta köko. iii. Jıroro nıpa âwon onâ-ede iv. Dâhûn âwon ıbeere ti o’ jeyo10EdeÂpeko – oro Onİsilebu merin, mârun-un atimefaNi opin idanilekoo, awon akekoo yoo le: i. Ko âwon oro onısılebu marun, rrıârün lâti ojü pâtâko İkowe ii. Ko apeko awon oro ti oluko pe fün won. Bı apeere:: Aânu, Adeboye, Kâbiyâsi, Ajântaâla, Arİkuyerİ, abbi.AsaÄfiwé Igbéyåwo kootü, soosi ati MåsalaasiNi opin idanilekoo, awon akekoo yoo le: i. Sålåyé kikin nipa påtåki Igbéyåwö Köotu, soosi ati Måsalaasi ii. Dåruko ilåna to rö må Igbéyåwo yi iii. Jirörö nipa Iyåtö Iåårin åwon Igbéyawo nåa.LitEwi apileko lori eniyän ni mlNi opin idanilekoo, awon akekoo yoo le: i.Sålåyé kikin nipa ohun ti éniyån ii. Ko orin enikéni ti ba’ nipa fe Irånlöwö fun’ ii. Dahun Ibeere ni abala yii.11Atunyewo awon ise Saå yiAtunyewo awon ise Saå yi12lgbâradi fün İdânwo saâ kinilgbâradi fün İdânwo saâ kini13Idanwo saa kin-ın-niIdanwo saa kin-ın-ni","LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLSYoruba Scheme of Work for Primary/Basic 4 CLASSPrimary/Basic 4 SUBJECTYoruba TERMFirst TermWEEKTOPICSLearning Objectives1Idånwö rånpe fun Ibere Såå tuntunIdånwö rånpe fun Ibere Såå tuntun1EdeÖnkå åtisorö YorübåNi opin idanilokoo, awon akekoo yoo le i. Salaye iye féresé to wå ninu yårå ikåwé ii. So itumo onka ati ati isoro lede Yorübå iii. Ka onka lati 0okan fifi dé ogoji.AsaIwa OmoluabiNi opin idanilokoo, awon akekoo yoo le i. Sålåyé iwå omoluabi B.a. ‘lbåwi, ikinni, igbowofagba, siso otito, hihu iwa pele abi ii. Kiko orin iwå omoluabi kan Bi åpeere: Je Omo Rere- ii. Dåruko åwon iwå ibåje låwüjo, bi 0le jija, iro pipa, iwå ijinigbe, Ipaniyan, iwå jägiijägan, abbi.LitKika Iwe Itan Aroso: Ayänfe omo ôrukän.Ni opin idanilokoo, awon akekoo yoo le i. ka iwe literaso ni akagbadun ii. Fa äwon kóko inú itan náä yo iii. Säläyé äwon iwä ědě inú’iwé na.2EdeApeko Pipe oro oniisilébů méji, méta, m’erin äti márůnúnNi opin idanilokoo, awon akekoo yoo le i. Ka äwon oro apeko tó wä Iójú pátákó ikowe ti äpeere: oro onisillebu méji, m’eta, meran abbi. ii. pin si owoowo lati sagbeyewo awon oro apeko iii. Ko oro onisilebu merin ati márůn-únAsaEko äti sise ilé láwůjo YorůbáNi opin idanilokoo, awon akekoo yoo le i. Dárúko orisi ise ilé sise n’ilě Yorůbá. B.a: aso fifo, ile gbigbá, ata lilo, abbi. ii. Säläyé äwon onä ti ä ó gbä se ämúlö’eko ile, bi ikini, ibowo fâgba, ltoJu ile, abbi. iii. Se ere onîse kekere ti Ó sâfihăn eko-ile.LitKlka’iwe Lîtireso ti ijoba yanNi opin idanilokoo, awon akekoo yoo le: i. Fa âwon koko oro tó suyo ninu itan na. ii. Sâlăye âwon ti o wâ nînó ăwon literaso alohunwon yî (B.a isinję, imura idan pâpa)3EdeAmi ldamo n’inó girama (Apă kinni)Ni opin idanilokoo, awon akekoo yoo le: i. Salaye itumo âti idamo ninu giramâ ii. Dăruko orisi ămi idamo ati łwulo okookan won b.a. Ami idânudóró(.) Amii Iyanu (!), âmi ibeere(?) âmi Semi Koloonu(;) âmi kolonu(:) ami akamo onigun, ammi akamo oroto abi.AsaAså’igbéyåwo n’ile YorübåNi opin idanilokoo, awon akekoo yoo le: i. Sålåyé’itumo igbéyåwo nile Yorübå ii. Dåruko orisi igbéyåwo ti owå (b.a. ‘igbéyåwö ibile, sosi, masalaasi ati koöti) iii. Salaye awon igbése ti o wåyé ninu igbéyåwo. bi åpeere: ifojusode, Ijohen, itooro abbi.LitKika iwe Aroso: Ayanfe Omo Örukån.Ni opin idanilokoo, awon akekoo yoo le: i. Ka iwé litiréso ni åkågbådun ii. Fa åwon koko inu itån nåå yo iii. Salaye awon iwå ödé inu iwe nåå.4EdeIfesiwaju nipa Armi idamo ninü g’iråmåNi opin idanilokoo, awon akekoo yoo le: i. Sålåyé årmi’idåmo ninu giramå åpeere ii. Ami åyolo komå oloke onibeji(” “), ami aopo (-), ami akamo(). ii. ohka si awon ami to se pataki ti won ma n gbeyin oro ninu gbolohun iii. se idamo won ninu gbolohun nipa sise awon ise won yiAsaAnfani iwa omoluabi ninu ile ati awujoNi opin idanilokoo, awon akekoo yoo le i. se ere nise to gbe iwa omoluabi han ii. won ko orin to jemo iwa omoluabi iii. piran si owoowo lati salaye anfaani iwa omoluabi iv. toka si ihuwasi akeeko to safihan iwa omoluabiLitEya LiterasoNi opin idanilokoo, awon akekoo yoo le i. salaye ohun ti literaso je ii. daruko orisi eya lireraso lede yoruba iii. salaye pataki awon eya awon literaso won yi5EdeOhka ati Isiro Yoruba låti ogoji – ogorun-unNi opin idanilokoo, awon akekoo yoo le i.Ka onka lati ogoji dé ogorün-un ii.Töka bl onka se ri lé ati din. iii. Ka iye åga ijoko ni kilååslAsaIgbéyåwo åti åwon ohun idånaNi opin idanilokoo, awon akekoo yoo le: i. Salåyé pataki ohun Idåna nibi Igbéyåwo ii. Daruko orisi awon ohun idana bi isu, obim ataare, orobi abi. iii. salaye ihulo awon ohun idana nibi igbeyawoLitItesiwaju lori ohu ti literaso jeNi opin idanilokoo, awon akekoo yoo le i. Se alaye kikun nipa eya literaso yoruba ii. daruko ona ti wan pin si -Alohun ati apileko: Alohun pin si ewi, ere onise ati itan aroso -Literaso apinleko pin si: Itan aroso oloro geere, ewi apileko, ere onitan apileko6EdeIsori oro lede yorubaNi opin idanilokoo, awon akekoo yoo le: i. fun isori oro ni oriki ii. daruko isori oro lede yoruba Bi apere: oro oruko, oro ise, oro apejuwe, oro aponle. iii. salaye ipaa ti okookan ko ati iwulo wan ninu gbolohun ede yorubaAsaIwulo eko-ile ati ise eleNi opin idanilokoo, awon akekoo yoo le i. Jirorö nipa åwon ise ilé ii. såläyé påtåki ikini åti iböwofågbå Iéwüjo iii. Dåruko åwon önå ti a n lo lati toju ayika wa.LitKika Iwé ewi ipilekoNi opin idanilokoo, awon akekoo yoo le: i. Da ka Iwé nåå fun ra won ni Iyårå ikéköö ii. sålåyé åwon åså åti ise Yorubå ti o suyo ninü Iwe litirese åpileko7Idanwo ranpe Ibewo / Isinmi ìdajì saaIdanwo ranpe Ibewo / Isinmi ìdajì saa8EdeAroko kikoNi opin idanilokoo, awon akekoo yoo le: i.So oriki àroko ii.Salaye llanà àti ogbôn ti a n ta fun àròko kiko iii.So orisirisi aroko ti o wa. Bi àpeere, àròko alapèjuwe, oniròyìn, alalàyé, abbl.AsaIwà Omoluàbi (Ere ti o fi ìwa omoluàbi hàn)Ni opin idanilokoo, awon akekoo yoo le: i.Sàpejuwe ìwà omoluabi ii. Se àrojinle lor;i ìwà omoluàbi iii. Se ere onise to da Iori ìwa omoluabi lawujoLitKika ewi ÄpilekQ. OBINRIN NI MINi opin idanilokoo, awon akekoo yoo le i. Ka/ko ewi to da Iori oblnrin ii. så!åyé påtåki obinrin Iåwujo9EdeArokq Asapejuwe Oünje ti mo férånNi opin idanilokoo, awon akekoo yoo le i. sålåyé iru årokö ti a n pe ni aroko asapejuwe ii. Jiroro nipa åwon ohun iii. Ko aroko asapéjuwe lori ori ti won yanAsaAfiwé Igbéyawo ibile åti Igbéyäwö söösi åti massalasiNi opin idanilekoo, awon akekoo yoo le i. Jiroro nipa ijora laarin igbeyawo ibile åti Igbéyäwö söösi åti massalasi ii. salaye ipa awon igbeyawo yi lawujo iii. tooka si iyato laarin igbeyawo ibile, söösi åti massalasi iv. salaye ipa awon igbeyewo yii lawujoLit Kika ewi apileko ti ijobâ yânNi opin idanilekoo, awon akekoo yoo le i. Le ka itân inu iwe naa ii. Tumo âwon oro ti o ta köko. iii. Jıroro nıpa âwon onâ-ede iv. Dâhûn âwon ıbeere ti o’ jeyo10EdeÂpeko – oro Onİsilebu merin, mârun-un atimefaNi opin idanilekoo, awon akekoo yoo le: i. Ko âwon oro onısılebu marun, rrıârün lâti ojü pâtâko İkowe ii. Ko apeko awon oro ti oluko pe fün won. Bı apeere:: Aânu, Adeboye, Kâbiyâsi, Ajântaâla, Arİkuyerİ, abbi.AsaÄfiwé Igbéyåwo kootü, soosi ati MåsalaasiNi opin idanilekoo, awon akekoo yoo le: i. Sålåyé kikin nipa påtåki Igbéyåwö Köotu, soosi ati Måsalaasi ii. Dåruko ilåna to rö må Igbéyåwo yi iii. Jirörö nipa Iyåtö Iåårin åwon Igbéyawo nåa.LitEwi apileko lori eniyän ni mlNi opin idanilekoo, awon akekoo yoo le: i.Sålåyé kikin nipa ohun ti éniyån ii. Ko orin enikéni ti ba’ nipa fe Irånlöwö fun’ ii. Dahun Ibeere ni abala yii.11Atunyewo awon ise Saå yiAtunyewo awon ise Saå yi12lgbâradi fün İdânwo saâ kinilgbâradi fün İdânwo saâ kini13Idanwo saa kin-ın-niIdanwo saa kin-ın-ni"
LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS,LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS,LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS
Yoruba Scheme of Work for Primary/Basic 4,Yoruba Scheme of Work for Primary/Basic 4,Yoruba Scheme of Work for Primary/Basic 4
,CLASS,Primary/Basic 4
,SUBJECT,Yoruba
,TERM,First Term
WEEK,TOPICS,Learning Objectives
1,Idånwö rånpe fun Ibere Såå tuntun,Idånwö rånpe fun Ibere Såå tuntun
1Ede,Önkå åtisorö Yorübå,"Ni opin idanilokoo, awon akekoo yoo le i. Salaye iye féresé to wå ninu yårå ikåwé ii. So itumo onka ati ati isoro lede Yorübå iii. Ka onka lati 0okan fifi dé ogoji."
Asa,Iwa Omoluabi,"Ni opin idanilokoo, awon akekoo yoo le i. Sålåyé iwå omoluabi B.a. ‘lbåwi, ikinni, igbowofagba, siso otito, hihu iwa pele abi ii. Kiko orin iwå omoluabi kan Bi åpeere: Je Omo Rere- ii. Dåruko åwon iwå ibåje låwüjo, bi 0le jija, iro pipa, iwå ijinigbe, Ipaniyan, iwå jägiijägan, abbi."
