0,1,2
Lit,Kika Iwe Itan Aroso: Ayänfe omo ôrukän.,"Ni opin idanilokoo, awon akekoo yoo le i. ka iwe literaso ni akagbadun ii. Fa äwon kóko inú itan náä yo iii. Säläyé äwon iwä ědě inú’iwé na."
2Ede,"Apeko Pipe oro oniisilébů méji, méta, m’erin äti márůnún","Ni opin idanilokoo, awon akekoo yoo le i. Ka äwon oro apeko tó wä Iójú pátákó ikowe ti äpeere: oro onisillebu méji, m’eta, meran abbi. ii. pin si owoowo lati sagbeyewo awon oro apeko iii. Ko oro onisilebu merin ati márůn-ún"
Asa,Eko äti sise ilé láwůjo Yorůbá,"Ni opin idanilokoo, awon akekoo yoo le i. Dárúko orisi ise ilé sise n’ilě Yorůbá. B.a: aso fifo, ile gbigbá, ata lilo, abbi. ii. Säläyé äwon onä ti ä ó gbä se ämúlö’eko ile, bi ikini, ibowo fâgba, ltoJu ile, abbi. iii. Se ere onîse kekere ti Ó sâfihăn eko-ile."
Lit,Klka’iwe Lîtireso ti ijoba yan,"Ni opin idanilokoo, awon akekoo yoo le: i. Fa âwon koko oro tó suyo ninu itan na. ii. Sâlăye âwon ti o wâ nînó ăwon literaso alohunwon yî (B.a isinję, imura idan pâpa)"
3Ede,Ami ldamo n’inó girama (Apă kinni),"Ni opin idanilokoo, awon akekoo yoo le: i. Salaye itumo âti idamo ninu giramâ ii. Dăruko orisi ămi idamo ati łwulo okookan won b.a. Ami idânudóró(.) Amii Iyanu (!), âmi ibeere(?) âmi Semi Koloonu(;) âmi kolonu(:) ami akamo onigun, ammi akamo oroto abi."
Asa,Aså’igbéyåwo n’ile Yorübå,"Ni opin idanilokoo, awon akekoo yoo le: i. Sålåyé’itumo igbéyåwo nile Yorübå ii. Dåruko orisi igbéyåwo ti owå (b.a. ‘igbéyåwö ibile, sosi, masalaasi ati koöti) iii. Salaye awon igbése ti o wåyé ninu igbéyåwo. bi åpeere: ifojusode, Ijohen, itooro abbi."
Lit,Kika iwe Aroso: Ayanfe Omo Örukån.,"Ni opin idanilokoo, awon akekoo yoo le: i. Ka iwé litiréso ni åkågbådun ii. Fa åwon koko inu itån nåå yo iii. Salaye awon iwå ödé inu iwe nåå."
4Ede,Ifesiwaju nipa Armi idamo ninü g’iråmå,"Ni opin idanilokoo, awon akekoo yoo le: i. Sålåyé årmi’idåmo ninu giramå åpeere ii. Ami åyolo komå oloke onibeji(” “), ami aopo (-), ami akamo(). ii. ohka si awon ami to se pataki ti won ma n gbeyin oro ninu gbolohun iii. se idamo won ninu gbolohun nipa sise awon ise won yi"
Asa,Anfani iwa omoluabi ninu ile ati awujo,"Ni opin idanilokoo, awon akekoo yoo le i. se ere nise to gbe iwa omoluabi han ii. won ko orin to jemo iwa omoluabi iii. piran si owoowo lati salaye anfaani iwa omoluabi iv. toka si ihuwasi akeeko to safihan iwa omoluabi"
Lit,Eya Literaso,"Ni opin idanilokoo, awon akekoo yoo le i. salaye ohun ti literaso je ii. daruko orisi eya lireraso lede yoruba iii. salaye pataki awon eya awon literaso won yi"
5Ede,Ohka ati Isiro Yoruba låti ogoji – ogorun-un,"Ni opin idanilokoo, awon akekoo yoo le i.Ka onka lati ogoji dé ogorün-un ii.Töka bl onka se ri lé ati din. iii. Ka iye åga ijoko ni kilååsl"
Asa,Igbéyåwo åti åwon ohun idåna,"Ni opin idanilokoo, awon akekoo yoo le: i. Salåyé pataki ohun Idåna nibi Igbéyåwo ii. Daruko orisi awon ohun idana bi isu, obim ataare, orobi abi. iii. salaye ihulo awon ohun idana nibi igbeyawo"
Lit,Itesiwaju lori ohu ti literaso je,"Ni opin idanilokoo, awon akekoo yoo le i. Se alaye kikun nipa eya literaso yoruba ii. daruko ona ti wan pin si -Alohun ati apileko: Alohun pin si ewi, ere onise ati itan aroso -Literaso apinleko pin si: Itan aroso oloro geere, ewi apileko, ere onitan apileko"
6Ede,Isori oro lede yoruba,"Ni opin idanilokoo, awon akekoo yoo le: i. fun isori oro ni oriki ii. daruko isori oro lede yoruba Bi apere: oro oruko, oro ise, oro apejuwe, oro aponle. iii. salaye ipaa ti okookan ko ati iwulo wan ninu gbolohun ede yoruba"
Asa,Iwulo eko-ile ati ise ele,"Ni opin idanilokoo, awon akekoo yoo le i. Jirorö nipa åwon ise ilé ii. såläyé påtåki ikini åti iböwofågbå Iéwüjo iii. Dåruko åwon önå ti a n lo lati toju ayika wa."
Lit,Kika Iwé ewi ipileko,"Ni opin idanilokoo, awon akekoo yoo le: i. Da ka Iwé nåå fun ra won ni Iyårå ikéköö ii. sålåyé åwon åså åti ise Yorubå ti o suyo ninü Iwe litirese åpileko"
7,Idanwo ranpe Ibewo / Isinmi ìdajì saa,Idanwo ranpe Ibewo / Isinmi ìdajì saa
8Ede,Aroko kiko,"Ni opin idanilokoo, awon akekoo yoo le: i.So oriki àroko ii.Salaye llanà àti ogbôn ti a n ta fun àròko kiko iii.So orisirisi aroko ti o wa. Bi àpeere, àròko alapèjuwe, oniròyìn, alalàyé, abbl."
Asa,Iwà Omoluàbi (Ere ti o fi ìwa omoluàbi hàn),"Ni opin idanilokoo, awon akekoo yoo le: i.Sàpejuwe ìwà omoluabi ii. Se àrojinle lor;i ìwà omoluàbi iii. Se ere onise to da Iori ìwa omoluabi lawujo"
Lit,Kika ewi ÄpilekQ. OBINRIN NI MI,"Ni opin idanilokoo, awon akekoo yoo le i. Ka/ko ewi to da Iori oblnrin ii. så!åyé påtåki obinrin Iåwujo"
9Ede,Arokq Asapejuwe Oünje ti mo férån,"Ni opin idanilokoo, awon akekoo yoo le i. sålåyé iru årokö ti a n pe ni aroko asapejuwe ii. Jiroro nipa åwon ohun iii. Ko aroko asapéjuwe lori ori ti won yan"
Asa,Afiwé Igbéyawo ibile åti Igbéyäwö söösi åti massalasi,"Ni opin idanilekoo, awon akekoo yoo le i. Jiroro nipa ijora laarin igbeyawo ibile åti Igbéyäwö söösi åti massalasi ii. salaye ipa awon igbeyawo yi lawujo iii. tooka si iyato laarin igbeyawo ibile, söösi åti massalasi iv. salaye ipa awon igbeyewo yii lawujo"
Lit,Kika ewi apileko ti ijobâ yân,"Ni opin idanilekoo, awon akekoo yoo le i. Le ka itân inu iwe naa ii. Tumo âwon oro ti o ta köko. iii. Jıroro nıpa âwon onâ-ede iv. Dâhûn âwon ıbeere ti o’ jeyo"
10Ede,"Âpeko – oro Onİsilebu merin, mârun-un atimefa","Ni opin idanilekoo, awon akekoo yoo le: i. Ko âwon oro onısılebu marun, rrıârün lâti ojü pâtâko İkowe ii. Ko apeko awon oro ti oluko pe fün won. Bı apeere:: Aânu, Adeboye, Kâbiyâsi, Ajântaâla, Arİkuyerİ, abbi."
Asa,"Äfiwé Igbéyåwo kootü, soosi ati Måsalaasi","Ni opin idanilekoo, awon akekoo yoo le: i. Sålåyé kikin nipa påtåki Igbéyåwö Köotu, soosi ati Måsalaasi ii. Dåruko ilåna to rö må Igbéyåwo yi iii. Jirörö nipa Iyåtö Iåårin åwon Igbéyawo nåa."
Lit,Ewi apileko lori eniyän ni ml,"Ni opin idanilekoo, awon akekoo yoo le: i.Sålåyé kikin nipa ohun ti éniyån ii. Ko orin enikéni ti ba’ nipa fe Irånlöwö fun’ ii. Dahun Ibeere ni abala yii."
11,Atunyewo awon ise Saå yi,Atunyewo awon ise Saå yi
12,lgbâradi fün İdânwo saâ kini,lgbâradi fün İdânwo saâ kini
13,Idanwo saa kin-ın-ni,Idanwo saa kin-ın-ni
