0,1,2
,CLASS,Primary/Basic 6
,SUBJECT,Security Education
,TERM,Third Term
WEEK,TOPICS,Learning Objectives
1,REVISION OF 2ND TERM WORK,
2,Meaning of personal security management,"By the end of the lesson, pupils should be able to: i. define the meaning of personal security management"
3,Types of crime,"By the end of the lesson, pupils should be able to: i. define crime ii. list the types of crime in the society iii. explain each crime iv. mention examples of various crimes mentioned"
4,Punishment for various crimes -Theft -Rape -Impersonation,"By the end of the lesson, pupils should be able to: 1. mention the punishment for various crimes e.g. theft, rape, impersonation etc 2. describe the punishment attached to each crime"
5,Punishment for crimes e.g -production of adulterated foods (food fraud) -fake drugs,By the end of the lesson pupils should be able to: 1. cite the punishment for production adulterated food 2. describe the punishment for dealing in fake drugs
6,Punishment for -Bribery and corruption -Embezzlement -Extorsion,By the end of the lesson pupils should be able to: 1. list the punishment for bribery and corruption 2. describe the punishment for embezzlement 3. identify the punishment for extorsion
7,MID TERM BREAK,MID TERM BREAK
8,Punishment for -Fake pretense -Fraud -Burglary,"By the end of the lesson pupils should be able to: 1. explain the punishment for false pretense, fraud and burglary"
9,Punishment for -Advance fee fraud(419) -Money laundering -Terrorism -Forgery,"By the end of the lesson pupils should be able to: 1. identify the punishment for advance fee fraud, money laundering, terrorism and forgery"
10,Economic crime,"By the end of the lesson, pupils should be able to: i. define economic crime ii. give examples of economic crime"
11-12,REVISION/EXAMINATION,
