0,1,2
,CLASS,Primary/Basic 2
,SUBJECT,Security Education
,TERM,Second Term
WEEK,TOPICS,Learning Objectives
1,Revision of First term’s work,Pupils should be able to: provide correct answers to the evaluation questions given.
2,Preventive Measures: Involvement of Security Agents,"By the end of this lesson, pupils should be able to: i. mention some security in Nigeria ii. identify logos of each security agent e.g Police, NSCDC, NDLEA, Nigeria Immigration etc"
3,Preventive Measures: Tips on Being Security Alert,By the end of this lesson pupils should be able to: i. identify necessary skills needed in time of danger. ii. familiarize with Security tips during danger
4,Preventive Measures: Tips on how to Avoid Relating with Stranger,"By the end of this lesson, pupils should be able to: (I) identifr stranger in their environment. (ii) explain what to do when dealing with a stranger"
5,Identification of Security Agencies: Police,"By the end of this lesson, pupils should be able to: (l) identify Nigeria Police with their Uniform. (ii) outline the functions of the Nigeria Police"
6,Introduction of security agencies – Federal Road Safety Corps(FRSC) – Lagos State Traffic Management Authority (LASTMA),"By the end of this lesson, pupils should be able to: i. identify the FRSC and LASTMA with their uniform respectively ii. differentiate the function of FRSC and LASTMA."
7,MID-TERM BREAK,MID-TERM BREAK
8,Identification of security agencies -NAFDAC and NDLEA,"By the end of this lesson, pupils should be able to: I. identify the full meaning of NAFDAC and NDLEA ii. differentiate the functions of the NAFDAC and the NDLEA"
9,Identification of Security Agencies: State Security Service (SSS) and Nigeria Security Civil Defense Corps NSCDC,"By the end of this lesson, pupils should be able to: i. describe the state security service (SSS) and Nigeria Security Civil Defense Corps (NSCDC) ii. explain ffe functions of the SSS and the NSCDC"
10,Identification of Security Agencies: The Military,"By the end of this lesson, pupils should be able to: i. identify different armed forces in Nigeria e.g. army, navy and air force ii. outline the functions of each Nigerian armed forces"
11,Nigerian Prison Service,"By the end of this lesson, pupils shouldbe able to: i. identify the Nigerian Prison service officer ii. outline the functions of the Nigerian Prison Service"
12,REVISON,REVISON
13,EXAMINATION,EXAMINATION
