0,1,2
Lit,kika itàn àroso olooro wuuru. Fa akanlo ede ati asa Yoruba inu itan naa yo,"Ni opin Idanilekoo, åwon akekoo yoo lé: i. Ka ìtàn nâà ni àkàgbddun àti àkajagaara. ii. Fa awon akanlo ede inu itan naa yo iii. Daruko awon asa Yoruba to suyo ninu itan na iv. Salaye koko eko ti ri ko ninu itan naa v. Dahun ibeere lori eko yi"
9Ede,Oro Aroso oruko ni ipo eyan ati ilo re ninu gbolohun,"Ni opin Idanilekoo, åwon akekoo yoo lé: i. Salaye oro aropo oruko ni ipo eyan ii. Da oro aropo to n sise eyan mo ninu gbolohun iii. Salaye bi n se lo oro aropo gege bi eyan ninu gbolohun iv. Dahun ibeere lori eko yi"
Asa,Ere idararaya-Boju boju -Bi won se se ere na -Awon wo lo n sere – Igba ati akoko -Ofin ere na,"Ni opin Idanilekoo, åwon akekoo yoo lé: i. Salaye ere idaraya yi pelu apeere ii. Sapejuwe ohun elo ere yi iii. Menuba awon ofin ere yi iv. Igba ati akoko ti a maa se n ere yi v. Salaye anfaani ati aleebu to wa ninu ere yi"
Lit,Äkänlo ede pelu itumo won ninu gbolohün édé Yorubå.,"Ni opin Idanilekoo, åwon akekoo yoo lé: i. Salaye itumö åwon åkånlö édé. ii. Lo Wön ni gbolohün kikun. iii. Pipe åwon akeeko Iokökanlati lo åkanlo edé ni gbolohun. iv. Kiko koko ise sile sinu’ iwé wan."
10Ede,"Oro Atökün: itumo,lrisi ati lilo ni gbolohun. Sise akojo öro atokun.","Ni opin Idanilekoo, åwon akekoo yoo lé: i. Sålåyé orö atökün pelu apeere. ii. Sise åkojo oro atokun to wa ninu ede Yorübå. iii. Lilö ninu; gbölohün kikun iv. Dahun ibeere lori eko yi"
Asa,Itumo awon owe ninu ede Yoruba,"Ni opin Idanilekoo, åwon akekoo yoo lé: i. Se akojo owe lorisirisi ona ii. Salaye itumo won/itan ti won ti jeyo iii. Lo owe kookan ni gbolohun kikun iv. Salaye iru owe ti won je v. Dahun ibeere lori eko yi"
Lit,Ewi aro pelu Itupale re ninu kilaasi,"Ni opin Idanilekoo, åwon akekoo yoo lé: i. Ronu jinle lati se gbekale ewi aroso ii. Ka ewi aroso ni akaye ati akagbadun iii. Fa awon ona ede tabi ewa ede inu awon ewi na yoo iv. Salaye bi won se lo awon ona ede inu ewi naa v. Dahun ibeere lori eko yi"
Ede,Ilo örö oruko ninü gbolohun édé Yorubå . -Didamo orisirisi oro oruko ati ise ti won n se ninu gbolohun.,"Ni opin Idanilekoo, åwon akekoo yoo lé: i. Salaye oro oruko ,ki ni oro oruko? ii. Bäwo la se då örö oruko mo ninu gbolöhün édé Yorübå. iii. Dåruko orisirisi oro oruko to wå åti ise ti won se ninü gbolohün (oluwa,åbo åti Eyån). iv. Dahun Ibeere lori ekö"
Asa,Oge sise laarin awon okunrin ati afiwe oge sise laye atijo ati tode oni,"Ni opin Idanilekoo, åwon akekoo yoo lé: i. Tesiwaju ninu önå d awon okunrin wa fi n soge. ii. Dårüko orisirisi åsö,filå ti åwon babanla wa ri gbå soge. iii. Akoba ti ölåju mu bå asa oge sise. iv. Ijora ati lyatö laarin oge sise laye åtijö ati öde-oni v. Dåhün ibeere Iori eko yii"
Lit,Ägbeyewo itån oloro geere/Wuuru pelu atupale re,"Ni opin Idanilekoo, åwon akekoo yoo lé: i. Ka itån naå ni åkågbådun ii. Se atunpale itån nåå iii. Wa itumo si åwon oro tuntun tö suyo ninu itan nåå iv. Dahun ibeere lori eko yi"
12,"Atunyewo eko lori ise saa lori ede, åså äti literésö.","Atunyewo eko lori ise saa lori ede, åså äti literésö."
13,ldånwo säå ket,ldånwo säå ket
