0,1,2
Lit,Orin Idáraya,Akékòo y0ò lè; i. Korin kéékëěké lóri eré idárayá ii. Parapo fún kíko orin eréidarayá iii. so iwulo orin ere idaraya tin won ko
4Ede,lsorô-n-gběsi láarin akekoo,Akekoó Yóô Lě; i. Säläyé ohun ti i;ôrôngběsi je ii. Beere oruko enikookan won laaarin ara won iii. Ba ara won soro lori koko oro nkan B.A ounje ti won feran ju
Asa,Imototo ara eni,Akékòo y0ò lè; i. salaye ohun to imototo je ii. safihan itoju ara iii. ko orin imototo iv. dahun ibeere abe eko
Lit,Kiko orin nipa iwa rere,Akékòo y0ò lè; i. ko orin nipa iwa rere ii. so iwulo orin tin wan ko lori iwa rere iii. daruko die lara iwarere ti oye ki omode ma hu niwa
5Ede,Síse nnkan,Akékòo y0ò lè;; i.Gbo oro ase tuntun ti yoô si múlô ii. Pe oro tí ó gbo ni sisê-n-têlé iii. Se àfihàn oro ti ó gbo ni okookan
Asa,Ojuse Ebí ninu Idílé,Akékòo y0ò lè;; i. Dáruko àwon ti won parapô die bi ii. Sàlàyé ni pàtó ojúse eni ko okan nínu ebi tàbi idílé iii. Dáhün ibéêrê ti ó jeyo ni abé Qké
Lit,Orin kéékêêké ati ijo,Akékòo y0ò lè;; i. Ko láti jó si àwon orin tiwan ko ni ibámu pêlu ilü re ii. Dahun ibéêrê abe êko
6Ede,Kikà Alífabéêti Edê Yorübá A-GB,Akékòo y0ò lè; i. Ka alífâbéêti ni okookan láti le rántí ohun ti wanti ko ii. Dahun ibéêrê abé eko gégé bi’ isé sise.
Asa,Ikini,Ni òpin idanilekoo akékò yò Ie; i. Dáruko àwon orísirisi igbà to ni se pêlu Ikíni ii. So bí a se n kini fún àsikô tàbí àkókô kookan iii. Sôrô Iórí idáhün ti ó wà fún ikini kôôkan iv. Dáhün ibéérê abe êko náà
Literaso,Orin kéékêêké fun ibawi,Ni òpin idanilekoo akékò yò Ie; i. ko orin ibawi kéékêêké fun omode ii. So bí a se n bofo fagba iii. Dáhün ibéérê abe êko náà
7Ede,Idanranwo Fun Idaji Saa Kini,Ni òpin idanilekoo akékò yò Ie; Dáhün ibéérê abe êko náà
Asa,Idanranwo Fun Idaji Saa Kini,Ni òpin idanilekoo akékò yò Ie; Dáhün ibéérê abe êko náà
Lit,Idanranwo Fun Idaji Saa Kini,Ni òpin idanilekoo akékò yò Ie; Dáhün ibéérê abe êko náà
8Ede,Kiko Alifabëêtì èdè Yoruba,Ni òpin idanilekoo akékò yò Ie i. Da àwon orisìirisi mô pèlu oruko ii. Pe orisìirisi oruko àwòran kòòkan iii. Dahun ibéère ti o ba jeyo ni abé èko
Asa,Imìt6t6 Ayika,Ni òpin idanilekoo akékò yò Ie i. sàlàyé ohun ti ìmototo jé ii. sàfihàn ìtoju ara iii. Ko orin ìmòto iv. Dahùn ìbéèrè abé êko
Lit,Eré Osupa sise ni alé,Ni òpin idanilekoo akékò yò Ie i. Se àlàyé Iori eré osupa sise ni alé ii. Daruko orisìiri eré osupa sise ti owa iii. Ko ara jo Iati se àfihàn eré òsûpa
9Ede,Itèsiwaju ninu kikà Alifabéètì èdè Yorûba’ H-Q,Ni òpin idanilekoo akékò yò Ie; i. Ka létà alifabéètì èdè Yorùba’ lati H-Q ii. Pelétà alifabeti pèlü àwon oro ti a sèda’ iii. Da àwon alifâbéèti kookan mo nipa fifi won pe àwòran ti o ro mo. iv. Dahun ibéèrè abé èko na
Asa,Ikini fün Isé ni ilè Yorùba’,Ni òpin idanilekoo akékò yò Ie; i. Dirüko onirüurü ise ti o wà ni ilè Yoruba ii. So ni pàto Ikini ti owà ni ilè Yorübü iii. Ménuba ìdahun ti òkòòkan ni.
Lit,Awon Ewi kéékéekéé,"Ni òpin idanilekoo akékò yò Ie; i. Ké ewi kéé kèè kéé ii. Fa koko ninü ewi yi, iii. Dahùn àwon ibéèrê abé êko"
10Ede,Agbéyewô Ise Saa Kini Lori Ede,Ni òpin idanilekoo akékò yò Ie Se àgbéyewo awon eko ti wan ti ko
II,Agbéyewô Ise Saa Kini Lori Asa,Ni òpin idanilekoo akékò yò Ie Se àgbéyewo awon eko ti wan ti ko
III,Agbéyewô Ise Saa Kini Lori Lit,Ni òpin idanilekoo akékò yò Ie Se àgbéyewo awon eko ti wan ti ko
13,"Idanrawò Fun Saa, kinni","Idanrawò Fun Saa, kinni"
