0,1,2
,LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS,LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS
,Physical and Health Education Scheme of Work for Primary/Basic 1,Physical and Health Education Scheme of Work for Primary/Basic 1
,CLASS,Primary/Basic 1
,SUBJECT,Physical and Health Education
,TERM,First Term
WEEK,TOPICS,Learning Objectives
1,Movement: Movement of our body parts.,"By the end of the lesson, pupils should be able to; i. Demonstrate the correct pattern of movement e.g leaping, hopping, running, stepping etc. ii. Perform basic manipulative movement e.g catching of objects, throwing of objects, striking of objects. iii. Identify the safety rules in walking, kicking, pushing, jogging etc."
2,Moving our body parts,"By the end of the lesson. pupils should be able to; i. Describe the correct patterns of movement e.g leaping, hopping, running, stepping etc. ii. Demonstrate different patterns of movement. Leaping, hopping, running, stepping. iii. State the basic pattern of movement."
3,Movement:Throwing,"By the end of the lesson. pupils should be able to; i. demonstrate the throwing of an object correctly; ii. identify the safety rules of throwing of objects,e.g balls"
4,Movement : Catching,By the end of the lesson. pupils should be able to; i. catch the object thrown to them correctly e.g ball; ii. demonstrate the catching of objects correctly: iii. describe the manipulative pattern of catching and striking.
5,Safety,"By the end of the lesson pupils should be able to; i. explain safety rules in movement ii. describe basic rules in manipulative movement eg. catching, throwing and striking. iii. identify the rules on playground."
6,Sport and Game Athletics,By the end of the lesson pupils should be able to; i. explain the meaning of athletics; ii. describe short distance races athletics; iii. demonstrate concept of short distance races in athletics 50m dash; iv. state the health benefits of short distance races (running).
7,CONTINUOUS ASSESSMENT MID TERM BREAK,CONTINUOUS ASSESSMENT MID TERM BREAK
8,Sports and Games Athletics,By the end of the lesson pupils should be able to; i. state the types of long distance races; ii. demonstrate long distance race; iii. describe the basic activity in long distance race; iv. identify the safety rule in a long distance race.
9,Athletics Jump,By the end of the lesson pupils should be able to; i. Define simple jumps ii. Perform simple athletic activities iii. State the safety rules in jumping.
10,REVISION,REVISION
11,REVISION,REVISION
12,EXAMINATION,EXAMINATION
