0,1,2
,CLASS,Primary/Basic 5
,SUBJECT,Basic Science and Technology
,TERM,Second Term
WEEK,TOPICS,Learning Objectives
1,REDDINESS TEST/REVISION OF FIRST TERM’S WORK,REDDINESS TEST/REVISION OF FIRST TERM’S WORK
2(Basic Science),"REPRODUCTION IN PLANTS: -Parts of a flower, -Pollination; Meaning Types Process Agents","By the end of the lesson, Pupils should be able to: i. identify parts of a flower ii. explain the meaning of pollination iii. identify agents and types of pollination iv. draw and label a flower v. illustrate the process of pollination"
PHE,Hockey Game,"By the end of the lesson, Pupils should be able to i. narrate the history of hockey ii. compare between facilities and equipment in hockey and other ball games iii. demonstate basic skills in hockey ball games iv. investigate the advantages in playing hockey games v. recommend the safety measures in playing hockey games"
IT,Search Engine -Definition -Explanation of different search engine,"By the end of the lesson, Pupils should be able to i. Explain search engine ii. outline the different types of search engine"
3(Basic Science),REPRODUCTION IN PLANT -Identify part of a flower that are concerned with pollination and fertilization. -Desribe stages of development from flower to fruit -Distinguish pollination and fertilization,"By the end of the lesson, Pupils should be able to i describe stages of development from flower fruit ii.differentiate between fertifization and poliination"
PHE,Table Tennis Game,"By the end of the lesson, pupils should be able to; i. discuss brief history of Table Tennis ii. cartegorize types of facilities and equipment in Table Tennis iii. design a Table Tennis board. iv. demonstrates basic skills and teåniques of Table Tennis game"
IT,Search Engine -Explanation of different search engine,"By the end of the lesson, Pupils should be able to i. explain search engine ii. Outline the different types of search engine"
4(Basic Science),DOMESTIC AND WILD ANIMALS -definition of domestic animals -identification of wild animals; -Classification of domestic and wild animals based on their food: -Uses of domestic and wild animals,"Byfie end of the lesson, pupils should be able b: i. identify common domestic animals; ii. Identify common wild animals; iii.differentiate between domestic and wild animals iv. classify domestic and wild animals based on their food; v. explain the uses of domestic and wild animals"
PHE,Maintenance of sports facilities and equipment,"By the end of the lesson, Pupils should be able to i. differentiates between sports facilities and equipment ii. list sports facilities and equipment iii. investigate reasons for keeping sports facilities and equipment"
