0,1,2
IT,Understanding electronic mails -Definition -Creation of emails Explaining menus on the email interface.,"By the end of the lesson, pupils should be able to: i. Define electronic mails ii. Explain menus on the email interface iii. Create email account"
5(Basic Science),ENERGY AND YOU (Heat and Energy): -Meaning of energy. -Name foms energy converter -Importance of enegy conversion.,"By the end ofte lesson, pupils should be able to: i. develop a definition for energy ii. enumerate some forms of energy conversions such as electrical to heat energy (iron), chemical to heat energy(kerosene), electical to mechaniæl (blender) etc. iii. discuss the imponance of energy conversion."
PHE,Physical Fitness,"By the end of the lesson, pupils should be able to: i. discuss the concept of physical Fitness ii. list the components of Physical fitness. iii. differentiate between health and performance related physical components"
IT,Electronic mails -Definition -Creation of emails -Explaining menus on the mail interface.,"By the end of the lesson, pupils should be able to: i. Define electronic mails ii. Explain menus on the email interface iii. Create email account"
6(Basic Science),"Heat and temperature -Difference between heat and temperature -Thermometer -Uses and symbols of temperature scale (degree Celcius OC, and degree farenheight Of)","By the end of tie lesson, pupils should be able to: i. Differenfiate between heat and temperature; ii. Identify and name different types of temometer iii. Write the units and symbol of temperature iv. use the termometer to measure the temperature of objects accurately"
PHE,Physical Fitness,"By the end of fre lesson, Pupils should beableto: i. demostrate physical fitness enhancement activities e.g. sit and read), squat jump, frog jump, bench dip, V-Stt elbow balance ii. identify stress enhancement iii. investigate the benefits of sress enhancemmt activities such as: power, agility, flexibility and balance"
IT,Wriring and sending emails -Receiving and replying emails,"By the end of the lesson, pupls should be able b: i. Experiment writing, sending and replying emails ii. Describe the process of attaching files to emails"
7,MID TERM BREAK,MID TERM BREAK
8(Basic Science),"MATTER: -Meaning of matter(matter is made up of tiny particles too small to see) -Atoms as fundamental building blocks of matter -States of matter: solids, liquids and gases.","By the end of the lesson, pupils should be able to i. develop a definition of matter and understand that eveMhing around is made up of tiny particles; ii. Explain what an atom is and relate it to matter; iii. identify the states of matter; iv.analyse solids liquids and gases in tems of how closely packed they are."
PHE,Gymnastics,"By the end of he lesson, Pupils should be able to: i. disccus definition of gymnastics. ii. identify types of gymnastics activities e.g. agility/floor acivities, stunts etc. iii. execute gymnastics activities"
IT,Writing and sending emails Receiving ard replying emails Adding files to emails,"By the end of the lesson, pupils should be able to: i. Expriment writing sending and replying mails ii. Describe the process of attaching files to emails"
9(Basic Science),"STATES OF MATTER -Properties of Solids, liquids and gases. -Change of state: melting, freezing. evaporation,","By the end of the lesson, pupils should be able to i. describe the properties of each state of matter in terms of attraction between the particles of a substance; ii. analyse how a substance changes state iii. explain melting. freezing, evaporation, condensation."
PHE,Gymnastics activities with aparatus,"By the end of the lesson, Pupils should be able to i. desribe gymnastic activities with aparatus ii. demonstrate gymnastic activities with aparatus iii. execute gymnastic activities with aparatus e.g walking on beam, rope climbing"
IT,Internet Safety -Definition -Safe internet uses -Online threats,"By the end of the lesson, Pupils should be able to i. define internet safety ii. outline ways of using the internet safely iii. define online threat iv. outline types of online threat"
10(Basic Science),"MATERIALS AND MAINTENACE -materials used in technology wood, metal, plastic -types of wood, metal, plastic -uses of material","By the end of the lesson, Pupils should be able to i. identify materials used in technology wood, metal, plastic ii. state types of wood, metal, plastic iii. examine the uses of materials use in technology"
PHE,Recreation,"By the end of the lesson, Pupils should be able to i. discuss definition of recreation ii. identify the two components of recreation iii. analyze between indoor nad outdoor recreation iv. tabulate indoor and outdoor recreation"
IT,Hyper Text Mark-up Language (HTML) document. -Identify HTML tags -HTML document structure -Learn HTML,"By the end of the lesson, Pupils should be able to i. define HTML and explain its functionalities"
11(Basic Science),MAINTAINANCE: -Meaning of maintenance. -Needs for maintenance. -Advantages ofmaintenance,"By the end of the lesson, pupils should be able to: i. formulate the meaning of maintenance; ii. State the need for maintenance; iii. Explain the advantages of proper maintenance"
PHE,Introduction to Direction (four cadnal points),"By the end of the lesson, Pupils should be able to: i. descriabe four cardinal point ii- desgn cardinal point iii. give significance of four cardinal points"
12,REVISION,REVISION
13,EXAMINATION,EXAMINATION
