0,1,2
,CLASS,Primary/Basic 5
,SUBJECT,Information Technology
,TERM,Second Term
WEEK,TOPICS,Learning Objectives
1,REDDINESS TEST/REVISION OF FIRST TERM’S WORK,
2,Search Engine -Definition -Explanation of different search engine,"By the end of the lesson, Pupils should be able to i. Explain search engine ii. outline the different types of search engine"
3,Search Engine -Explanation of different search engine,"By the end of the lesson, Pupils should be able to i. explain search engine ii. Outline the different types of search engine"
4,Understanding electronic mails -Definition -Creation of emails Explaining menus on the email interface.,"By the end of the lesson, pupils should be able to: i. Define electronic mails ii. Explain menus on the email interface iii. Create email account"
5,Electronic mails -Definition -Creation of emails -Explaining menus on the mail interface.,"By the end of the lesson, pupils should be able to: i. Define electronic mails ii. Explain menus on the email interface iii. Create email account"
6,Wriring and sending emails -Receiving and replying emails,"By the end of the lesson, pupls should be able b: i. Experiment writing, sending and replying emails ii. Describe the process of attaching files to emails"
7,MID TERM BREAK,MID TERM BREAK
8,Writing and sending emails Receiving ard replying emails Adding files to emails,"By the end of the lesson, pupils should be able to: i. Expriment writing sending and replying mails ii. Describe the process of attaching files to emails"
9,Internet Safety -Definition -Safe internet uses -Online threats,"By the end of the lesson, Pupils should be able to i. define internet safety ii. outline ways of using the internet safely iii. define online threat iv. outline types of online threat"
10,Hyper Text Mark-up Language (HTML) document. -Identify HTML tags -HTML document structure -Learn HTML,"By the end of the lesson, Pupils should be able to i. define HTML and explain its functionalities"
11,Revision,
12,REVISION,REVISION
13,EXAMINATION,EXAMINATION
