0,1,2
,CLASS,Primary/Basic 2
,SUBJECT,History
,TERM,Third Term
WEEK,TOPICS,Learning Objectives
1,WELCOME TEST AND REVISION,"By the end ofthc lcsson, pupils should be able to: I. revise all learning activities between first and second term"
2-3,HISTORY OF LAGOS STATE,"By the end of the lesson, pupils should be able to. 1. Define the word state 2. Write the features of a state, 3. Locate lagos state on a Map of Nigeria"
4-5,HISTORY OF LAGOS STATE CONTD,"By the cnd ofthc lcsson, pupils should be able to: I.explain the word ‘lagos’ 2.Give the original name of Lagos 3.TelI why the state was created"
6,HISTORY OF LAGOS STATE CONTD,"By the end of the lesson, pupils should be able to: 1. Identify the main division of the state i.e. IBILE 2. Name colours of Lagos state Logo and their meaning."
7,MID-TERM BREAK,MID-TERM BREAK
8-9,HISTORY OF LAGOS STATE CONTD,"By the end offfe lesson, pupils should be able to: I-List the Governors of lagos state from its creation to date"
10-11,"MAJOR TITLE-HOLDERS IN THE STATE IDEJO CHIEF, WHITE CAP CHIEF","By the end of the lesson, pupils should be able to: 1. identify the major title holders in Lagos state 2.Name the pre- colonial state where these title holders are found 3.Discuss the Roles of title holders"
12,REVISION,All learning objectives employed for the session
13,EXAMINATION,EXAMINATION
