0,1,2
,CLASS,Primary/Basic 3
,SUBJECT,Civic Education
,TERM,Second Term
WEEK,TOPICS,Learning Objectives
1,Revision of First Term’s Work/First Term Examination Questions,Pupils should be able to: -Answer some questions from last term topics through revision done with them by the teacher
2,National Identity -Meaning of National Identity -Element of naåonal Identity,Pupils should be able to; i. Explain community ii. Analyze the types of community iii. Highlight various types of community
3,Elements of National Identity -National Anthem -National Pledge -National Currency -Nigerian Passport etc -Working for the success of the nation -Payment of taxes,Pupils should be able to; i. explain the meaning of National Identiti ii.elements of national identity iii. recite the national anthem
4,Elements of national Identity (Contd),"Pupils should be able to: i. Identify the elements of national identity, ii. highlight the examples Of element of national identity. iii. recite the National pledge"
5,Patriotism -Meaning of patriotism -How to show patriotism. e.g. Promoting our civic responsibilities,Pupils should be able to; i. explain patriotism ii. demonstrate and explain how to show patriotism iii. analyze ways to promote our civic responsibilities
6,Reasons why Nigerians should be patriotic -To promote unity -To promote development -To ensure full and proper use of resources -To help the nation benefit from our knowledge and skills,Pupils should be able to: i. highlight the reasons for patriotism. ii. explain ways to promote unity in class and at home iii. discuss ways the nation can benefit from our knowledge and skills
7,MID-TERM BREAK,MID-TERM BREAK
8,Reasons for patriotism (contd.) -Consequences of not being patriotic as a nation -Benefits of being patriotic as a nation,Pupils should be able to: i. Identify the consequences of not being patriotic as a nation ii. discus some of the consequences. iii. explain some of the benefits of being patriotic as a nation.
9,Revision,Revision
10,Revision,Revision
11,REVISION,REVISION
12,EXAMINATION,EXAMINATION
