0,1,2
,CLASS,Primary/Basic 5
,SUBJECT,Cultural and Creative Art
,TERM,Second Term
WEEK,TOPICS,Learning Objectives
1,Readiness test Introduction to Weaving using Paper,"By the end of this lesson, pupils should be able to: i. identify some weaving objects in and outside the classroom; ii. explain the meaning weaving; iii. mention types of weaving; iv. Weave a mat with strips of paper using plain weaver."
2,Mosaic,"By the end of the lesson, pupils should be able to: i. identify some mosaic work in/outside the classroom; ii. explain the meaning of mosaic; iii. list materials and tools for making mosaic; iv. Create mosaic to reflect on some happenings or topic like Covid19, cultism, rape,corruption etc."
3,Music Notes and their values,"By the end of the lesson, pupils should be able to: i. explain music notes; ii. list examples of music notes; iii. write the values of music notes; iv. clap he rhythms of the music notes,"
4,Creating Music Solfa Notafion,"By the end of the lesson, pupils should be able to: i. identify and wite value of solfa notation; ii. Set words to solfa notation; iii. Clap rhythm of the phrase set to music; iv. Play the note on an instrument."
5,Creating a play with the theme of honesty/ integrity/ right attitude to work,"By the end of the lesson, pupils should be able to: i. explain the meaning of a given value e.g. honesty; integrity etc. in the class. ii. create a play scenario based on the given theme; iii. state the uses of drama in teaching values."
6,Dance Motif,"By the end of the lesson, pupils should be able to: i. explain motif in dance; ii. state how motif can be applied to the study and practice of dance; iii. list the importance of dance motifs,"
7,MID TERM TEST/ OPEN DAY,MID TERM TEST/ OPEN DAY
8,Acting,"By the end of the lesson, pupils should be able to: i. state the meaning of acting; ii. explain who an actor is,’ iii. mention five popular Nigerian actors: iv. act a short (5) five minutes play."
9,Impersonation,"By the end of the lesson, pupils should be able to: i. state the meaning of impersonation; ii. explain the difference between impersonation and acting; iii. demonstrate on how to impersonate."
10,Developing Character in a Play,"By the end ofthe lesson, pupils should be able to: i. explain how to develop their part in a play they are acting; ii. mention basic tools of an actor, iii. perform body and voice exercises,"
11-12,REVISION,REVISION
13,EXAMINATION,EXAMINATION
