0,1,2
,CLASS,Primary/Basic 4
,SUBJECTS,History
,TERM,Third Term
WEEK,TOPICS,Objectives
1,WELCOME TEST/REVISION,"By the end of the lesson, pupils should be able to: i. revise all learning objectives done during first and second term"
2,"HEROES IN NIGERIA ENVIRONMENT , -JAJA OF OPOBO , -NANA OF ITESIKIRI, -HERBERT MUACAULAY, -OSAFEMI AWOLOWO , -NNAMDI -NMADU BELLO -SAM ORWARAJI, -GANI FAWEHENlMl","By the end of the lessons, pupils should be able: i.Explain the Meaning of Hero ii.List some Hero’s in their Loacality iii.Discuss the background of the hero’s to greatness iv. Desaibe the contribution of some heroes in their locality"
3,"HEROINES IN NIGERIA -QUEEN AMINA. -QUEEN IDA , – FUNMILAYO RANSOME KUTI – MARGRET EXPO , -GÅNBO SWABA , -AMEYO ADADEVOH","By the end of tie lesson, pupils should be able to: i. Explain the meaning of Heroine ii. List some heroine in their bcality iii. Discuss the background of these heroines to greatness iv. Ten and me the contribuåon of some heroines in their local’"
4-5,"SOME NIGERIAN PEOPLES; -NORTHERN NIGERIA HAUSA FULANI, JUKIJIN, NUPE , IGALA, KANURI, GWARA, IDOMA, BARIBA, IGBIRRA , E.T.C","By the end of tie lesson, pupils should be able to: i.Discuss the tradition of origin of these people ii Name the towns and state there frese people are located iii. Examine the inter group relations or socialization of these people iv. Locate these people in the map of Nigeria."
6,"SOME NIGERIAN PEOPLES YORUBA EDO,ITESKIRI, EFIK, IBIBIO ISOKO, IJAW (CONTD)","By the end of the lesson, pupils should be able to: i. Discuss the tradition of these people ii.Name the towns and the state where these people are located iii.examine the intergroup relation and socialization of these people"
7,MID TERM BREAK,MID TERM BREAK
8-9,"IMPORTANT HISTORICAL FEATURES AND SITES IN SOUTHERN NIGERIA ; WATERFALL MOSQUE ,CHURCHES","By the end of the lesson, pupils should be able to: 1. List important historical features and sites in Southern Nigeria ii. Name the towns , cities and states where these historical features and cities are located iii. Describe the features and sites in southern Nigeria iv. Explain the significanceof these historical features and sites to the develo mentofNi eria"
10-11,REVISION,All learning objectives used during the session
12,EXAMINATION,EXAMINATION
