0,1,2
LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEME OF WORK FOR PRIMARY SCHOOLS,LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEME OF WORK FOR PRIMARY SCHOOLS,LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEME OF WORK FOR PRIMARY SCHOOLS
Cultural and Creative Art Scheme of Work for Primary/Basic 5,Cultural and Creative Art Scheme of Work for Primary/Basic 5,Cultural and Creative Art Scheme of Work for Primary/Basic 5
,CLASS,Primary/Basic 5
,SUBJECT,Cultural and Creative Art
,TERM,First Term
WEEK,TOPICS,Learning Objectives
1,Types of Drawing /Readiness test,"By the end of the lesson, pupils should be able to: i. identify different types of drawing; ii. compare different types of drawing; iii. create different types of drawing."
2,Creating Music with Solfa Notation,"By the end of his lesson, pupils should be able to: i. write soffa names; ii. Interpret solfa in time; iii. sing solfa notaton of “Ise agbe n ise ile wa”; iv. play the song on a musicd instrument"
3,Role play,"By the end of this lesson, pupils should be able to: i. explain the reaning of role playing; ii. explain who an actor/actress is; iii. role play a leader leading school"
4,Card Making and Decoration,"By the end of this lesson, pupils should be able to: i. list the types of cards; ii. itemize the uses of cards; iii. list materials for making cards; iv. create cards for a particular ceremony."
5,Song/Music with Nigerian Identity,"By the end of this lesson, pupils should be able to: i. identify some values relating to patriotism in a given song; ii. sing part of the given song e.g. “which way Nigerian by Sonny Okosun; iii. identify other patriotic singers."
6,Meaning and Objectives of Traditional appreticeship system,"By the end of this lesson, pupils should be able to: i. describe apprenticeship system; ii. justify the objectives of apprenticeship system in our environment; iii. survey trades where apprenticeship system is practiced in their environment."
7,TESTIMID.TERM/OPEN DAY,TESTIMID.TERM/OPEN DAY
8,Imaginative and Creative Drawing,"By the end of this lesson, pupils should be able to: i. describe imaginative drawing; ii. draw from imagination; iii. interpret created artwork"
9,Rhythmic Pattern,"By the end of this lesson, pupils should be able to: i. tap the bass drum rhythm of the Nigerian National Anthem; ii. mention types of rhythm; iii. count a given rhythm; iv. tap a given rhythm."
10-11,REVISION,REVISION
12-13,EXAMINATION,EXAMINATION
