0,1,2
,CLASS,Primary/Basic 5
,SUBJECT,Yoruba
,TERM,Second Term
WEEK,TOPICS,Learning Objectives
1,Idanwo Ranpe fun ibere saa tuntun,"Ni opin Idanilekoo, åwon akekoo yoo lé: i. Rånti gbogbo imo ateyinwa lori eko yii ii. Won yöo mo asise won ati ona atunse"
2Ede,Äkaye — Fifa örö to ta koko yo pelu itumo won.,"Ni opin Idanilekoo, åwon akekoo yoo lé: i. Ka akaye ni ii. Fa koko inu åkåyé yo iii. Se ‘ltupale awon oro to takoko -Dåhün ibééré lori eko"
Asa,Ilana Igbeyawo Ibile,"Ni opin Idanilekoo, åwon akekoo yoo lé: i. Salåyé ohun ti igbéyawo je? ii. Daruko ilånå / igbése Igbéyåwo Äpeere: Ifojusode, iwådii, alarina, isihun, abbi. iii. Daruko åwon ohun elo idåna obi,orogbo, isu, oyin, iyo, sugå, åådün, Ireké, abbl. -Dahün lbéere lori eko"
Lit,Kika iwe åpileko ati gbådegbå,"Ni opin Idanilekoo, åwon akekoo yoo lé: i. Ka iwe litireso ni åkågbådun ii. Fa koko inti iwé kikå yo iii. Salaye eko ati ise ti we naa n ran si åwujo iv. Dåhun lbéere lori eko"
3Ede,Oruko osu to wa ninu odun ni ede Yorubå,"Ni opin Idanilekoo, åwon akekoo yoo lé: i. Dårüko awon osu ninu odun ii. Jiroro nipa påtåki osu naa iii. Sålåyé bi a se n pe awon 0su naå ledé Yorübå iv. So iyato oruko 0su naa lédé Öyinbo ati Yoruba v. Ko orin ti so nipa awon 0su naa vi. Dahun ibéere lori èko"
Asa,Âfiwé ìgbeyàwo Ibile ati tode-oni,"Ni opin Idanilekoo, åwon akekoo yoo lé: i. So iyato laarin igbeyawo aye atijo ati ode oni ii. Salaye ijora ati iyato laarin ugbeyawo aye atijo ati ode oni iii. Jiroro nipa awon ona igbeyawo won yi iv. Dahun ibeere lori eko"
Lit,Kika iwe ere onitan keekeekee,"Ni opin Idanilekoo, åwon akekoo yoo lé: i. Ka iwe na ni akagbadun ii. Fa koko ninu iwe kika naa iii. Jiroro nipa awon asa to suyo iv. Fa akanlo-ede ati owe inu iwe kika yo v. Salaye awon eko ti o jeyo ni bala ibi kika vi. Dahun ibeere lori eko"
4Ede,"Oro ise keekeekee ninu gbolohun -Apeere, de, wa, je, lo, sun, gba, pa, abbi.","Ni opin Idanilekoo, åwon akekoo yoo lé: i. Fa oro ise yo ninu gbolohun ii. Salaye ise ti oro ise n se ninu gbolohun iii. So iyato laarin oro ise keekeekee ati nla iv. Dahun ibeere lori eko yii"
Asa,"Alaye nipa awon ohun idana ni ile Yoruba -Apeere, Isu obi, orogbo, ataare, oyin abbi","Ni opin Idanilekoo, åwon akekoo yoo lé: i. Daruko awon ohun elo idana ii.Salaye bi a n se lo awon ohun elo idana ninu asa igbeyawo iii. Jiroro nipa ohun ti okookan duro fun iv. Dahun ibeere lori eko yii"
Lit,Owe to suyo ninu Itan apenileko,"Ni opin Idanilekoo, åwon akekoo yoo lé: i. Sålåyé itumo owe ii. Soro nipa orisisi owe åti won iii. Fa owe yo nibi abala iwé kika iv. Jiroro nipa anfaani owe. v. Dåhun beere lori eko"
5Ede,Onka Yorübå lati igba dé öodunrun (200-300),"Ni opin Idanilekoo, åwon akekoo yoo lé: i. Tesiwaju ninu kika onka ii. Ka onkå låti igba dé oodunrun iii. Se aropo åti ayokuro onkå iv. Se isodipupo onka v. Dähun lbéere Iori ekö yii"
Asa,ÄIåyé Iori åwon ohun idåna låyé åtijö åti ode-oni,"Ni opin Idanilekoo, åwon akekoo yoo lé: i. So iyato laarin ohun élo idåna låyé åtijo åti ode-oni ii. Wo Iyato laarin igbéyåwo ayé åtijo ati ode-oni iii. Dahun ibeere lori eko yii"
Lit,Kika lwe litireso ti Ijoba yan,"Ni opin Idanilekoo, åwon akekoo yoo lé: i. Ka iwé nåå fifinra won ii. Fa koko inu ltån nåå iii. Fa åwon oro tuntun inu iwé naa yo iv. Salaye awon eko inu iwe naa v. Jiroro nipa åwon ede-itan vi. Dahun Ibeere lori eko yii"
6Ede,"Oro ise onisilebu meji _Apeere: duro, jeun, ranju abii","Ni opin Idanilekoo, åwon akekoo yoo lé: i. Sålåyé ise ti oro-ise n se ninu gbolohun ii. Lo oro-ise ninu gbolohun iii. Fa oro-ise yo ninu gbolohun iv. Dahun ibeere lori eko yii"
Asa,Orin ibile ati iwulo wan,"Ni opin Idanilekoo, åwon akekoo yoo lé: i. Salaye kinun nipa orin ibile ii. Se akojo awon orin ibile iii. Jiroro nipa iwulo /pataki orin ibile iv. Dahun ibeere lori eko yii"
Lit,"Orisirisi owe Yoruba_ Apeere: Owe ikilo, alaye, imoran, ibawi, isiti, abii","Ni opin Idanilekoo, åwon akekoo yoo lé: i. Salaye kini owe ii. Menuba pataki/iwulo owe lawujo yoruba iii. idi to Yoruba fin powe iv. Jiroro nipa eko ninu owe v. Dahun ibeere lori eko yii"
7,Idanwo ranpe Ibewo åwon obi Isinmi Idaji såå keji,Idanwo ranpe Ibewo åwon obi Isinmi Idaji såå keji
8Ede,Lilo oro-ise keekeeke onisilébü meji ni gbolohün,"Ni opin Idanilekoo, åwon akekoo yoo lé: i. Se åkojo awon oro- onisilebu méji ii. Lo wön ni gbolohün iii. Da oro-ise onisilébu meji mo ninu gbolohün iv. Dåhün ibeere lori eko"
Asa,"Ohun élo fun oge sise laarin åwon obinrin åti Imura. -Äpeere: osun, ådi-ågbon, lååli, pse dudu, abbi.","Ni opin Idanilekoo, åwon akekoo yoo lé: i. Dåruko awon ohun élo oge sise ii. Sålåyé bi a se n l0 ökoökan fun sise ara oge -Jiroro nipa bi a se n se awon ohun wonyi ose-düdü, ådi-ågbon, osün, abbl. -Dåhün lbééré lori eko"
Lit,Oriki idile- Didåruko oriki Idile kan åti ålåyé åwon koko,"Ni opin Idanilekoo, åwon akekoo yoo lé: i. Sålåyé oriki ldile ii. Dåruko orisirisi oriki Idilé, bi åpeere: – oIöfå, areese, Onikoyi iii. Se itüpale oriki Idile kökan iv. Fa koko ti o suyo ninu oriki yo v. Menuba pataki/lwulo oriki idilé vi. Dahun ibeere lori eko yii"
