0,1,2
LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS,LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS,LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS
Civic Education Scheme of Work for Primary/Basic 3,Civic Education Scheme of Work for Primary/Basic 3,Civic Education Scheme of Work for Primary/Basic 3
,CLASS,Primary/Basic 3
,SUBJECT,Civic Education
,TERM,First Term
WEEK,TOPICS,Learning Objectives
1,Meaning of Civic education,"Pupils should be able to: i. discuss the meaning of civic education ii, Identify reasons for civic education in the society"
2-3,Components of civic education,Pupils should be able to: i. dentify the component of civic education ii. explain the meaning Nationality iii. highlight conditions of belonging to a state
4,Component of Civic education contd. -Benefits of being a nationale -Right to vote -Acess to government,Pupils should be able to: i. explain the word Nationale ii. identify the Benefits ofbeing a nationale iii. discuss the of being a nationale
5,Right and duties,Pupils should be able to: i. explain the meaning of rights / duties ii. identify various examples of rights and duties of an individual iii. highlight the importance of rights & duties to individual in the society
6,Rights and duties – Right to life – Right to education,Pupils should be able to: i. discuss on rights in relaåon life and education ii. highlight types of rights iii. demonstrate various types of rights and dutes
7,MID-TERM BREAK,MID-TERM BREAK
8,Democratic practices -Registration -campaign,Pupils should be able to: i. Explain the meaning of ii. democracy iii. describe democracy in the immediate environment iv. identify and discuss democratic practices
9,Benefit of democracy -Freedom of speech -Freedom of association,-Pupils should be able to: i. Explain the benefit of democracy in the society ii. discuss and explain -Freedom of speech with example -Freedom of Association with example iii. Differentiate bebueen freedom of speech and freedom of associaäon
10,Community values: -Types of values -Honesty -Cooperation -Self reliance,Pupils should be able to: i. explain the meaning of Value ii. highlight various types of value iii. discuss the different types of value and its importance
11,Revision,Revision
12,REVISION,REVISION
13,EXAMINATION,EXAMINATION
