0,1,2
,CLASS,Primary/Basic 4
,SUBJECT,Yoruba
,TERM,Third Term
WEEK,TOPICS,Learning Objectives
1Ede,Idanwo ranpe fun ibeere saa tuntun,"Ni opin idanilekoo, awon akekoo yoo le: i.Gbaradi fun ise saå tuntun ii. Ranti åwon eko ti won ti ko ni såå o koja"
Asa,Atunyewo eko lori asa,"Ni opin idanilekoo, awon akekoo yoo le: i. Rånti gbogbo imö åti eko ateyinwa"
Lit,Atunyewo eko nipa literaso,"Ni opin idanilekoo, awon akekoo yoo le: i. Råntå gbogbo imö ati åteyinwa. ii. Nå imö kikun iii. Dahun ibeéré Iori ohunti won ko"
2Ede,Onkà Yorûbâ – Ogorun-un – Ââdojo (100-150),"Ni opin idanilekoo, awon akekoo yoo le: i. Sàlàyé ilàna ti a n gbà ka ònkà Yorubâ: ii. Ilana ilopo iii.llana aropo iv. Ilana ayokürò v. Ka onka lati ogôrûn-un de aadojo"
Asa,Orikì Orilë ati itumo re,"Ni opin idanilekoo, awon akekoo yoo le: i. Sàlàyé ohun orikì orilë jê ii. Darüko orisìi orikì orilë kòokan iii. jiròrò nipa koko ti o je yo ninü orikì orilë. iv. Sàpèjuwe ìyàto Iaàrin oriki orile kan si ìkeji."
Lit,itan Akoni: Balogun ibikunlé,"Ni opin idanilekoo, awon akekoo yoo le: i.Salayé nipa ìtan igbési ayé Balogun ibikünlé ii. Darüko ìlü ti ati bi Balogun ibikünlé iii. So nipa ișę rere ti okunrin naâ șe,"
3Ede,Ônkâ Yoruba: aadojo dă igba (150-200),"Ni opin idanilekoo, awon akekoo yoo le: i. Ka Ônkâ lăti aadojo de igba (150-200) Îi. SâIâye bi a șe Io âmi Îsędipupo, ayokuro âti âșopo iii. llânâ onkâ âdăyeba âti ode-oni."
Asa,Âwon ohun ti o un farahân ninu oriki orîlë,"Ni opin idanilekoo, awon akekoo yoo le: i. Sâlâye ki ni oriki orilë. ii.Dâruko oriki orilë âti iran kookan iii. Răntî âwon ohun ti ri fojóhân nînu âwon oriki orilë iv. menuba pataki ati i owulo oriki onile"
Lit,Itan Akoni Herbert Macauly,"Ni opin idanilekoo, awon akekoo yoo le: i. Sâlâye ‘ltân igbosi aye akoni yii ii. Oodun ti a bi Herbert Macauly iii. Sàlàyé àwon ise rere ti o se iv. jiroro nipa awon ohun ti o so arakunrin naà di akoni."
4Ede,Oro Oruko,"Ni opin idanilekoo, awon akekoo yoo le: i. fun oro oruko ni orikì ii. Sàlàye ëya oro orüko bi àpeere: Âridìmü, afòyemò, aseeka, alafiseeka, orüko ibìkan, abbi. iii. Ko apeere oro orüko kòkan iv. Menuba abùdâ oro orüko àti ise won"
Asa,Kiki Oriki Orile,"Ni opin idanilekoo, awon akekoo yoo le: i. Ki orikì onile ìran kookan ii. Sàlàyé koko tô joyo ninu orikì kookan iii. So nipa ìtan to ro mo orikì kookan iv. Toka si eewo iran kookan v. So nipa ibi ti iran naa"
Lit,Itan Akoni Ransome Kuti,"Ni opin idanilekoo, awon akekoo yoo le: i. Sålåyé itån Igbési aye akoni yii ii.odün ti abi Ransome Kuti iii. Sålåye awon ise rere ti o se iv. jiroro nipa awon ohun ti o so arakunrin nåå di akoni."
5Ede,Oro Orüko – Ise ti oro oruko n se ninu gb0lohün,"Ni opin idanilekoo, awon akekoo yoo le: i. Ki eéki oro orüko ii. Sålåyé ise ti orö oruko n se ninu gbolohun . B.A. Olüwå, Äbo ati eyån iii. Pin oro oruko si isori iv. Ko oro orüko sile"
Asa,Eewo ti aisan mü wa,"Ni opin idanilekoo, awon akekoo yoo le: i, Sålåyé ki ni ééwo ii. Dåruko orisi eewo to wa iii. Salaye Ohun to sokunfå eewo wonyi iv. Pin eewo si isori eewo alian, eewo Imototo, eewo ise, eewo Iran / Idile v. Dåhün beere lori eko"
Lit,Itan Akoni -Obafemi Äwolowö,"Ni opin idanilekoo, awon akekoo yoo le: i, Se åpéjüwe Oloyé Qbåfémi Awolowö ii. So nipa itån Igbesi ayé 0loyé Obåfémi Awdlowo iii. Sålåyé ise ribiribi ti okünrin naå nigbå aye re eyi ti o so o di akoni."
6Ede,Fifa orö oriko yo ninu gbolohun édé Yorüba,"Ni opin idanilekoo, awon akekoo yoo le: i. Da örö oruko mo ninü gbolohün ii. Såpéjüwe orisi orö oruko iii. Toka si ise ti oro oruko o se nini gbolohün"
Asa,Itumo to o ro mo eewo kookan,"Ni opin idanilekoo, awon akekoo yoo le: i. Sålåye åwon ééwo ti aisan mu wa ii. So nipa ééwö ti o jemo ise kookan iii. Se åkojo éewo lorisirisi iv. Daruko eewo fun ìlera titi Imototo"
Lit,Itan Akoni Mosudi Olawale Abiola,"Ni opin idanilekoo, awon akekoo yoo le: i. Se àpèjüwe Mosüdì Olawâlé Abiolâ ii. So ìtàn ìgbési ayé Môsüdì Abiola MKO iii. Salaye awon isê ribiribi té se nigbà ayé re iv. Ya àwòrén MKO Âbiola."
7,Idanwo Ranpe/lbewo/Olidè ìdaji saa,Idanwo Ranpe/lbewo/Olidè ìdaji saa
8Ede,Aroko Oniroyin,"Ni opin idanilekoo, awon akekoo yoo le: i. ki oriki aroko oniroyìn ii. Sàlayé ìlànà kiko aroko oniroyìn -Ifaara, àlayé, ìgunle, abbl. iii. Ko aroko oniroyìn Iori koko oloro kan"
Asa,Eewo ti aisan,"Ni opin idanilekoo, awon akekoo yoo le: i. Salaye lori ewo aisan ati idi to o fin je eewo ii. Tunmo awon eewo wonyi iii. Daruko awon eewo ti aisan mu wa"
LIt,Itan Aboni-Moremi,"Ni opin idanilekoo, awon akekoo yoo le: i. Sàpèjuwe Morèmi Ajasoro bi Aboni ii. Salàyé itan igbesi aye re iii. So nipa ise ribiribi to se nigba aye re"
9Ede,Aroko Asapejuwe,"Ni opin idanilekoo, awon akekoo yoo le: i. Ki oriki aroko asapejuwe ii. Salaye ilana kiko aroko asapejuwe -ifaara, afaye, igunle, abbi"
Asa,Anfant ti o wa nibi Pipa ééwo mo,"Ni opin idanilekoo, awon akekoo yoo le: i. Salaye anfani ti o wa ni bi papa eewo mo ii. Daruko awon eewo ile yoruba ati ohun ti o ro mo ewo na iii. So pataki pipa eewo mo"
Lit,ltån Aboni – Efunroyé Tinubu,"Ni opin idanilekoo, awon akekoo yoo le: i. Såpejuwe aboni obinrin – Efunroyé Tinubu ii. So nipa Itan Igbési ayé re iii. Toka si ise ribiribri to se nigbå aye re -Ya åworan Efunroyé Tinubu"
10Ede,Äroko Asåriyånjiyån,"Ni opin idanilekoo, awon akekoo yoo le: i. Ki oriki eewo asariyanyin ii. Salaye ilana kiko aroko asariyanjiyan – ifara, alaye, igunle abbi iii. Ko aroko asariyanjiyan lori koko oro kan"
ASa,Ééwö Iran/ilu,"Ni opin idanilekoo, awon akekoo yoo le: i. Salaye eewo ilran ati ilu kookan ii. Såläyé okünfai ééwö naä iii. So iyipadå to dé bå eewo yi"
Lit,Itesiwaju Itan Aboni- Funmilayo Kuti,"Ni opin idanilekoo, awon akekoo yoo le: i. Såpéjåwe aboni Obirin Funmilayo Kuti ii. So nipa Itan Igbési ayé re iii. T’ oka si ise ribiribri to se nigba aye re -Ya aworan Funmilayo Kuti"
11Ede,Eya Ara Fifo,"Ni opin idanilekoo, awon akekoo yoo le: i. ki eéki eyå ara ifo ii. dåruko åwon eya ara ifo tö wå fun iro édé pipe iii. pin eyå ara ifö si åsunsi ati akanmole"
Asa,"Kiki Oriki Ilu bii Ife, Ékiti, Éko abbl.","Ni opin idanilekoo, awon akekoo yoo le: i. ki oriki åwon bii Öyo, Ékitl, Éko, abbi. ii. Salaye awonh koko inu oriki naa iii. Jirorö nipa åbüdå ilü koökan"
Lit,Itan Aboni – Klidlråtü Abiola,"Ni opin idanilekoo, awon akekoo yoo le: i. Sapejuwe aboni obinrin Kudiråtu Abiölå ii. So nipa Itan igbési aye re iii. T oka si ise ribiribri to nigbå aye re -Ya aworan Kudiratu"
12,"Ałunyewo ęko lori ișë saâ ninu Ëdë, Âșâ âti litłreșo","Ałunyewo ęko lori ișë saâ ninu Ëdë, Âșâ âti litłreșo"
13,"Akanșe idanwo lori ișę odun yii ninu Ëde, Âșâ âtl litłreșo","Akanșe idanwo lori ișę odun yii ninu Ëde, Âșâ âtl litłreșo"
