0,1,2
,CLASS,Primary/Basic 3
,SUBJECT,Basic Science
,TERM,Second Term
WEEK,TOPICS,Learning Objectives
1,Revision of 1st term work,Revision of 1st term work
2,Air In Motion I -Wind -Meaning of wind -Effects of wind,"By the end of the lesson, pupils should be able to: i. explain the meaning of wind; ii. describe the effect of wind on human and non-living things balloons,windmill etc) ; iii. demonstate how wind works."
3,Air in Motion Il -Harmful effects of wind,"By the end of the lesson, pupils should be able to: i. identify the useful effect of wind ii. explainthe harmful effect of wind on living and non-living things. iii. demostrate the bad effect of wind."
4,Water -Uses of water -sources of water -conposition of water,"By the end of the lesson, pupils should be able to i. explain the method of obtaining water in their localities ii. sources of water iii. examine the composition of water iv. describe uses of water v. analyze the importance of water."
5,Qualities of water -Meaning of water -Qualifies of good/pure -Contamination of water -Dangers of drinking bad water,"By the end of the leson, pupils should be able to i. mention the methods of determining good quality water from their past ii. the qualities of good water iii. differentiate between good and bad water, iv. list the qualities of good water; v. substances that can contaminate water making it unfit for use; vi. discuss the dangers of drinkng bad water."
6,Water – Purifying water -Reasons for purifying water -Methods of purifications,"By the end of the lesson, pupils should be able to: i. identify the reason for purifying water; ii. explain different various methods of purifying water like boiling filtering, adding alum etc; iii. demonstrate med10ds of purifying water"
7,MID-TERM- ASSESSMENT,MID-TERM- ASSESSMENT
8,Water – Packaged water -Reasons for packaging -Samples of packaged water -Features of safe packaged water,"By the end of the lesson, pupils should be able to: i. compare packaged hater with unpackaged ones; ii. identify different packaged water, iii. discuss reasons for packaging water iv. describe the features of safe packaged water"
9,"Soil I – Imporünce to plants -Componens of the soil, -Uses of soil to plants","By the end of tie lesson, pupils should be able to: i. identify’ the components of soil; ii. discuss the uses of soil to plants: iii. Medium for plant to grow iv. Sources of nutrients and air v. demonstrate the planting of the secd in the soil"
,Soil Il- Importance to animals -Animal in the soil. -Uses of soil to animals,"By the end of the lesson, pupils should be able to: i. identify animals living in the soil (earthworms etc); ii. discuss the uses of soil to animals: iii. surface for human activities like farming, building, pottery making etc.; iv. highlight the nutrients animals derive from the soil"
,REVISION,REVISION
,EXAMINATION,EXAMINATION
