0,1,2
,CLASS,Primary/Basic 4
,SUBJECT,Cultural and Creative Art
,TERM,Second Term
WEEK,TOPICS,Learning Objectives
1,Readiness test Elements of Design Resumption Test,"By the lesson, pupils should be able to: i. explain and list elements of design, ii. collegiate lines, colour and elements of design, ill. distinguish elements of design with drawing and state the use of it."
2,Foreign Musical Instruments,"By the end of the lesson, pupils should be able to: i. Identify and name foreign musical instruments, ii. Differentiate and demonstrate how those musical instruments are played and their shape, iii. Categorise those foreign musical instruments accordingly,"
3,Features of Nigerian Traditional dance,"By the end of the lesson, pupils should be able to: i. Identify traditional dances in Nigeria, ii. State some feature of specific traditional dances in Nigeria, iii. Participate in the traditional dance of cultures in Nigeria."
4,Care of Environment,"By the end of the lesson, pupils should be able to: i. describe environment with examples, ii. list objects/materials that can be found in the environment, iii. analyse how to take care of an environment."
5,Principles of Design,"By the end of the lesson, pupils should be able to: i. explain principles of design, ii. categorise principles of design, iii. create object with some of the principles listed."
6,Nigerian Musical instruments and sound they produce,"By the end of the lesson, pupils should be able to: i. identify and name some traditional musical instruments in their tribe, ii. demonstrate how they can be play and sounds they produce, iii. draw, play or describe traditional musical instuments their culture,"
7,Mid-Term/ Open-day,Mid-Term/ Open-day
8,Basic Movements in dance,"By the end of the lesson, pupils should be able to: i. identify steps of dance ii. state the meaning of time, space, effort and mood in their choice of dance, iii. present a short dance performance of their choice of dance."
9,Types of colours and Texture,"By tie end of the lesson, pupils should be able to: i. list all colours they have seen, ii. arrange colours as in primary and secondary colours, iii. draw 6 or 12 colour wheel and paint"
10,Songs/Music with Nigerian identity,"By end of the lesson, pupils should be able to: i. identify some of Nigerian popular art composers, ii. disünguish the trend of art composers, iii. develop, combine or create music along with the Nigerian art composers."
11,"Creating a play with the themes; Honesty, Integrity, Right Attitude to Work.","By the end of the lesson, pupils should be able to: i. present short play on Honesty, Right Attitude to work."
12-13,REVISION & EXAMINATION,REVISION & EXAMINATION
