0,1,2
,CLASS,Primary/Basic 1
,SUBJECT,Basic Science & Technology
,TERM,Third Term
WEEK,TOPICS,Learning Objectives
1,Readiness test & revision of 2nd term work,
2,Simple machine -Definition of simple machine -Example of simple machines,By the end of the lesson pupils should be able to: i. define simple machines; ii. name examples of simple machines; iii. classify simple machine used at school and at home; iv. analyse the importance of simple machlnes.
3,Simple Machine -The Safe use of simple machine,By the end of the lesson pupils should be able to: i. cxplain how to safety use simple machines; ii. demonstrate the use of simple machines in a safe way; iii. analyse the dangers of not being precautious when using simple machines.
4,Concept of technology -Meaning and benefit,By the of the lesson. pupils should be able to. i. explain the meaning of technology ii. state the benefit of technology; iii. describe how things are done before and now.
5,Technology in home : – Electric Gadget,"By the end of the lesson. pupils should be able to: i. explain what electricity is; ii. identify some appliances that use electricity. iii. create electrical gadget e.g toy car, torch light using battery etc."
6,"Technology in Transportation: Land, Air (vehicle, train, airplane)","By end of the lesson, pupils should able to: i. compare old means of transportation and the new one; ii. mention means of transportation by land; iii. analyze transportation by air; iv. contrast between transportation by air and transportation by land."
7,MID TERM BREAK,MID TERM BREAK
8,Transportation: Water,"By the end of the lesson pupils should be able to: i) explain modes of transportation by water e.g yatch, ship, submarine etc, ii. analyse the advantages of transportation by water. iii. mention the disadvantages of water transportation."
9,EXPLORING YOUR ENVIRONMENT I i.Things in the classroom ii.Things around the school and at home.,
10,EXPLORINGYOUR ENVIRONMENT II i. type of road within and outside the school; ii. functions of each road,By the end of the lesson. pupils should be able to: i. analse types of road around the school; ii. classify type of roads outside the school; iii explain the functions of roads.
11,EXPLORING YOUR ENVIRONMENT III -Walking along the roads and crossing the roads -Traflic light signs,By the end of the lesson„ pupils should be able to: i. demonstrate the right and wrong way of walking on the road; ii. what to do (rules) when crossing the roads; iii. identify the traffic light signs.
12&13,REVISION AND EXAMINATION,REVISION AND EXAMINATION
