0,1,2
LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS,LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS,LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS
Cultural and Creative Art Scheme of Work for Primary/Basic 4,Cultural and Creative Art Scheme of Work for Primary/Basic 4,Cultural and Creative Art Scheme of Work for Primary/Basic 4
,CLASS,Primary/Basic 4
,SUBJECT,History
,TERM,First Term
WEEK,TOPICS,Learning Objectives
1,WELCOME TEST AND REVIEW OF PRIMARY 3 WORK,General review of Primary 3 History schemes of work
2-3,COLONIAL ADMINISTRATION IN NIGERIA,"By the end of the lesson, pupils should be able to: 1 Explain the meaning of colony, colonizer colonized and colonial administration 2.Describe tho stmcture of colonial administration in Nigeria 3.Discuss how Nigeria was colonized by Britain 4.Write the impact rule on Nigeria"
4-5,THE EARLY REGIONS IN NIGERIA,"By the end of fre lesson, pupils should be able to: 1. Explain tie meaning of region 2. Name the early regions in Nigeria their year of and who created them 3. Tell the reasons why these regions were created 4.Locate trese regions on the political Map of Nigeria"
6,ETHNIC GROUPS -THE FOUR EARLY REGIONS IN NIGERIA,"By end of the lesson, pupils should be able to: 1. Explain the meaning of ethnic group 2. List the effnic groups within the four regions 3. Discuss the occupation of these ethnic groups. 4. Examine the inter group relatjonsas sodalization among these etinic groups’"
,MID TERM BREAK,MID TERM BREAK
8-9,COLONIAL ADMINSTRATIVE OF BRITISH PROTECTORATE HEADQUARTERS,"By the end of the lesson, pupils should be able to: 1. Describe the features of colonial administrative headquarters 2. Explain the reasons for the establishment of the early British administrative headquarters in Nigeria"
10-11,COLONIAL ADMINISTRATIVE HEADQUARTERS IN NIGERIA (CONTD),"By the end of the lesson, pupils should be able to: 1. Name the head of British colonial administration in Nigeria 2. Name to various colonial administrative in Nigeria 3. Name of British policy of administration in Nigeria 6, Discuss the effect of the indirect rule system on Nigeria"
12,REVISION,General Revision of First term work
13,EXAMINATION,EXAMINATION
