0,1,2
,CLASS,Primary/Basic 3
,SUBJECT,Basic Science
,TERM,Third Term
WEEK,TOPICS,Learning Objectives
1,Readines test/ Revision of 2nd term work,Readines test/ Revision of 2nd term work
2,Meaning and Charactetistics of plants -Clases Of plants -Characteristics of plants,"By the end of the lesson, pupils should able to: i. say the meaning of plant ii. identify and classify plants, iii. describe the characteristics of plants (presence of chrolphyll, defect to rays of light, have celulose. etc.)"
3,Uses of plants -Classes of plants based on life span -Uses of plant,"By the end of the lesson, pupils should be able to: i. mention examples of classes of plants; ii. examine plants based on their life span (annual, biennial, perennial etc.); iii. describe the uses of plants (food, medicine, hcrbs, furniture, wood as fuel, fruits etc. iv. analyze the importance of plants in thc environment"
4,Plants – As living things -Features of plants,"By the end of the lesson, pupils should be able to: i.identify the features of plants in the locality; ii. explains these observed features of animals"
5,Plants -As living things -Plane exhibiting characteristic of living things,By the end of the leson. pupils should be able to: i.Differentiate between plants and non-living things ii. Discuss plant exhibiting the cahracteristics of living things (growth. reproduction; feeding movement iritability etc iii. Compare plants and animals as living
6,Meaning and characterisucs of animals -Animals in their habitats -Classes of animals -Characteristics of animals,"By the end of the lesson, pupils should be able to: i. identify animals and their habitat; ii. describe the classes of animals (lower and higher animals); iii. describe the characteristics of animals iv. Compare lower animal with higher animals"
7,MID-TERM ASSESSMENT,MID-TERM ASSESSMENT
8,Uses of animals -uses of animals -Useful products from animals,"Byffe end of the lesson, pupils should be able to: i. describe common uses of animals; ii. identify useful products from animals; iii. examine other uses of animals (sport, games, security, transpon etc.) iv. analyse the importance of animals their environment"
9,Animals – As living things -Features,"By the end of the lesson, pupils be able to: i. identify the features of animals in the locality ii. explain the observed features ofanimals"
10,Animals – As living things (Characteristic),"by the end of the class pupils should be able to: i. Discuss animals exhibiting the characeristics of living things. feeding, movement, irritability etc ii. Differentiate between animals and other living things iii. Compare plants and animals as living things"
11,REVISON,REVISON
12,EXAMINATION,EXAMINATION
