0,1,2
,LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS,LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS
,Security Education Scheme of Work for Primary/Basic 1,Security Education Scheme of Work for Primary/Basic 1
,CLASS,Primary/Basic 1
,SUBJECT,Security Education
,TERM,First Term
WEEK,TOPICS,Learning Objectives
1,Concept of Security,By the end of the lesson; pupils should be able to: i. define the meaning of security; ii. describe how a security personnel looks like.
2,Concept of security,By the end of the lesson; pupils should be able to: i. mention security facts e.g. do not take anything from a stranger. ii. do not follow a stranger e.t.c.; iii. discuss strangers tactics.
3,Sources of Insecurity,"By the end of the lesson, pupils should be able: i. mention sources of insecurity. e.g -A dilapidated building -Filling station with no fire extinguisher."
4,Security- Alert signs,By the end of the lesson; pupils should i. explain the security alert signs ii. list and discuss the consequences of neglecting signs of security alert
5,Security colours,"By the end of the lesson, pupils should be able to: i. mention the security colours and meaning e.g Red, yellow, Blue, Green and Orange. ii. discuss the meaning of colours."
6,Security Gadget,"By the end of the lesson, pupils should be able to: i. List security gadget e.g. Camera, CCTV, microphone."
7,MIDTERM TEST/BREAK,MIDTERM TEST/BREAK
8,Office Security,"By the end of the lesson pupil should be able to: (l) mention home security tips e.g. Locking the doors, Flood light, detector e.t.c"
9,Office Security,"By the end of the lesson, pupils should be able to: i. mention the security measures to be taken in offices e.g locking doors, putting all electrical appliances off."
10,Personal Security,"By the end of the lesson; pupils should be able to : i. define personal security, ii. list components of personal security at home, school, on the road etc"
11,REVISION,REVISION
12,EXAMINATION,EXAMINATION
