0,1,2
,CLASS,Primary/Basic 4
,SUBJECT,Physical and Health Education
,TERM,Third Term
WEEK,TOPICS,Learning Objectives
1,READINESS TEST AND REVISION OF SECOND TERM’S WORK,READINESS TEST AND REVISION OF SECOND TERM’S WORK
2,ATHLETICS: Types of relay races -4x100m 4400m -medley relay,"By the end of the lesson, pupils should be able to: i. List the skills involved in track events such as relay."
3,RELAY SKILLS: -Baton grip -Take off -Non visual take over -Exchange,"By the end of the lesson, pupils should be able to: i. perform the skills involv in track events such as relay"
4,VOLLEYBALL -Volleyball skills digging volleying setting smashing spiking,"By the end of the lesson, pupils should be able to: i. List the skills in volleyball. ii Perform the skills in volleyball and count scores,"
5,SWIMMING i. Types of swimming stroke breast stroke butterfly frontcrawl ii. Safety rules,"By the end of the lesson, pupils should be able to: i. list the types of strokes in swimming ii. perform some of lhe strokes in swimming. iii. list the safety rules in swimming."
6,"PATHOGENS AND DISEASES -Meaning of pathogens -Types of pathogens- bacteria, fungi, virus, protozoa, -Meaning of diseases and types of diseases -Communicable and Non-communicable diseases","By the end of the lesson, pupils should be able to: i. explain the meaning of pathogens ii. list the types of pathogens iii. list types of diseases iv. differentiate between pathogens and diseases v. differentiate between communicable and non-communicable diseases"
7,MID TERM BREAK,MID TERM BREAK
8,SPREAD OF DISEASES i. Ways by which diseases are spread -Air -Food -Insect -Body contact ii. Examples of diseases spread by the following agents: -Air Tuberculosis -Food Diarrhoea -Insect Malaria -Bod contact Scabies,"By end of the lesson, pupils should be able to i. describe the ways diseases are spread ii. list examples of diseases spread by different agents"
9,DISEASE PREVENTIVE MEASURES,"By end of the lesson, pupils should be able to: i. discuss concept of disease ii. identify between signs and symptoms of disease iii. investigate preventive measures of diseases"
10,DRUG EDUCATION -Drug uses and their consequences -Ways of taking drugs i. through mouth ii. rubbing on skin iii. injection iv. inhaling -Alcohol and tobacco i. description of alchohol ii. types of alchoholic drinks,"By end of the lesson, pupils should be able to: i. list the ways drugs can be taken into the body ii. differentiate between alchohol and tobacco iii. state the reason why people drink and smoke iv. differntiate between the effect of alchohol and tobacco on the human body"
11,REVISION,REVISION
12,EXAMINATION,EXAMINATION
