0,1,2
,CLASS,Primary/Basic 6
,SUBJECT,Security Education
,TERM,Second Term
WEEK,TOPICS,Learning Objectives
1,Revision of Last term examination,
2,Security Management,"By the end of the lesson, pupils should bo able to: i. Define security management ii. List examples of security management"
3,Types of security management,"By the end of the lesson, pupils should be able to: 1. mention the types of security management 2. describe the types of security management mentioned"
4,Importance of security management -At home -At school -In the society,"By the end of the lesson pupils should be able to: 1. mention the importance of security management at home, school and in the society 2. describe the importance of security management at home, school and in society 3. distinguish security management at home, school and in society"
5,Safety and security management,By the end of the lesson pupils should be able to: 1. define safety 2. distinguish between safety and security management
6,Mid Term Break,Mid Term Break
7,Managing Security,"By the end of the lesson pupils should be able to: 1. cite ways to manage security develop ways of managing security 2. Reduce risk exposure 3. Assess ,plan and design implementation of overall security mana ement"
8,Threats to security,"By the end of the lesson, pupils should be able to: I. define threats Il. mention common security threat a) Bonnets b) Hacking c) Malware d) Phishing etc iii. Explain some security threats"
9,Combating threats to security,"By the end of the lesson, pupils should be able: 1. list ways of combating security threats 2. describe how to combat security threats 3. identify paces where there is security threats"
10,Revision,
12-13,EXAMIANTION,
