0,1,2
LAGOS STATE GOVERNMENT MINISTRY OF EDUCATIONUNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS,LAGOS STATE GOVERNMENT MINISTRY OF EDUCATIONUNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS,LAGOS STATE GOVERNMENT MINISTRY OF EDUCATIONUNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS
History Scheme of Work for Primary/Basic 2,History Scheme of Work for Primary/Basic 2,History Scheme of Work for Primary/Basic 2
,CLASS,Primary/Basic 2
,SUBJECT,History
,TERM,First Term
WEEK,TOPICS,Learning Objectives
1,WELCOME TEST/REVISION OF PRIMARY 1 WORK,General revision of all priMary 1 History scheme of work
2,"IDEGENEOUS PEOPLE OF LAGOS STATE AWORI, EGUN, IJEBU ETC.","By the end of the lesson, pupils should be able to: 1.Explain the meaning of indigene 2.1ist indigenes of Lagos state 3.identify indigenous people by their language and Foods"
3,"TRADITION AND ORIGIN OFPEOPLE OF STATE; AWORI, IJEBU E.T.C","By the end ofthe lesson, pupils should be able to: l.discuss the tradition of origin of the indigenous people of Lagos 2.Examine the relationship among the indigenous people of Lagos 3.identifythe most populous indigenous people of Lagos."
4,LOCATION ON THE INDIGENOUS PEOPLE OF LAGOS STATE,"By the end ofthe lesson, pupils should be able to: 1.Locate the indigenous people of Lagos state on the map of Lagos state"
5,"OTHER PRE-COLONIAL SETTLERS IN LAGOS; -THE BIM (EDO) , -TAPA(NUPE) -CREOLES (SIERRALEONE) – ARAMOS (BRAZILLIAN RETURNEES)","By the end of the lesson, pupils should be able to: l.identify the pre-colonial settlers in Lagos, 2.teIl why they settled in Lagos state 3.discuss the impact of the settlers on Lagos, 4.Name where the settlers migrated to, 5.compare the different ways of migration of these precolonial settlers."
6,INDIGENOUS OCCUPATION AND MODE OF TRANSPORTATION IN LAGOS,"By the end of the lesson, pupils should be able to: i. define occupation and transport 2. name the indigenous occupation of the people of Lagos state 3. list the indigenous transport system of Lagos state"
7,MID TERM BREAK,MID TERM BREAK
8-9,"NIGERIAN PEOPLE: -SOUTH WEST AND SOUTH- SOUTH,","By the end of the lesson, pupils should bc able to: I.ExpIain the meaning of ethnic group 2.List Nigerian people in the South West 3. l,ist of various South -South 4. locate these ethnic national list on the political map of Nigeria"
10,NIGERIAN PEOPLE; SOUTH EAST AND NORTH CENTRAL,"By the end of the lesson, pupils should be able to: 1. Identify people from thc South-East, 2. Identify peoplc from the North Cenfral, 3. Differentiates those people"
11,NIGERIAN PEOPLE -NORTHWEST AND NORTH EAST,"By the end of the lesson, pupils should be able to: 1,Name of Nigerian People in the North West 2.Name of people in south East 3.Locate these ethnic nationalities on the political map of Nigeria."
12,REVISION,Genenl Revision of the term work
13,EXAMINATION,EXAMINATION
