0,1,2
,CLASS,Primary/Basic 5
,SUBJECT,Physical and Health Education
,TERM,Third Term
WEEK,TOPICS,Learning Objectives
1,REVISION AND READINESS TEST,
2,Nutrition,"By the end of the lesson, Pupils should be able to: i. discuss concept of food and nutrition. ii. mention sources of food nutrient iii. highlight the nfritional deficiency diseases iv. investigate the characteristics of these deficiency disease"
3,Food and Nutrition,"By the end of the lesson, Pupils should be able to: i. mention the food nutrient ii. explain the effects of family size on nutrition iii. investigate the characteristics of nutritional deficient person"
4,Martial Art History of Judo,"By the end of the lesson, Pupils should be able to: i. discuss brief history of judo ii. itemize equipment of Judo iii. analyze the importance of judo iv. demonstrate judo skill"
5,Martial Arts -Rules of judo and Skills,"By the end of the lesson, pupils should be able to: i. state rules of judo ii. list teminologies in judo game iii. demonstrates tie judo basic skills"
6,Swimming Strokes,"By the end of the lesson, Pupils should be able to: i. discuss meaning swimming ii. demonstrate swimming strokes iii. explain most difficult easiest swimming stroke"
7,MID TERM BREAK,MID TERM BREAK
8,"Pathogens, diseases and prevention:","By he end of the lesson, Pupils should be able to: i. discus concept of disease and pathogen ii. mention types of pathogen e.g. bacterial, virus. iii. distinguish between disease and pathogen iv. Investigate ways of preventing diseases"
9,Diseases; Meaning. Signs and Synptoms,"By the end of the lesson, Pupils should be able to, i. discuss concept of disease ii. identify between signs and symptoms of diseases iii. compare between sickness and illness"
10,Meaning of communicable and non-communicable diseases,"By end of the lesson, Pupils should be able to: i. define communicable and non-communicable diseases ii. . list kinds of communicable diseases iii. give concepts of non. communicable diseases iv. identify types of non-communicäble diseases"
11,Issues and Challenges in PHE,"By the end of the lesson, Pupils should be able to: i. discus Issues and Challenges In sports ii. mention different types of issues and challenges drugs iii. list different types of drugs iv. highlight the uses of drug v. investigate the effects of drinking and smoking vi. summarize the effects of drugs on athlete"
12,Revision,Revision
13,Examination,Examination
