0,1,2
LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS,LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS,LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS
Physical and Health Education Scheme of Work for Primary/Basic 4,Physical and Health Education Scheme of Work for Primary/Basic 4,Physical and Health Education Scheme of Work for Primary/Basic 4
,CLASS,Primary/Basic 4
,SUBJECT,Physical and Health Education
,TERM,First Term
WEEK,TOPICS,Learning Objectives
1,Revision of Basic 3 work,
2,MOVING OUR BODY PARTS: -Walkin -Running -Sliding -Skipping -Hopping -Jumping,"By the end d the lesson, pupils should be able to. i. List the basic locomotor movements. ii. explain howto perform each of the locomotor movements, iii. demonstrate movement patterns."
3,MOVING OUR BODY PARTS (Il) 1.Non-locomotor movement: -Stretching -Bending -Twisting -Swinging -pulling,"By the end of the lesson, pupils should be able to: i. List any five non- locomotor movements, ii. State how to perform locomotor activities. iii. perform non- locomotor movement"
4,"ATHLETICS: Track event relay race: 4 x100m (i) baton exchange-, non-visual exchange -Types of baton exchange – Non-visual exchange – Exchange zone/box","By the end of the lesson, pupils should be able to: i. exchange baton with teammates correctly ii. exchange baton without looking back iii. handle baton without it falling"
5,ATHLETICS: Track event (sprints race): (i)Starting (ii)Take-off (iii)Running (iv)Arm action (v)Finishing -Meaning of sprint race -Type pf sprint races -Stages of sprint,"By the end of the lesson, pupils should be able to: i. list example of sprint race ii. Demonstrate a race iii. Demonstrate the “running techniques” a. -check out, body leaned forward. b. The arm action- swinging the hand to propel the body forward c. Finishing: “chesting out to” breast tape d. Explain the meaning of Sprint race"
6,"Tuck Event Sprints races: 100m, 200m, 400m. (i) Meaning of spnng race (it) Types of Sprint races","By the end of the lesson, pupils should be able to: i. List examples of sprints race ii. Demonstrate 100m races iii. Talk briefly on 200m and 400m race."
7,MID-TERM BREAK,
8,GAMES AND SPORT -Football -Skills in footbal driblling shooting ball control goal keeping,"By the end of the lesson, pupils should be able to i. list the football skills ii. perform the skills in football iii. demonstrate the position of the players in the field iv. control the ball during play v. demonstate goal keeping skills"
9,TABLE TENNIS Skills in table tennis e.g -the grip -service -scoring -forhand and backhand etc,"By the end of the lesson, pupils should be able to i. mention the skills in table tennis, the grip, services etc ii. demonstate the services iii. have a firm hold of the bat(racket)"
10,FIRSTAIDS AND ITS USES: -Contents of First Aid box: -Grouping the contents of a first aid box. – Component of a First Aid box Water Medication Food,"By the end of the lesson, pup]s should be able to: i. Group the contents of the First Aid box ii. State the uses of each of the contents in a First Aid box"
11,REVISION,REVISION
12,EXAMINATION,EXAMINATION
