0,1,2
,CLASS,Primary/Basic 4
,SUBJECT,Civic Education
,TERM,Second Term
WEEK,TOPICS,Learning Objectives
1,Revision of Last Term Work/ Readiness Test -National Values,
2,Meaning of National Values,By the end of the lesson pupils should be able to: i. Discuss the meaning of National Values ii. Explain what values are iii. Demonstrate examples of national values. (1 Obedience (2.) Loyalty (3.) Dedication (4.) Honesty etc.
3,Types ef National Values e.g Civil Values,By the end of the lesson pupils should be able to: i. Identify at least four types of National Values ii. Describe each of the types of values. e Analyze examples of civil values E.g. Obedience Dedication
4,Importance of Natuonal values,By the end of the lesson pupils should be able to: i. Highlight the impottance of National Values. ii. Analyze the need to imbibe values in the society iii. Debate the importance of national value
5,Characteristics of National values,By the end of the lesson pupils should be able to: i. Outline the characteristics of National Values 1. Loyalty 2. Co-operation 3. Humility ii. Explain the characteristics of national values iii. Demonstrate characteristics of national values
6,Meaning of a nation e A body of people sharing a spirit of unity,By the end of the lesson pupils should be able to: i. Explain the meaning of a nation using relevant resources ii. Identify some nations of the world iii. Locate their nation in the map of the world
7,MID TERM BREAK,MID TERM BREAK
8,Characteristics of a Nation e.g. -Common territory -Common customs and tradition e -Common language (understanding each other),"By the end of the lesson pupils should be able to: i. Identify the characteristics of a nation ii. Explain various characteristics of a nation e.g.. Common customs, common territory, common language iii. Indicate on a map some of the characteristics e.g. States that share territories"
9,Reasons why wo should build our Nation,By the end of the lesson pupils should be ablo to: i. Identify the reasons why wo should build our nation ii. Discuss why we should build our nation e.g. For peaceful co-existence -For common use of resources -To benefit from one another -To unite against exits and aggression -To provide a framework for social order iii. Justify why we need to build our nation
10,Duties and Responsibilities of parents and children in building the Nation,By the end of the lesson pupils should be able to: i. Explain using a diagram the family tree ii. Highlight the duties of parents in building a nation iii. Identify the duties of children in building a Nation
11,Revision,Revision
12,REVISION,REVISION
13,EXAMINATION,EXAMINATION
