0,1,2
LAGOS STATE GOVERNMENT MINISTRY OF EDUCATIONUNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS,LAGOS STATE GOVERNMENT MINISTRY OF EDUCATIONUNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS,LAGOS STATE GOVERNMENT MINISTRY OF EDUCATIONUNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS
Cultural and Creative Art Scheme of Work for Primary/Basic 2,Cultural and Creative Art Scheme of Work for Primary/Basic 2,Cultural and Creative Art Scheme of Work for Primary/Basic 2
,CLASS,Primary/Basic 2
,SUBJECT,Cultural and Creative Art
,TERM,First Term
WEEK,TOPICS,Learning Objectives
1,READINESS TEST SHAPES,"By thc end of the lesson, pupils should be able to: i..identify shapes of objects in/outsidc the classroom; ii. draw different basic shapes and label correctly; iii. identify the shapes with similar real objects around them. E.g. Orange, Desk, Cup, Tin, Notebook etc."
2,TYPES OF OBJECTS AND SHAPES,"By the end of the lesson, pupils should be able to: i. distinguish objects of different sizes in/outside the classroom; ii. draw objects of various sizes and shapes (small and big); iii. identify types and size of objects around them. E.g. small chair, big chair, small cup, big cup, big and small rectangle etc."
3,COLOUR,"By the end of the lesson, pupils should be able to: i. explain and trace origin of colour; ii. identify the basic colours (Red, Yellow and Blue) in/outside the classroom; iii. relate the basic colours with objects in/outside the classroom."
4,Originasation of colour -Basic colours,"By the end of the lesson, pupils should be able to: i. mix basic colours e.g. Red, Blue, Yellow to get secondary colours; ii. identify secondary colours in/outside the classroom; iii. form a colour wheel, showing the basic and secondary colours."
5,COLOUR MIXING,"By the end of the lesson, pupils should be able to: i. explain colouring and functional artwork e.g. Cup, Basket, Pot etc; ii. identify some functional artworks in/outside the classroom; iii. draw and cologr functional artworks"
6,TRADITIONAL SONGS,"By the end of the lesson, pupils should be able to: i. explain traditional songs and give examples; ii. identify some Nigerian traditional song; iii.state some uses of Nigerian traditional song; iv. Sing Nigerian traditional song ."
7,TEST/MID-TERM/OPEN DAY,TEST/MID-TERM/OPEN DAY
8,TRADITIONAL DANCE,"By the end of the lesson, pupils should be able to: i. explain traditional dance; ii.identify traditional dance in Nigeria e.g. Gada, Atilogwu etc; iii. discuss the different occasions of performing ffem."
9,IMPORTANCE OF MUSIC,"By the end of the lesson, pupils should be able to: i. explain the meaning of music; identi someson thatare ii. used to teach in the classroom; iii. discuss the use and importance ofmusic."
10,INTRODUCTION TO CRAFT MAKING,"By the end of the lesson pupils should be able to: i. explain what is craft, ii. identify types of craft e.g. paper craft, fabric craft, woven craft in/outside the classroom; iii. state the uses of craft in/outside the classroom; iv. list some materials in crafts making"
11,REVISION,REVISION
12,EXAMINATION,EXAMINATION
