0,1,2
,CLASS,Primary/Basic 1
,SUBJECT,Basic Science and Technology
,TERM,Third Term
WEEK,TOPICS,Learning Objectives
1(Basic Science),Readiness test & revision of 2nd term work,
(IT),Revision of Last Term’s work,
(PHE),Health and hygiene,"By the end of the lesson pupils should be able to: i. explain how to wash hands properly, ii. demonstrate how to bath; iii. describe how to care for the skin correctly."
2(Basic Science),Simple machine -Definition of simple machine -Example of simple machines,By the end of the lesson pupils should be able to: i. define simple machines; ii. name examples of simple machines; iii. classify simple machine used at school and at home; iv. analyse the importance of simple machlnes.
2-3(IT),Booting -Meaning of booting -Ways of booting,By the end of the lesson pupils should be able to: i. explain booting ii. outline and explain ways of booting.
(PHE),TEETH BRUSHING,"By the end ofthe lesson, pupils should be ablé to; i. list the items use in cleaning the mouth; ii. demonstrate how to brush the teeth correctly; iii. explain why it is necessary for us to brush our teeth."
3(Basic Science),Simple Machine -The Safe use of simple machine,By the end of the lesson pupils should be able to: i. cxplain how to safety use simple machines; ii. demonstrate the use of simple machines in a safe way; iii. analyse the dangers of not being precautious when using simple machines.
(PHE),Care of the Nails and Hair,By the end of the lesson pupil should able to: i. describe how to cut our nails; ii. mention ways of maintaining the hair; iii. describe the materials use in maintaining hair.
4(Basic Science),Concept of technology -Meaning and benefit,By the of the lesson. pupils should be able to. i. explain the meaning of technology ii. state the benefit of technology; iii. describe how things are done before and now.
4-5(IT),Steps of booting -Warm booting -Cold booting,By the end of the lesson pupil should able to: i. carry our the two steps
(PHE),Cleanliness,By the end of the lesson pupils should be able to; i. mention the benefits of cleaning our body; ii. explain the benefits of cleaning our body.
5(Basic Science),Technology in home : – Electric Gadget,"By the end of the lesson. pupils should be able to: i. explain what electricity is; ii. identify some appliances that use electricity. iii. create electrical gadget e.g toy car, torch light using battery etc."
(PHE),First Aid,By the end of the lesson pupils should be able to; i. explain the meaning of first aid; ii. explain who is a first aider; iii. way how to become a first aider.
6(Basic Science),"Technology in Transportation: Land, Air (vehicle, train, airplane)","By end of the lesson, pupils should able to: i. compare old means of transportation and the new one; ii. mention means of transportation by land; iii. analyze transportation by air; iv. contrast between transportation by air and transportation by land."
(IT),My desktop -Start menu -Taskbar -Desktop background -Icons etc.,By the end of the lesson pupils should be able to; i. identify the various featres on the desktop; ii. differentiate between features of desktop.
(PHE),First Aid,By the end of the lesson pupils should be able to: i. state the basic objective First Aid; ii. list the content of First Aid; iii. identify the content in First.
7,MID TERM BREAK,MID TERM BREAK
8(Basic Science),Transportation: Water,"By the end of the lesson pupils should be able to: i) explain modes of transportation by water e.g yatch, ship, submarine etc, ii. analyse the advantages of transportation by water. iii. mention the disadvantages of water transportation."
(IT),My desktop -Start menu -Taskbar -Desktop background -Icons etc,By the end of the lesson pupils should be able to: i. identify the various features on the desktop; ii. differentiate between features of desktop.
8-9(PHE),Content of First Aid,By the end of the lesson pupils should be able to: i. list the content of first Aid Box; ii. explain the use of each content in First Aid Box. iii. make their own First Aid Box; iv. demonstrate how a first Aid works.
9(Basic Science),EXPLORING YOUR ENVIRONMENT I i.Things in the classroom ii.Things around the school and at home.,By thc end of the lesson pupils should be able to: i. observe and identify things in the classroom; ii. idcntify things around the school and mention things at home: iii. analyze things at home.
9-10(IT),Personalizing my computer -Wallpaper -Screensaver -Theme -Time and date settings etc.,By the end of the lesson pupils should be able to: i. experiment the various ways of personalizing your desktop using available theme. wallpaper etc.
10(Basic Science),EXPLORINGYOUR ENVIRONMENT II i. type of road within and outside the school; ii. functions of each road,By the end of the lesson. pupils should be able to: i. analse types of road around the school; ii. classify type of roads outside the school; iii explain the functions of roads.
10-11(PHE),Benefit of first aid,By the end of the lesson pupils should be able to: i. list the benefit of first aid; ii. explain the benefit of first aid treatment; iii. identify First Aid Contents
11(Basic Science),EXPLORING YOUR ENVIRONMENT III -Walking along the roads and crossing the roads -Traflic light signs,By the end of the lesson„ pupils should be able to: i. demonstrate the right and wrong way of walking on the road; ii. what to do (rules) when crossing the roads; iii. identify the traffic light signs.
(IT),REVISION,REVISION
12-13,REVISION AND EXAMINATION,REVISION AND EXAMINATION
