0,1,2
,CLASS,Primary/Basic 1
,SUBJECT,Basic Science and Technology
,TERM,Second Term
WEEK,TOPICS,Learning Objectives
1(Basic Science),Reading test/revision of last term work,
(IT),Reading test/revision of last term work,
(PHE),Reading test/revision of last term work,
2(Basic Science),Existence of Air & creation of air.,"By the end of the lesson, pupils should be able to i. demonstrate that air exists; ii. create air current by blowing with the mouth or using paper fan; iii. demonstrate the importance of air to living thing."
(IT),Parts of a computer (peripherals). -Printer & scanner -Hard disk -Flash drive -OTG &USB cable -RAM &ROM etc.,"By the end of the lesson, pupils should be able to: i. Identify and describe the other parts of a computer. ii. State the functions of the other parts of the computer."
(PHE),Games -Local games,"By the end of the lesson, pupils should be able to; i. demonstrate the skills in local games; ii. perform some local games such as: -Fire on the mountain -Who is in the garden iii. Perform some basic skills in ball games e.g kicking."
3(Basic Science),Demonstrating air in space,"By the end ofthe lesson ,pupils should be able to i. demonstrate that air occupies space; ii. discover that air exerts pressure."
(IT),Starting -up of a computer -From power source to power button,"By the end ofthe lesson ,pupils should be able to; i. Repeat the starting – up procedure of a computer."
(PHE),Games Basic skills in Ball Games,"By the end of the lesson pupils should be able to: i. identify the basic skills in football (Soccer), ii. demonstrate the basic skill in ball games, iii. perform kicking in football perfectly, – iv. safety rules in ball games."
4(Basic Science),Soil,"By the end of the lesson, pupils should be able to: i. Discover soil as other part of the surrounding; ii. Define soil; iii. Uses of soil."
(IT),Starting— up of a computer -From power source to power button,"By the end ofthe lesson ,pupils should be able to: i. Repeat the starting — up proedure of a computer."
(PHE),Safety rules in Footbal games,"At the end of the lesson pupils should be able to; i. explain the safety rule in ball ii. state the safety rules in ball games, iii. explain why safety rules are necessary in ball games."
5(Basic Science),Soil -Things found in the soil -Importance of soil,"By the end of the lesson, pupils should be able to: i. Mention things in the soil as air, water, and living things; ii. state the uses of soil to plant; iii. identify the uses of soil to man and animals."
(IT),Basic safety for computers,"By the end ofthe lesson ,pupils should be able to: i. Outline the basic safety procedures of a computer"
(PHE),Safety rules in football games,"By the end ofthe lesson pupils should be able to: i. explain the safety rule in ball games, ii. state the safety rules in ball games, iii. explain why safety rules are necessary in ball games."
6(Basic Science),"Light Energy, uses of light and colour","By the end of the lesson„ pupils should be able to: identify the various uses of li# lt explain the importance of colour x appraise the connection betv,reen lightand colour"
(IT),Computer room -Definition -Uses of a computer room,"By the end ofthe lesson ,pupils should be able to: i.Define a computer room ii. Outline uses of a computer room"
(PHE),Swimming(Aquatic),"By the end ofthe lesson pupils should be able to: i. explain the meaning of swimming (Aquatic), ii. state the skills of swimming (Aquatic), iii. demonstate the coming In and out of water; iv. perform face float and turtle float."
7,REVIEW OF FIRST HALF TERM WORK AND ASSESSMENT,REVIEW OF FIRST HALF TERM WORK AND ASSESSMENT
8(Basic Science),COLOUR IDENTIFICATION 1: -Colors of objects.,"By the end of the lesson, pupils should be able to: i. explore and identify different colours; ii. search for and collect materials of different colours; iii)draw objects and use different colours to paint them."
8-9(IT),Computer room -Activities in a computer room x -Things found in a computer room,"By end ofthe lesson, pupils should be able to: i.Articulate activities in a computer room ii. Outline things found in a computer room."
(PHE),Safety rules in swimming,"By end ofthe lesson, pupils should be able to: i. explain the safety rules in swimming ii. the safety rules of swimming iii. mention the benefits of swimming"
9(Basic Science),COLOUR IDENTIFICATION Il: -Road traffic light signs.,By the end of the lesson„ pupils should be able to: i. analyse road traffic signs; ii. state the function of each road traffic light signs; iii. explain roadway signs. iv. appraise the importance of road signs.
(PHE),REVISION,REVISION
10(Basic Science),COLOUR IDENTIFICATION Ill: Road markings,"By the end of the lesson, pupils should be able to : i) identify the colours used in road markings and traffic signs; ii. state the functions of road traffic signs. iii. interpret the road traffic signs"
(IT),Basic Safety for computer room,"By the end ofthe lesson ,pupils should be able to: i. Outline the basic safety procedures of a computer room."
(PHE),REVISION,REVISION
11,REVISION,REVISION
12,EXAMINATION,EXAMINATION
